comparison,transition,source_cluster,target_cluster,species,n_sites,mean_probability_from,mean_probability_to,mean_probability_delta,median_probability_delta,q10_probability_delta,q90_probability_delta,mean_probability_gain,mean_probability_loss,prop_sites_increase,thermal_group,migratory_strategy,foraging_guild,species_thermal_index,driver_direction,species_label
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Accipiter_nisus,219,0.33576223690737583,0.7400088669818087,0.4042466300744329,0.3986356270787377,0.14875772140642188,0.674051266547048,0.40460419740381437,-3.5756732938145363e-4,0.9908675799086758,medium,sedentary and short-distance,Diurnal raptors,11.9162821341,Gain,Accipiter nisus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_arundinaceus,219,0.0019390386686307455,0.001275653276376388,-6.633853922543574e-4,-4.2518147143678735e-4,-0.003074426500023894,0.0011685167140316156,6.696409839707798e-4,-0.0013330263762251374,0.2694063926940639,very warm,long-distance,Marsh warblers,13.8793523116,Loss,Acrocephalus arundinaceus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_palustris,219,0.20824169884727395,0.6015228178258678,0.3932811189785938,0.39054856521902864,0.15158655012262448,0.6514407820185777,0.39480001486315547,-0.0015188958845616235,0.9771689497716894,medium,long-distance,Marsh warblers,12.248077272,Gain,Acrocephalus palustris
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_schoenobaenus,219,0.3441395603385831,0.2185531763682754,-0.12558638397030772,-0.1019623538401694,-0.42585041691871584,0.1317203659898989,0.035174394785258405,-0.1607607787555661,0.319634703196347,cold,long-distance,Marsh warblers,11.3913898283,Loss,Acrocephalus schoenobaenus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_scirpaceus,219,0.267144662665674,0.5985459472675919,0.33140128460191787,0.3450299863129294,0.018089241211993835,0.6433790826848665,0.34024018631791886,-0.008838901716000972,0.91324200913242,very warm,long-distance,Marsh warblers,13.1524057431,Gain,Acrocephalus scirpaceus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Aegithalos_caudatus,219,0.08131598475098402,0.23553881056642134,0.1542228258154373,0.08646878672278856,6.0852971132269726e-5,0.4237735302344744,0.1583320369803373,-0.004109211164900002,0.8995433789954338,warm,sedentary,Tit-like birds,12.6607518772,Gain,Aegithalos caudatus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Alauda_arvensis,219,0.9929122033037895,0.9969787253621615,0.0040665220583720125,7.896837780082544e-4,-0.0021383855453313448,0.017437684398677347,0.005253460593353779,-0.001186938534981768,0.6438356164383562,medium,sedentary and short-distance,Open-land insectivores,12.1983199326,Gain,Alauda arvensis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Alcedo_atthis,219,0.053726561125744365,0.1252364119288089,0.07150985080306453,0.051736481497687926,-0.012750374275794993,0.20098100694420645,0.07919417760939104,-0.007684326806326507,0.8356164383561644,very warm,sedentary,Kingfishers,13.5319163712,Gain,Alcedo atthis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anarhynchus_alexandrinus,219,0.002833698607985165,7.527255392994948e-4,-0.00208097306868567,-2.606749946559627e-5,-0.005136718304092771,2.4917559888665205e-4,1.5976194035527985e-4,-0.0022407350090409483,0.2876712328767123,very warm,short-and long-distance,Plovers,16.3071703744,Loss,Anarhynchus alexandrinus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anas_acuta,219,0.0014130981765687475,0.0013756826048403501,-3.7415571728397366e-5,-1.5538714544004663e-5,-0.0024617049952892307,5.515465052214235e-4,8.16199368534599e-4,-8.536149402629964e-4,0.3287671232876712,very cold,short-distance,Dabbling ducks,8.5273453088,Loss,Anas acuta
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anas_crecca,219,0.05063521189327188,0.09494139946507009,0.04430618757179821,0.023056302316109816,-0.03364898897957786,0.15808358559919364,0.052564284688390604,-0.008258097116592393,0.7351598173515982,very cold,short-distance,Dabbling ducks,10.071290709,Gain,Anas crecca
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anas_platyrhynchos,219,0.5060399577659334,0.924517250608811,0.4184772928428776,0.39963656347686183,0.14447291991644015,0.6968578387064079,0.4187781259125918,-3.0083306971419733e-4,0.9954337899543378,cold,sedentary and short-distance,Dabbling ducks,11.8110548425,Gain,Anas platyrhynchos
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anser_anser,219,8.873696951405258e-4,0.05746680373341404,0.056579434038273514,0.034994398680130476,0.0046890648614440105,0.132292625612502,0.056579434038273514,0,1,cold,sedentary and short-distance,Grazing waterfowl,11.1956416463,Gain,Anser anser
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anthus_pratensis,219,0.4408221308988873,0.5869465791602475,0.14612444826136023,0.13285330134317652,-0.11420268399067533,0.38343952472994514,0.17358420431955968,-0.02745975605819942,0.7625570776255708,very cold,short-distance,Open-land insectivores,9.9487726902,Gain,Anthus pratensis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Anthus_trivialis,219,0.7039777253293675,0.8772124821974239,0.17323475686805634,0.12241301358275825,-0.013747042662581616,0.4645156847875712,0.1851210899140424,-0.011886333045986084,0.8721461187214612,cold,long-distance,Low flycatching feeders,11.2439352645,Gain,Anthus trivialis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Apus_apus,219,0.12197941322182825,0.26573204729968175,0.1437526340778535,0.12203838331636441,-0.011515857208441997,0.3241748104789919,0.1559703545398223,-0.012217720461968807,0.8949771689497716,warm,long-distance,Aerial insectivores,12.4470483242,Gain,Apus apus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Ardea_cinerea,219,0.02110638874379245,0.0885967234143892,0.06749033467059676,0.06218138942237622,0.027554622500166805,0.12287058028246382,0.06750677656820647,-1.644189760972665e-5,0.9908675799086758,warm,sedentary and short-distance,Wading birds,12.6943991523,Gain,Ardea cinerea
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Asio_flammeus,219,0.015614817141914181,0.005827076779173113,-0.009787740362741066,-7.515825127468114e-4,-0.03805466732522782,0.0053866338376299715,0.001616187064523082,-0.011403927427264152,0.4018264840182648,very cold,sedentary and short-distance,Owls,9.6200242401,Loss,Asio flammeus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Asio_otus,219,0.24491470501908305,0.5111047874231532,0.26619008240407016,0.2414016420329085,0.032749532297081274,0.5459771471994892,0.2705460447834489,-0.0043559623793787165,0.9452054794520548,medium,sedentary,Owls,12.2940439872,Gain,Asio otus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Astur_gentilis,219,0.10872112508425363,0.46983518440129435,0.3611140593170407,0.3475386935097069,0.1132940207709596,0.6341640444144777,0.3613885429645547,-2.744836475139559e-4,0.9954337899543378,cold,sedentary,Diurnal raptors,11.8007973825,Gain,Astur gentilis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Athene_noctua,219,0.210525746851822,0.10917052473431657,-0.10135522211750543,-0.08654620529645739,-0.23941970870585272,-0.0026903697570817846,0.005316102406314151,-0.10667132452381957,0.0958904109589041,very warm,sedentary,Owls,14.2083192272,Loss,Athene noctua
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Aythya_ferina,219,0.004724100758670654,0.028022634851306377,0.023298534092635725,0.00644773036738982,-0.0026582431544639427,0.06958794198057264,0.024871388710264637,-0.001572854617628911,0.8036529680365296,warm,short-distance,Diving ducks,12.445391892,Gain,Aythya ferina
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Aythya_fuligula,219,0.007451455144679477,0.10077460920117873,0.09332315405649926,0.06401622010962081,0.00764814261898681,0.21289471733715598,0.09366683310574861,-3.4367904924935e-4,0.9771689497716894,very cold,short-distance,Diving ducks,10.1385920012,Gain,Aythya fuligula
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Botaurus_stellaris,219,0.0026625666962177305,0.008112467331155386,0.005449900634937655,6.031840827975272e-4,-0.0014579319172340153,0.01607206075675847,0.006782974543850921,-0.001333073908913264,0.8356164383561644,very warm,sedentary and short-distance,Wading birds,13.1076210929,Gain,Botaurus stellaris
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Buteo_buteo,219,0.42718533041593443,0.9228322964117535,0.495646965995819,0.5337022551387538,0.1651822712635286,0.7789087620676532,0.4958880008834123,-2.4103488759328676e-4,0.9954337899543378,warm,sedentary and short-distance,Diurnal raptors,12.6973693303,Gain,Buteo buteo
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Calidris_alpina,219,0.008551400405059252,0.013381904672372014,0.0048305042673127616,3.121356745135725e-4,-0.00639919304100897,0.01929260605989795,0.008036904032053151,-0.003206399764740391,0.6575342465753424,very cold,long-distance,Scolopacids,7.0663752664,Gain,Calidris alpina
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Calidris_pugnax,219,0.0053238608593289515,0.0029821770049744656,-0.0023416838543544854,6.816698524634013e-8,-0.008492940570679973,0.0038694203743118625,0.0013569860095404397,-0.003698669863894924,0.5114155251141552,very cold,long-distance,Scolopacids,7.9732949741,Loss,Calidris pugnax
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Caprimulgus_europaeus,219,0.11551910544381162,0.12072753200618624,0.005208426562374618,-0.014656134367841333,-0.08418103571686641,0.12553319670395377,0.03649813684777266,-0.03128971028539803,0.2831050228310502,very warm,long-distance,Nigthjars,13.110333547,Gain,Caprimulgus europaeus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Carduelis_carduelis,219,0.3481704297173713,0.6584211434968819,0.3102507137795105,0.3320969675648783,0.013861076965782062,0.5708231509618952,0.3145811406331813,-0.004330426853670798,0.9269406392694064,very warm,sedentary and short-distance,Passerine seedeaters,13.4542440183,Gain,Carduelis carduelis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Carpodacus_erythrinus,219,0.0013232404106770393,0.03702432728349606,0.03570108687281902,0.011263596514817915,0.0010998439010624632,0.09859619102059508,0.03570887026451635,-7.783391697332863e-6,0.9863013698630136,very cold,long-distance,Passerine seedeaters,10.348256227,Gain,Carpodacus erythrinus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Certhia_brachydactyla,219,0.0014040883949059068,0.04254109011529836,0.04113700172039245,0.022091459966437965,8.704240664179537e-4,0.10420192870040876,0.041137039504410465,-3.778401801481878e-8,0.9863013698630136,very warm,sedentary,Tit-like birds,13.8972978687,Gain,Certhia brachydactyla
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Certhia_familiaris,219,0.08553535297980897,0.4621136411873048,0.37657828820749584,0.35551981814644207,0.0790954569272296,0.7072664261785246,0.376758882644768,-1.8059443727213854e-4,0.9954337899543378,cold,sedentary,Tit-like birds,11.119463211,Gain,Certhia familiaris
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Charadrius_dubius,219,0.015204662766270166,0.10016166598446405,0.08495700321819388,0.07532232709962082,0.022062788674153948,0.16475307555636348,0.0852197197958701,-2.627165776762183e-4,0.9863013698630136,warm,short-and long-distance,Plovers,12.7729324864,Gain,Charadrius dubius
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Charadrius_hiaticula,219,0.09404019743325753,0.1264686432700136,0.03242844583675604,0.018325349797559204,-0.04418505129957327,0.14781219367259307,0.050070876800778506,-0.017642430964022474,0.7990867579908676,very cold,short-distance,Plovers,8.2214626932,Gain,Charadrius hiaticula
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Chlidonias_niger,219,0.00684557090019027,0.0025021202954656012,-0.004343450604724671,1.615532935691314e-5,-0.016046359197018398,0.002542601091665668,0.0010724013025103483,-0.005415851907235017,0.5068493150684932,very warm,long-distance,Terns,13.0082465521,Loss,Chlidonias niger
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Chloris_chloris,219,0.7461818276749771,0.9764399480981583,0.23025812042318108,0.19328893379561474,0.06352076970892506,0.43638215051953166,0.23050107925325272,-2.429588300716264e-4,0.9771689497716894,warm,sedentary and short-distance,Passerine seedeaters,12.6006224966,Gain,Chloris chloris
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Chroicocephalus_ridibundus,219,0.17663190476982543,0.14624781700470826,-0.030384087765117192,-0.0332149116017961,-0.18512203793933057,0.1160423155278395,0.036081106384791,-0.0664651941499082,0.3789954337899543,cold,short-distance,Gulls,11.0679667544,Loss,Chroicocephalus ridibundus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Cinclus_cinclus,219,0.004262527118249549,0.009467759936418928,0.005205232818169379,4.6140961742687316e-4,-0.004149767928361125,0.024286384695935165,0.006846807484129451,-0.0016415746659600714,0.5662100456621004,cold,short-distance,Dippers,11.0150016531,Gain,Cinclus cinclus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Circus_aeruginosus,219,0.004480606034872733,0.05680147660598846,0.05232087057111573,0.029939202993977114,0.0024505021852528437,0.12859168494113174,0.052678941597926396,-3.5807102681066486e-4,0.9634703196347032,very warm,short-and long-distance,Diurnal raptors,13.2259231132,Gain,Circus aeruginosus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Circus_pygargus,219,0.013996547753100769,0.022400847321677915,0.008404299568577148,3.2053486171239174e-4,-0.01014412723832231,0.04084104562982965,0.01294484809620898,-0.00454054852763183,0.6894977168949772,very warm,long-distance,Diurnal raptors,13.6904029809,Gain,Circus pygargus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Coccothraustes_coccothraustes,219,0.09815857704293501,0.42979708782172565,0.3316385107787906,0.3120615011449474,0.051075426309054955,0.6677628833074162,0.33364539099338897,-0.0020068802145983586,0.954337899543379,warm,sedentary,Passerine seedeaters,12.9763477132,Gain,Coccothraustes coccothraustes
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Coloeus_monedula,219,0.5756647140476877,0.7433194859783843,0.16765477193069664,0.1601197173913066,-0.08982847993235843,0.4458554114120142,0.1903462953451774,-0.022691523414480767,0.7899543378995434,warm,sedentary and short-distance,Omnivorous corvids,12.9581704982,Gain,Coloeus monedula
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Columba_oenas,219,0.013824349789546667,0.09587685096963093,0.08205250118008428,0.04838241282617248,0.016887968977748424,0.22799048954483453,0.08215617625935087,-1.0367507926660741e-4,0.9863013698630136,warm,short-distance,Columbids,12.4358174295,Gain,Columba oenas
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Columba_palumbus,219,0.941865703159626,0.9969776665168109,0.05511196335718473,0.0305160374379273,0.0030106448505669015,0.12054637560103812,0.055134966360921876,-2.3003003737135533e-5,0.9726027397260274,medium,sedentary and short-distance,Columbids,12.2214205187,Gain,Columba palumbus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Corvus_corax,219,0.038808763657393115,0.30974636079271767,0.2709375971353246,0.23860215622782727,0.08508181959207033,0.5074958202375321,0.27160510849925007,-6.675113639254795e-4,0.9863013698630136,cold,sedentary,Omnivorous corvids,11.7378412998,Gain,Corvus corax
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Corvus_cornix,219,0.7725017345334569,0.9617867588372321,0.1892850243037751,0.1521251128611002,0.023748058480437217,0.4121930191554018,0.19104639527188294,-0.0017613709681078419,0.9680365296803652,medium,sedentary,Omnivorous corvids,12.1293990446,Gain,Corvus cornix
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Corvus_corone,219,0.05000799740248474,0.09725887018345866,0.047250872780973924,0.02555700905763706,-0.0010022693358798405,0.11174058680788981,0.048066535688723405,-8.156629077494758e-4,0.8812785388127854,medium,sedentary,Omnivorous corvids,12.1293990446,Gain,Corvus corone
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Corvus_frugilegus,219,0.09925890838625719,0.22202239455653194,0.12276348617027474,0.09992269918904674,0.016578750274181077,0.26250667472959743,0.12340444659950617,-6.409604292314333e-4,0.954337899543379,warm,sedentary,Omnivorous corvids,12.7340640684,Gain,Corvus frugilegus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Coturnix_coturnix,219,0.017390823335409793,0.08937479028851743,0.07198396695310763,0.056873868331105734,0.010612954119698724,0.1480362108773589,0.07235852409361716,-3.745571405095217e-4,0.9680365296803652,very warm,short-and long-distance,Gallinaceous birds,13.6002736383,Gain,Coturnix coturnix
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Crex_crex,219,0.021339228434720563,0.003943103988197426,-0.01739612444652314,-0.014131060657719624,-0.037315193100392774,-9.53997998285469e-4,3.6443501583020366e-4,-0.01776055946235334,0.0776255707762557,medium,long-distance,Rails,11.9688491073,Loss,Crex crex
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Cuculus_canorus,219,0.7549801922735302,0.9216841585647988,0.16670396629126863,0.15637676797100708,0.029381549322541223,0.3341717899447546,0.1693485295648754,-0.002644563273606759,0.954337899543379,medium,long-distance,Cuckoos,12.1394391784,Gain,Cuculus canorus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Curruca_communis,219,0.8902223347757716,0.9856566384121084,0.0954343036363368,0.04127128852088735,-0.0027831708358609037,0.2613549122373615,0.09845094609315176,-0.003016642456814947,0.8538812785388128,warm,long-distance,Foliage gleaners,12.6535890847,Gain,Curruca communis
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Curruca_curruca,219,0.8037448605194542,0.9221845469836534,0.1184396864641992,0.07333639584718366,-0.07848303277346284,0.3986796173930566,0.13937104260829808,-0.02093135614409887,0.726027397260274,cold,long-distance,Foliage gleaners,11.6399285102,Gain,Curruca curruca
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Cyanistes_caeruleus,219,0.8194947362592613,0.9840360343794778,0.1645412981202166,0.136279143733251,0.021212700436152865,0.34495126092573536,0.16574388190058792,-0.001202583780371323,0.9634703196347032,warm,sedentary,Tit-like birds,12.7367473555,Gain,Cyanistes caeruleus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Cygnus_olor,219,0.1532166169916101,0.3231311103503727,0.16991449335876257,0.1461810673384997,-0.055713492632330906,0.4426064033483232,0.1885882508693577,-0.018673757510595138,0.8127853881278538,medium,sedentary and short-distance,Grazing waterfowl,12.1899516659,Gain,Cygnus olor
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Delichon_urbicum,219,0.635829809891126,0.8643283419431926,0.22849853205206663,0.22102293264632444,0.05861642332864554,0.4016970853691425,0.22955056897297632,-0.0010520369209096672,0.9726027397260274,warm,long-distance,Aerial insectivores,12.3470551373,Gain,Delichon urbicum
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Dendrocopos_major,219,0.5465620653722992,0.9285079219722775,0.3819458565999782,0.35972607805790247,0.09284272578254353,0.6978799073848028,0.38237559461221277,-4.297380122345992e-4,0.9908675799086758,medium,sedentary,Woodpeckers,12.1154284266,Gain,Dendrocopos major
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Dryobates_minor,219,6.679230838035003e-4,0.005660107965854533,0.004992184882051033,6.263109932023618e-4,6.640554152386146e-5,0.008263264150279129,0.005004793383259806,-1.2608501208773602e-5,0.954337899543379,cold,sedentary and short-distance,Woodpeckers,11.5509643269,Gain,Dryobates minor
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Dryocopus_martius,219,0.008379183873607065,0.1055637044489256,0.09718452057531855,0.031876893183994316,0.0040153796070003306,0.2943348456078757,0.09756843238143208,-3.839118061135194e-4,0.9680365296803652,cold,sedentary,Woodpeckers,11.1193962821,Gain,Dryocopus martius
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Emberiza_calandra,219,0.9050569933606833,0.7763884261342348,-0.12866856722644862,-0.09470494287927045,-0.34669091382140466,0.023988051398502814,0.01294215749790626,-0.14161072472435488,0.1461187214611872,very warm,sedentary,Buntings,14.2313581317,Loss,Emberiza calandra
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Emberiza_citrinella,219,0.9845826759489383,0.9933613931907057,0.00877871724176734,0.0035646740798285226,-0.0050779976825866095,0.0361723961784635,0.011954891591009799,-0.0031761743492424587,0.7534246575342466,cold,sedentary,Buntings,11.5528442066,Gain,Emberiza citrinella
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Emberiza_schoeniclus,219,0.6252458094570671,0.8138885843040844,0.18864277484701727,0.13101066153687035,-0.11828778236611823,0.6172160939809024,0.2211045076037457,-0.03246173275672841,0.7077625570776256,cold,sedentary and short-distance,Buntings,11.2704483494,Gain,Emberiza schoeniclus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Erithacus_rubecula,219,0.829349593831061,0.9828682577700927,0.15351866393903177,0.1082140277866217,0.0194504957385661,0.3417953984464803,0.15419816149099821,-6.794975519664381e-4,0.9634703196347032,medium,sedentary,Low flycatching feeders,11.998445823500001,Gain,Erithacus rubecula
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Falco_tinnunculus,219,0.3439766080182032,0.6385898063947799,0.2946131983765768,0.30127003594054635,0.07353630401489282,0.517815954193376,0.2958080952542462,-0.001194896877669409,0.9680365296803652,warm,sedentary and short-distance,Diurnal raptors,12.4263636442,Gain,Falco tinnunculus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Ficedula_hypoleuca,219,0.10765004379749962,0.3326740623750448,0.2250240185775452,0.17521576329754782,0.04026761442588016,0.48893777552107437,0.22707004280520107,-0.0020460242276558707,0.9726027397260274,very cold,long-distance,Flycatchers,10.4275102213,Gain,Ficedula hypoleuca
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Ficedula_parva,219,4.2755377266767e-4,0.006147910831759184,0.0057203570590915135,0.0029602271043410113,7.694842536890423e-4,0.016460118644956834,0.005727808826357506,-7.451767265992642e-6,0.9954337899543378,cold,long-distance,Flycatchers,11.5985667049,Gain,Ficedula parva
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Fringilla_coelebs,219,0.9839182863735126,0.9990247671318729,0.015106480758360246,0.006668175051378955,5.100879056258334e-4,0.03315618464564822,0.015232259309729835,-1.257785513695945e-4,0.9497716894977168,medium,sedentary and short-distance,Foliage gleaners,12.2951633877,Gain,Fringilla coelebs
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Fulica_atra,219,0.4197555677113826,0.8199320028812263,0.4001764351698437,0.39693249383774115,0.12126220630852783,0.6763487977558245,0.4029505783560452,-0.002774143186201499,0.9634703196347032,warm,sedentary and short-distance,Rails,12.9624637063,Gain,Fulica atra
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Gallinago_gallinago,219,0.3424035953857217,0.4075237389801488,0.06512014359442717,0.04666734975551641,-0.20258935338631076,0.36451171400160387,0.12410546410411104,-0.05898532050968387,0.5844748858447488,very cold,short-distance,Scolopacids,10.2670472691,Gain,Gallinago gallinago
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Gallinula_chloropus,219,0.5367790498609339,0.7059155010208112,0.16913645115987727,0.1705479201059813,-0.11986379028797983,0.45857635988851425,0.19612927807276564,-0.02699282691288837,0.7534246575342466,very warm,sedentary and short-distance,Rails,13.3437206998,Gain,Gallinula chloropus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Garrulus_glandarius,219,0.4961713893381157,0.8598860708925503,0.3637146815544346,0.36070672335278975,0.11257694272706893,0.6264200694272145,0.3669607075617939,-0.0032460260073593037,0.9680365296803652,warm,sedentary,Omnivorous corvids,12.466780849,Gain,Garrulus glandarius
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Haematopus_ostralegus,219,0.12335967365337143,0.22714622095335188,0.10378654729998044,0.07257464832592397,-0.03496424313362387,0.3457846823976378,0.125458505966069,-0.02167195866608855,0.8036529680365296,very cold,short-distance,Plovers,10.4739718085,Gain,Haematopus ostralegus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Hippolais_icterina,219,0.7655632666051257,0.838829534112474,0.0732662675073482,0.025639665933017586,-0.15797131842542164,0.35943496437633315,0.11851557025632588,-0.04524930274897766,0.5799086757990868,cold,long-distance,Foliage gleaners,11.3916568563,Gain,Hippolais icterina
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Hirundo_rustica,219,0.9615742166378122,0.9903323171129825,0.028758100475170304,0.016729716054732835,-0.003875542707519086,0.0790352806969069,0.031163938161637376,-0.002405837686467066,0.8538812785388128,warm,long-distance,Aerial insectivores,12.4305273248,Gain,Hirundo rustica
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Jynx_torquilla,219,0.08471250728019682,0.10801292772650413,0.023300420446307323,0.010904431636846765,-0.03630920226144011,0.12033569331532867,0.03723507833840825,-0.013934657892100934,0.634703196347032,medium,short-distance,Woodpeckers,11.8812540667,Gain,Jynx torquilla
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Lanius_collurio,219,0.15949924780172664,0.36486973618496327,0.20537048838323657,0.16235120038436515,-0.014109155414502575,0.4965235538365883,0.2115519004255814,-0.006181412042344787,0.863013698630137,warm,long-distance,Shrikes,12.6238867722,Gain,Lanius collurio
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Lanius_excubitor,219,0.018338662489971985,0.020337072650210543,0.0019984101602385563,-4.5765254183150123e-4,-0.024417360856535585,0.017122352397496366,0.009706298770343885,-0.007707888610105332,0.4292237442922374,cold,sedentary,Shrikes,11.2044136127,Gain,Lanius excubitor
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Larus_argentatus,219,0.009619100764137502,0.024870132113141517,0.015251031349004017,6.270143132284165e-4,-0.0057747577615674065,0.03702108265571582,0.0173302697422373,-0.002079238393233281,0.6073059360730594,very cold,sedentary and short-distance,Gulls,9.0583381929,Gain,Larus argentatus
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Larus_canus,219,0.01988417658122473,0.055131380029594626,0.035247203448369895,0.014573719460179907,-0.0035965228525032984,0.09735462383866954,0.0391892450257779,-0.003942041577408005,0.7945205479452054,very cold,sedentary and short-distance,Gulls,8.5740563147,Gain,Larus canus
