"comparison","start_atlas","end_atlas","start_period","end_period","species","n_shared_cells","start_occupied_cells","end_occupied_cells","status_change_log10","start_mean_northing_m","national_mean_northing_m","distribution_class","margin_type","start_margin_northing_m","end_margin_northing_m","margin_shift_km","near_ubiquitous","margin_eligible","main_included","exclusion_reason","distribution_label"
"1990s to 2010s","2","3","1990s","2010s","Rallus_aquaticus",2165,429,626,0.164117041025705,6194827.0409609,6197646.36042169,"southerly","northern margin",6344419.11580312,6365294.11580312,20.875,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Acanthis_flammea",2165,864,1010,0.0678076313037493,6221861.4384142,6197646.36042169,"northerly","southern margin",6079919.11580312,6074169.11580312,-5.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Acrocephalus_palustris",2165,1249,1629,0.115358645934374,6187996.70121855,6197646.36042169,"southerly","northern margin",6368669.11580312,6377169.11580312,8.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Acrocephalus_schoenobaenus",2165,497,569,0.0587558776617391,6209731.05265042,6197646.36042169,"northerly","southern margin",6074794.11580312,6073169.11580312,-1.625,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Acrocephalus_scirpaceus",2165,1377,1330,-0.0150822992898379,6193551.65457353,6197646.36042169,"southerly","northern margin",6373294.11580312,6373044.11580312,-0.25,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Aegithalos_caudatus",2165,606,806,0.123862417638804,6177465.23165624,6197646.36042169,"southerly","northern margin",6329919.11580312,6346794.11580312,16.875,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Anthus_pratensis",2165,1231,1231,0,6195882.65696069,6197646.36042169,"southerly","northern margin",6366669.11580312,6376044.11580312,9.375,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Anthus_trivialis",2165,1306,1392,0.0276960583354882,6208582.84894742,6197646.36042169,"northerly","southern margin",6070794.11580312,6072794.11580312,2,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Carduelis_carduelis",2165,1296,1579,0.0857771284737197,6187340.95985026,6197646.36042169,"southerly","northern margin",6363669.11580312,6373169.11580312,9.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Certhia_brachydactyla",2165,206,512,0.395402740606677,6130546.54298759,6197646.36042169,"southerly","northern margin",6195169.11580312,6258794.11580312,63.625,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Certhia_familiaris",2165,899,1052,0.0682560480844915,6184311.84501579,6197646.36042169,"southerly","northern margin",6355544.11580312,6366044.11580312,10.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Coccothraustes_coccothraustes",2165,602,729,0.0831310370601501,6196535.90874716,6197646.36042169,"southerly","northern margin",6360794.11580312,6352919.11580312,-7.875,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Coloeus_monedula",2165,1365,1387,0.00694380969651,6202891.21515146,6197646.36042169,"northerly","southern margin",6068919.11580312,6069919.11580312,1,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Corvus_corax",2165,475,1157,0.386639749326883,6175884.63481532,6197646.36042169,"southerly","northern margin",6310544.11580312,6373294.11580312,62.75,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Corvus_cornix",2165,1874,1858,-0.00372387689413651,6200677.71959166,6197646.36042169,"northerly","southern margin",6064794.11580312,6063669.11580312,-1.125,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Corvus_corone",2165,236,208,-0.054848668007345,6123162.75987092,6197646.36042169,"southerly","northern margin",6219794.11580312,6190669.11580312,-29.125,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Corvus_frugilegus",2165,566,859,0.181176732642971,6189858.91130087,6197646.36042169,"southerly","northern margin",6331544.11580312,6357169.11580312,25.625,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Curruca_curruca",2165,1815,1994,0.0408485246035056,6196690.15286119,6197646.36042169,"southerly","northern margin",6379294.11580312,6380544.11580312,1.25,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Delichon_urbicum",2165,1720,1835,0.0281076216805592,6193541.75245022,6197646.36042169,"southerly","northern margin",6373919.11580312,6375669.11580312,1.75,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Emberiza_calandra",2165,1218,1383,0.055174891812454,6218874.57557323,6197646.36042169,"northerly","southern margin",6073544.11580312,6076294.11580312,2.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Emberiza_schoeniclus",2165,1631,1664,0.00869936091442934,6196334.77046466,6197646.36042169,"southerly","northern margin",6375544.11580312,6378169.11580312,2.625,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Erithacus_rubecula",2165,1908,1972,0.0143285402371161,6198320.52497647,6197646.36042169,"northerly","southern margin",6064919.11580312,6064169.11580312,-0.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Ficedula_hypoleuca",2165,690,305,-0.354549251390469,6189276.4843213,6197646.36042169,"southerly","northern margin",6352544.11580312,6344169.11580312,-8.375,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Garrulus_glandarius",2165,1359,1131,-0.079756851807039,6204761.07952766,6197646.36042169,"northerly","southern margin",6070044.11580312,6072544.11580312,2.5,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Hippolais_icterina",2165,1645,1708,0.0163219640669931,6193584.05124505,6197646.36042169,"southerly","northern margin",6376294.11580312,6379919.11580312,3.625,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Lanius_collurio",2165,601,734,0.086821587913331,6198158.08277195,6197646.36042169,"northerly","southern margin",6070919.11580312,6072794.11580312,1.875,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Linaria_cannabina",2165,1994,1769,-0.0519973210659138,6197753.43049706,6197646.36042169,"northerly","southern margin",6063669.11580312,6064919.11580312,1.25,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Locustella_naevia",2165,422,562,0.124423864607387,6191752.00571183,6197646.36042169,"southerly","northern margin",6337419.11580312,6367919.11580312,30.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Lophophanes_cristatus",2165,860,858,-0.0010111633948623,6230224.34836126,6197646.36042169,"northerly","southern margin",6091169.11580312,6095419.11580312,4.25,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Loxia_curvirostra",2165,439,333,-0.120020286735801,6220973.37743459,6197646.36042169,"northerly","southern margin",6100303.94037794,6102543.68582895,2.23974545100983,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Lullula_arborea",2165,149,356,0.378263729560601,6242319.60109484,6197646.36042169,"northerly","southern margin",6153639.04851477,6112581.46166751,-41.0575868472652,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Luscinia_luscinia",2165,1144,1050,-0.0372367253870673,6183689.44933294,6197646.36042169,"southerly","northern margin",6355419.11580312,6360419.11580312,5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Motacilla_cinerea",2165,326,218,-0.174761106463334,6223996.56979085,6197646.36042169,"northerly","southern margin",6125544.11580312,6135294.11580312,9.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Motacilla_flava",2165,379,505,0.124652168150589,6186072.74314117,6197646.36042169,"southerly","northern margin",6332919.11580312,6349669.11580312,16.75,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Muscicapa_striata",2165,1056,1052,-0.00164817838007319,6202616.36227964,6197646.36042169,"northerly","southern margin",6070169.11580312,6072794.11580312,2.625,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Oenanthe_oenanthe",2165,273,114,-0.379257795704283,6189351.2468379,6197646.36042169,"southerly","northern margin",6330794.11580312,6284294.11580312,-46.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Panurus_biarmicus",2165,82,162,0.295701162158914,6190403.87190068,6197646.36042169,"southerly","northern margin",6262044.11580312,6288169.11580312,26.125,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Passer_domesticus",2165,1949,1898,-0.0115156310263476,6196665.03519473,6197646.36042169,"southerly","northern margin",6377919.11580312,6375919.11580312,-2,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Passer_montanus",2165,1902,1972,0.0156963980037973,6198625.8065407,6197646.36042169,"northerly","southern margin",6065669.11580312,6065294.11580312,-0.375,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Periparus_ater",2165,1470,1593,0.0348984410529554,6206104.68498302,6197646.36042169,"northerly","southern margin",6068294.11580312,6065544.11580312,-2.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Phoenicurus_ochruros",2165,467,663,0.152196647838661,6160969.60027927,6197646.36042169,"southerly","northern margin",6332919.11580312,6356044.11580312,23.125,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Phoenicurus_phoenicurus",2165,1197,1931,0.207688123372984,6192331.65495569,6197646.36042169,"southerly","northern margin",6376419.11580312,6379919.11580312,3.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Phylloscopus_sibilatrix",2165,676,684,0.00510940577848032,6197141.0473154,6197646.36042169,"southerly","northern margin",6353669.11580312,6373044.11580312,19.375,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Pica_pica",2165,1731,1812,0.0198611254654004,6209007.72733294,6197646.36042169,"northerly","southern margin",6071919.11580312,6069919.11580312,-2,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Poecile_palustris",2165,1085,1385,0.106020035215919,6192377.06511187,6197646.36042169,"southerly","northern margin",6357794.11580312,6368044.11580312,10.25,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Prunella_modularis",2165,1820,1955,0.0310753737468108,6196023.72972475,6197646.36042169,"southerly","northern margin",6378294.11580312,6379544.11580312,1.25,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Pyrrhula_pyrrhula",2165,1043,1373,0.119386228810224,6203638.70419524,6197646.36042169,"northerly","southern margin",6071919.11580312,6070544.11580312,-1.375,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Regulus_regulus",2165,1530,1447,-0.0242228996985613,6201046.15442459,6197646.36042169,"northerly","southern margin",6066919.11580312,6068669.11580312,1.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Riparia_riparia",2165,753,629,-0.0781443307554316,6192719.13370408,6197646.36042169,"southerly","northern margin",6349919.11580312,6349169.11580312,-0.75,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Saxicola_rubetra",2165,930,702,-0.12214583642413,6219381.68027355,6197646.36042169,"northerly","southern margin",6077169.11580312,6089169.11580312,12,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Sitta_europaea",2165,958,1493,0.192694298646481,6187582.40133648,6197646.36042169,"southerly","northern margin",6359044.11580312,6372419.11580312,13.375,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Spinus_spinus",2165,331,196,-0.227571922419243,6218706.1015118,6197646.36042169,"northerly","southern margin",6097701.72107061,6120479.1709483,22.7774498776924,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Sylvia_borin",2165,1837,1885,0.0112021982360033,6197392.577153,6197646.36042169,"southerly","northern margin",6377294.11580312,6377919.11580312,0.625,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Turdus_pilaris",2165,390,214,-0.260650833677308,6204020.75350249,6197646.36042169,"northerly","southern margin",6099795.76712939,6118159.33977656,18.3635726471748,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Turdus_viscivorus",2165,1018,1054,0.0150928328757879,6217038.97116394,6197646.36042169,"northerly","southern margin",6078544.11580312,6081544.11580312,3,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Ardea_cinerea",2165,234,289,0.091681985346405,6188794.39698409,6197646.36042169,"southerly","northern margin",6309294.11580312,6324794.11580312,15.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Botaurus_stellaris",2165,69,205,0.472904770318499,6175192.66652776,6197646.36042169,"southerly","northern margin",6233044.11580312,6324794.11580312,91.75,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Dendrocopos_major",2165,1570,1753,0.0478822636845612,6199027.00857364,6197646.36042169,"northerly","southern margin",6067419.11580312,6065669.11580312,-1.75,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Dryobates_minor",2165,52,52,0,6129470.95164619,6197646.36042169,"southerly","northern margin",6145874.00239911,6188703.94013111,42.8299377319999,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Dryocopus_martius",2165,171,151,-0.0540191630989844,6208237.17972657,6197646.36042169,"northerly","southern margin",6125825.71407588,6122419.11580312,-3.40659827275947,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Jynx_torquilla",2165,100,158,0.198657086954423,6230452.1067708,6197646.36042169,"northerly","southern margin",6163189.09322231,6137856.55712339,-25.3325360989179,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Picus_viridis",2165,452,506,0.049012082028417,6253455.6202279,6197646.36042169,"northerly","southern margin",6145544.11580312,6097669.11580312,-47.875,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Podiceps_cristatus",2165,567,489,-0.0642741997692863,6193361.13520347,6197646.36042169,"southerly","northern margin",6332169.11580312,6327919.11580312,-4.25,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Podiceps_grisegena",2165,532,654,0.0896661160292191,6174252.83443259,6197646.36042169,"southerly","northern margin",6331919.11580312,6355419.11580312,23.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Podiceps_nigricollis",2165,54,48,-0.0511525224473813,6217016.33802534,6197646.36042169,"northerly","southern margin",6196169.11580312,6181669.11580312,-14.5,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Tachybaptus_ruficollis",2165,668,809,0.0831720591367266,6198992.5288552,6197646.36042169,"northerly","southern margin",6078919.11580312,6074294.11580312,-4.625,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Asio_otus",2165,677,594,-0.0568022237039508,6222109.47162073,6197646.36042169,"northerly","southern margin",6081794.11580312,6089044.11580312,7.25,FALSE,TRUE,TRUE,"","Northerly species
southern margin"
"1990s to 2010s","2","3","1990s","2010s","Strix_aluco",2165,898,1019,0.054897847339122,6184727.30065835,6197646.36042169,"southerly","northern margin",6358794.11580312,6362294.11580312,3.5,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
"1990s to 2010s","2","3","1990s","2010s","Tyto_alba",2165,42,172,0.612279156509648,6135843.08566833,6197646.36042169,"southerly","northern margin",6138270.53416159,6306419.11580312,168.14858164153,FALSE,TRUE,TRUE,"","Southerly species
northern margin"
