"survey","coverage","site","atlas","period","species_richness","raw_species_pool_size","pct_lnd"
"BG73_2","Good","BG73","2","1990s",72,201,100
"BG75_2","Good","BG75","2","1990s",67,201,100
"BG76_2","Good","BG76","2","1990s",70,201,100
"BG77_2","Good","BG77","2","1990s",55,201,100
"BG78_2","Good","BG78","2","1990s",42,201,100
"BG79_2","Good","BG79","2","1990s",70,201,100
"BG86_2","Good","BG86","2","1990s",61,201,100
"BG87_2","Good","BG87","2","1990s",64,201,100
"BG90_2","Good","BG90","2","1990s",66,201,100
"BG92_2","Good","BG92","2","1990s",64,201,100
"BG93_2","Good","BG93","2","1990s",65,201,100
"BG95_2","Good","BG95","2","1990s",79,201,100
"BG98_2","Good","BG98","2","1990s",60,201,100
"BH57_2","Good","BH57","2","1990s",69,201,53.1740038115592
"BH76_2","Good","BH76","2","1990s",46,201,100
"BH77_2","Good","BH77","2","1990s",95,201,100
"BH78_2","Good","BH78","2","1990s",66,201,100
"BH79_2","Good","BH79","2","1990s",78,201,100
"BH86_2","Good","BH86","2","1990s",82,201,100
"BH87_2","Good","BH87","2","1990s",86,201,100
"BH89_2","Good","BH89","2","1990s",85,201,100
"BH98_2","Good","BH98","2","1990s",70,201,100
"BH99_2","Good","BH99","2","1990s",102,201,100
"CB80_2","Good","CB80","2","1990s",53,201,99.7122330755163
"CB81_2","Good","CB81","2","1990s",40,201,67.1715879867947
"CB91_2","Good","CB91","2","1990s",50,201,100
"CB93_2","Good","CB93","2","1990s",46,201,74.4083189674942
"CC04_2","Good","CC04","2","1990s",101,201,97.6915925236043
"CC05_2","Good","CC05","2","1990s",90,201,100
"CC06_2","Good","CC06","2","1990s",78,201,95.0939311489514
"CC14_2","Good","CC14","2","1990s",84,201,74.2985797171558
"CC15_2","Good","CC15","2","1990s",62,201,100
"CC16_2","Good","CC16","2","1990s",63,201,66.6923075088162
"CC23_2","Good","CC23","2","1990s",51,201,37.5625086392495
"CC24_2","Good","CC24","2","1990s",54,201,99.9687592292757
"CC25_2","Good","CC25","2","1990s",57,201,100
"CC30_2","Good","CC30","2","1990s",67,201,100
"CC34_2","Good","CC34","2","1990s",71,201,100
"CC35_2","Good","CC35","2","1990s",79,201,100
"CC36_2","Good","CC36","2","1990s",74,201,81.1049903598051
"CC41_2","Good","CC41","2","1990s",58,201,100
"CC44_2","Good","CC44","2","1990s",65,201,90.9467389142914
"CC46_2","Good","CC46","2","1990s",83,201,99.4126900796323
"CC52_2","Good","CC52","2","1990s",60,201,100
"CC53_2","Good","CC53","2","1990s",78,201,89.0326125016613
"CC54_2","Good","CC54","2","1990s",73,201,57.8198622032521
"CC55_2","Good","CC55","2","1990s",72,201,100
"CC61_2","Good","CC61","2","1990s",76,201,99.0996831886711
"CC63_2","Good","CC63","2","1990s",68,201,70.9622021218033
"CC64_2","Good","CC64","2","1990s",73,201,48.267872939201
"CC65_2","Good","CC65","2","1990s",72,201,100
"CC66_2","Good","CC66","2","1990s",66,201,100
"CC67_2","Good","CC67","2","1990s",71,201,100
"CC68_2","Good","CC68","2","1990s",55,201,57.5382109369765
"CC75_2","Good","CC75","2","1990s",91,201,79.0514381705116
"CC77_2","Good","CC77","2","1990s",83,201,100
"CC80_2","Good","CC80","2","1990s",81,201,100
"CC85_2","Good","CC85","2","1990s",87,201,88.0171803414787
"CC86_2","Good","CC86","2","1990s",72,201,100
"CC91_2","Good","CC91","2","1990s",61,201,100
"CC92_2","Good","CC92","2","1990s",67,201,100
"CC93_2","Good","CC93","2","1990s",58,201,100
"CC94_2","Good","CC94","2","1990s",69,201,67.6865433444742
"CC95_2","Good","CC95","2","1990s",69,201,46.815369838424
"CC97_2","Good","CC97","2","1990s",60,201,100
"CC98_2","Good","CC98","2","1990s",53,201,100
"CC99_2","Good","CC99","2","1990s",45,201,100
"CD03_2","Good","CD03","2","1990s",77,201,87.7493218512554
"CD04_2","Good","CD04","2","1990s",73,201,58.1458688653336
"CD05_2","Good","CD05","2","1990s",42,201,87.24201716436
"CD09_2","Good","CD09","2","1990s",56,201,57.7273319267787
"CD10_2","Good","CD10","2","1990s",47,201,100
"CD11_2","Good","CD11","2","1990s",56,201,100
"CD13_2","Good","CD13","2","1990s",73,201,97.4597097144253
"CD14_2","Good","CD14","2","1990s",35,201,62.4376866262453
"CD16_2","Good","CD16","2","1990s",76,201,60.304824842059
"CD17_2","Good","CD17","2","1990s",68,201,80.2982792587547
"CD18_2","Good","CD18","2","1990s",56,201,34.5514618644161
"CD21_2","Good","CD21","2","1990s",78,201,100
"CD23_2","Good","CD23","2","1990s",65,201,100
"CD24_2","Good","CD24","2","1990s",74,201,100
"CD29_2","Good","CD29","2","1990s",65,201,70.0375117988992
"CD31_2","Good","CD31","2","1990s",75,201,100
"CD32_2","Good","CD32","2","1990s",73,201,98.5689230164375
"CD33_2","Good","CD33","2","1990s",62,201,57.5618792524392
"CD34_2","Good","CD34","2","1990s",83,201,67.673344359881
"CD40_2","Good","CD40","2","1990s",70,201,100
"CD41_2","Good","CD41","2","1990s",79,201,100
"CD42_2","Good","CD42","2","1990s",74,201,100
"CD43_2","Good","CD43","2","1990s",69,201,71.4123372332504
"CD44_2","Good","CD44","2","1990s",49,201,100
"CD45_2","Good","CD45","2","1990s",45,201,99.9813929530962
"CD47_2","Good","CD47","2","1990s",53,201,100
"CD50_2","Good","CD50","2","1990s",80,201,100
"CD51_2","Good","CD51","2","1990s",67,201,100
"CD52_2","Good","CD52","2","1990s",70,201,100
"CD54_2","Good","CD54","2","1990s",66,201,100
"CD55_2","Good","CD55","2","1990s",61,201,100
"CD56_2","Good","CD56","2","1990s",63,201,100
"CD57_2","Good","CD57","2","1990s",63,201,100
"CD60_2","Good","CD60","2","1990s",67,201,100
"CD61_2","Good","CD61","2","1990s",55,201,100
"CD62_2","Good","CD62","2","1990s",68,201,100
"CD63_2","Good","CD63","2","1990s",73,201,100
"CD64_2","Good","CD64","2","1990s",46,201,100
"CD65_2","Good","CD65","2","1990s",54,201,100
"CD66_2","Good","CD66","2","1990s",57,201,100
"CD67_2","Good","CD67","2","1990s",81,201,100
"CD68_2","Good","CD68","2","1990s",60,201,100
"CD69_2","Good","CD69","2","1990s",55,201,100
"CD70_2","Good","CD70","2","1990s",49,201,100
"CD71_2","Good","CD71","2","1990s",61,201,100
"CD72_2","Good","CD72","2","1990s",50,201,100
"CD74_2","Good","CD74","2","1990s",69,201,100
"CD75_2","Good","CD75","2","1990s",59,201,100
"CD76_2","Good","CD76","2","1990s",72,201,100
"CD80_2","Good","CD80","2","1990s",45,201,100
"CD81_2","Good","CD81","2","1990s",75,201,100
"CD82_2","Good","CD82","2","1990s",64,201,100
"CD83_2","Good","CD83","2","1990s",64,201,100
"CD84_2","Good","CD84","2","1990s",69,201,100
"CD87_2","Good","CD87","2","1990s",59,201,100
"CD88_2","Good","CD88","2","1990s",52,201,100
"CD90_2","Good","CD90","2","1990s",69,201,100
"CD91_2","Good","CD91","2","1990s",79,201,100
"CD92_2","Good","CD92","2","1990s",74,201,100
"CD95_2","Good","CD95","2","1990s",75,201,98.5165148759155
"CD96_2","Good","CD96","2","1990s",83,201,100
"CD98_2","Good","CD98","2","1990s",72,201,100
"CE01_2","Good","CE01","2","1990s",52,201,100
"CE02_2","Good","CE02","2","1990s",75,201,100
"CE06_2","Good","CE06","2","1990s",54,201,100
"CE11_2","Good","CE11","2","1990s",69,201,100
"CE13_2","Good","CE13","2","1990s",38,201,100
"CE15_2","Good","CE15","2","1990s",66,201,100
"CE16_2","Good","CE16","2","1990s",55,201,100
"CE17_2","Good","CE17","2","1990s",64,201,100
"CE19_2","Good","CE19","2","1990s",49,201,100
"CE20_2","Good","CE20","2","1990s",77,201,100
"CE21_2","Good","CE21","2","1990s",79,201,100
"CE22_2","Good","CE22","2","1990s",73,201,100
"CE23_2","Good","CE23","2","1990s",58,201,100
"CE24_2","Good","CE24","2","1990s",69,201,100
"CE27_2","Good","CE27","2","1990s",39,201,100
"CE30_2","Good","CE30","2","1990s",65,201,100
"CE31_2","Good","CE31","2","1990s",71,201,100
"CE34_2","Good","CE34","2","1990s",39,201,100
"CE35_2","Good","CE35","2","1990s",47,201,100
"CE38_2","Good","CE38","2","1990s",67,201,100
"CE42_2","Good","CE42","2","1990s",65,201,100
"CE49_2","Good","CE49","2","1990s",72,201,100
"CE51_2","Good","CE51","2","1990s",76,201,100
"CE52_2","Good","CE52","2","1990s",81,201,100
"CE54_2","Good","CE54","2","1990s",77,201,100
"CE55_2","Good","CE55","2","1990s",62,201,100
"CE57_2","Good","CE57","2","1990s",49,201,100
"CE60_2","Good","CE60","2","1990s",72,201,100
"CE61_2","Good","CE61","2","1990s",68,201,100
"CE62_2","Good","CE62","2","1990s",73,201,100
"CE63_2","Good","CE63","2","1990s",74,201,100
"CE64_2","Good","CE64","2","1990s",92,201,100
"CE65_2","Good","CE65","2","1990s",65,201,100
"CE67_2","Good","CE67","2","1990s",57,201,100
"CE69_2","Good","CE69","2","1990s",70,201,100
"CE72_2","Good","CE72","2","1990s",78,201,100
"CE74_2","Good","CE74","2","1990s",77,201,100
"CE75_2","Good","CE75","2","1990s",74,201,100
"CE77_2","Good","CE77","2","1990s",64,201,100
"CE78_2","Good","CE78","2","1990s",84,201,100
"CE80_2","Good","CE80","2","1990s",67,201,100
"CE81_2","Good","CE81","2","1990s",59,201,100
"CE82_2","Good","CE82","2","1990s",94,201,100
"CE83_2","Good","CE83","2","1990s",68,201,100
"CE84_2","Good","CE84","2","1990s",76,201,100
"CE85_2","Good","CE85","2","1990s",70,201,100
"CE86_2","Good","CE86","2","1990s",60,201,100
"CE88_2","Good","CE88","2","1990s",91,201,100
"CE89_2","Good","CE89","2","1990s",77,201,100
"CE90_2","Good","CE90","2","1990s",59,201,100
"CE91_2","Good","CE91","2","1990s",65,201,100
"CE92_2","Good","CE92","2","1990s",69,201,100
"CE93_2","Good","CE93","2","1990s",79,201,100
"CE94_2","Good","CE94","2","1990s",67,201,100
"CE95_2","Good","CE95","2","1990s",57,201,100
"CE96_2","Good","CE96","2","1990s",56,201,100
"CE99_2","Good","CE99","2","1990s",82,201,100
"CF02_2","Good","CF02","2","1990s",65,201,100
"CF06_2","Good","CF06","2","1990s",57,201,100
"CF07_2","Good","CF07","2","1990s",41,201,100
"CF10_2","Good","CF10","2","1990s",75,201,100
"CF13_2","Good","CF13","2","1990s",78,201,100
"CF14_2","Good","CF14","2","1990s",61,201,100
"CF15_2","Good","CF15","2","1990s",64,201,100
"CF19_2","Good","CF19","2","1990s",61,201,100
"CF21_2","Good","CF21","2","1990s",68,201,100
"CF23_2","Good","CF23","2","1990s",63,201,100
"CF25_2","Good","CF25","2","1990s",56,201,100
"CF29_2","Good","CF29","2","1990s",82,201,100
"CF31_2","Good","CF31","2","1990s",72,201,100
"CF32_2","Good","CF32","2","1990s",88,201,100
"CF33_2","Good","CF33","2","1990s",81,201,100
"CF34_2","Good","CF34","2","1990s",75,201,100
"CF36_2","Good","CF36","2","1990s",67,201,100
"CF38_2","Good","CF38","2","1990s",62,201,100
"CF40_2","Good","CF40","2","1990s",75,201,100
"CF41_2","Good","CF41","2","1990s",69,201,100
"CF42_2","Good","CF42","2","1990s",56,201,100
"CF43_2","Good","CF43","2","1990s",64,201,100
"CF44_2","Good","CF44","2","1990s",75,201,100
"CF49_2","Good","CF49","2","1990s",71,201,100
"CF50_2","Good","CF50","2","1990s",90,201,100
"CF51_2","Good","CF51","2","1990s",84,201,100
"CF52_2","Good","CF52","2","1990s",69,201,100
"CF53_2","Good","CF53","2","1990s",64,201,100
"CF54_2","Good","CF54","2","1990s",86,201,100
"CF55_2","Good","CF55","2","1990s",80,201,100
"CF56_2","Good","CF56","2","1990s",65,201,100
"CF57_2","Good","CF57","2","1990s",55,201,100
"CF58_2","Good","CF58","2","1990s",52,201,100
"CF59_2","Good","CF59","2","1990s",60,201,100
"CF60_2","Good","CF60","2","1990s",78,201,92.0834828807869
"CF61_2","Good","CF61","2","1990s",80,201,100
"CF62_2","Good","CF62","2","1990s",73,201,100
"CF63_2","Good","CF63","2","1990s",72,201,100
"CF64_2","Good","CF64","2","1990s",87,201,99.6167626252403
"CF65_2","Good","CF65","2","1990s",69,201,100
"CF66_2","Good","CF66","2","1990s",64,201,100
"CF67_2","Good","CF67","2","1990s",47,201,100
"CF68_2","Good","CF68","2","1990s",62,201,100
"CF69_2","Good","CF69","2","1990s",73,201,100
"CF70_2","Good","CF70","2","1990s",79,201,60.3246843376533
"CF71_2","Good","CF71","2","1990s",53,201,100
"CF72_2","Good","CF72","2","1990s",62,201,100
"CF73_2","Good","CF73","2","1990s",69,201,100
"CF74_2","Good","CF74","2","1990s",59,201,67.5069887580373
"CF75_2","Good","CF75","2","1990s",55,201,100
"CF77_2","Good","CF77","2","1990s",51,201,100
"CF78_2","Good","CF78","2","1990s",74,201,100
"CF79_2","Good","CF79","2","1990s",56,201,100
"CF81_2","Good","CF81","2","1990s",63,201,100
"CF82_2","Good","CF82","2","1990s",93,201,100
"CF83_2","Good","CF83","2","1990s",72,201,97.0087623131466
"CF84_2","Good","CF84","2","1990s",51,201,45.778468813505
"CF86_2","Good","CF86","2","1990s",57,201,100
"CF87_2","Good","CF87","2","1990s",66,201,100
"CF89_2","Good","CF89","2","1990s",66,201,100
"CF90_2","Good","CF90","2","1990s",53,201,69.9975665197082
"CF91_2","Good","CF91","2","1990s",60,201,57.4774977957222
"CF92_2","Good","CF92","2","1990s",58,201,96.1572828099174
"CF93_2","Good","CF93","2","1990s",75,201,29.5881898936259
"CF95_2","Good","CF95","2","1990s",64,201,100
"CF98_2","Good","CF98","2","1990s",68,201,100
"CG05_2","Good","CG05","2","1990s",78,201,100
"CG07_2","Good","CG07","2","1990s",74,201,100
"CG09_2","Good","CG09","2","1990s",74,201,100
"CG13_2","Good","CG13","2","1990s",55,201,100
"CG17_2","Good","CG17","2","1990s",67,201,100
"CG29_2","Good","CG29","2","1990s",47,201,100
"CG39_2","Good","CG39","2","1990s",82,201,100
"CG40_2","Good","CG40","2","1990s",87,201,100
"CG42_2","Good","CG42","2","1990s",65,201,100
"CG43_2","Good","CG43","2","1990s",70,201,100
"CG44_2","Good","CG44","2","1990s",94,201,100
"CG47_2","Good","CG47","2","1990s",75,201,100
"CG48_2","Good","CG48","2","1990s",76,201,100
"CG49_2","Good","CG49","2","1990s",67,201,100
"CG50_2","Good","CG50","2","1990s",74,201,99.1584277425785
"CG51_2","Good","CG51","2","1990s",90,201,98.1631917676952
"CG52_2","Good","CG52","2","1990s",82,201,100
"CG53_2","Good","CG53","2","1990s",76,201,100
"CG54_2","Good","CG54","2","1990s",95,201,100
"CG56_2","Good","CG56","2","1990s",64,201,100
"CG57_2","Good","CG57","2","1990s",72,201,100
"CG58_2","Good","CG58","2","1990s",82,201,100
"CG59_2","Good","CG59","2","1990s",80,201,100
"CG61_2","Good","CG61","2","1990s",70,201,52.1409196559562
"CG63_2","Good","CG63","2","1990s",62,201,100
"CG65_2","Good","CG65","2","1990s",54,201,100
"CG66_2","Good","CG66","2","1990s",68,201,100
"CG68_2","Good","CG68","2","1990s",75,201,100
"CG69_2","Good","CG69","2","1990s",71,201,91.1674889131165
"CG73_2","Good","CG73","2","1990s",66,201,78.9572195756507
"CG75_2","Good","CG75","2","1990s",57,201,94.8473016073833
"CG76_2","Good","CG76","2","1990s",50,201,98.7802803394241
"CG78_2","Good","CG78","2","1990s",72,201,74.9055871154747
"CG79_2","Good","CG79","2","1990s",73,201,95.1023000414998
"CG80_2","Good","CG80","2","1990s",56,201,39.7331943091669
"CG83_2","Good","CG83","2","1990s",63,201,68.6251113675168
"CG84_2","Good","CG84","2","1990s",75,201,97.1407759693279
"CG85_2","Good","CG85","2","1990s",68,201,36.0798460262285
"CG89_2","Good","CG89","2","1990s",74,201,62.2756970943883
"CG90_2","Good","CG90","2","1990s",68,201,84.3733515730968
"CH06_2","Good","CH06","2","1990s",60,201,100
"CH07_2","Good","CH07","2","1990s",58,201,100
"CH08_2","Good","CH08","2","1990s",63,201,100
"CH25_2","Good","CH25","2","1990s",18,201,100
"CH34_2","Good","CH34","2","1990s",77,201,100
"CH35_2","Good","CH35","2","1990s",83,201,100
"CH45_2","Good","CH45","2","1990s",81,201,100
"CH46_2","Good","CH46","2","1990s",68,201,100
"CH48_2","Good","CH48","2","1990s",76,201,100
"CH49_2","Good","CH49","2","1990s",79,201,100
"CH55_2","Good","CH55","2","1990s",61,201,78.6857584092008
"CH56_2","Good","CH56","2","1990s",84,201,100
"CH57_2","Good","CH57","2","1990s",94,201,100
"CH58_2","Good","CH58","2","1990s",85,201,100
"CH59_2","Good","CH59","2","1990s",81,201,72.5486638212771
"CH66_2","Good","CH66","2","1990s",50,201,86.6698695097351
"CH69_2","Good","CH69","2","1990s",65,201,48.7071127795992
"CH76_2","Good","CH76","2","1990s",33,201,38.0357494214593
"CH77_2","Good","CH77","2","1990s",77,201,90.3801940405882
"CH79_2","Good","CH79","2","1990s",82,201,78.2169697507795
"CH86_2","Good","CH86","2","1990s",51,201,79.2983993075616
"CH87_2","Good","CH87","2","1990s",58,201,77.0862822775507
"CH88_2","Good","CH88","2","1990s",60,201,94.6629726327992
"CH89_2","Good","CH89","2","1990s",78,201,39.8265218096369
"CH95_2","Good","CH95","2","1990s",37,201,35.9861429734359
"CH96_2","Good","CH96","2","1990s",47,201,45.0894004803143
"CH97_2","Good","CH97","2","1990s",79,201,88.9759729646184
"CH99_2","Good","CH99","2","1990s",67,201,68.4978793406965
"DB04_2","Good","DB04","2","1990s",68,201,94.1558906317004
"DB05_2","Good","DB05","2","1990s",71,201,36.1091269017987
"DB10_2","Good","DB10","2","1990s",60,201,100
"DB13_2","Good","DB13","2","1990s",75,201,100
"DB14_2","Good","DB14","2","1990s",53,201,100
"DB15_2","Good","DB15","2","1990s",63,201,100
"DB16_2","Good","DB16","2","1990s",48,201,68.4738489270936
"DB20_2","Good","DB20","2","1990s",65,201,100
"DB22_2","Good","DB22","2","1990s",67,201,100
"DB24_2","Good","DB24","2","1990s",63,201,100
"DB34_2","Good","DB34","2","1990s",74,201,100
"DB35_2","Good","DB35","2","1990s",62,201,100
"DB36_2","Good","DB36","2","1990s",67,201,77.990969859642
"DB40_2","Good","DB40","2","1990s",72,201,100
"DB42_2","Good","DB42","2","1990s",66,201,100
"DB45_2","Good","DB45","2","1990s",54,201,100
"DB46_2","Good","DB46","2","1990s",70,201,98.3565130306207
"DB50_2","Good","DB50","2","1990s",72,201,100
"DB52_2","Good","DB52","2","1990s",59,201,100
"DB54_2","Good","DB54","2","1990s",70,201,100
"DB55_2","Good","DB55","2","1990s",79,201,100
"DB61_2","Good","DB61","2","1990s",56,201,100
"DB62_2","Good","DB62","2","1990s",47,201,100
"DB63_2","Good","DB63","2","1990s",72,201,100
"DB64_2","Good","DB64","2","1990s",79,201,100
"DB65_2","Good","DB65","2","1990s",62,201,100
"DB66_2","Good","DB66","2","1990s",54,201,100
"DB67_2","Good","DB67","2","1990s",61,201,99.9901538000623
"DB68_2","Good","DB68","2","1990s",68,201,44.8797192716513
"DB72_2","Good","DB72","2","1990s",66,201,100
"DB73_2","Good","DB73","2","1990s",77,201,100
"DB74_2","Good","DB74","2","1990s",57,201,97.711342876688
"DB77_2","Good","DB77","2","1990s",55,201,27.4027237160416
"DB78_2","Good","DB78","2","1990s",69,201,80.5128080431074
"DB79_2","Good","DB79","2","1990s",64,201,37.3209101112595
"DB82_2","Good","DB82","2","1990s",46,201,27.7590016723747
"DB83_2","Good","DB83","2","1990s",79,201,51.5230378670245
"DB89_2","Good","DB89","2","1990s",65,201,62.4383355345561
"DC00_2","Good","DC00","2","1990s",93,201,100
"DC01_2","Good","DC01","2","1990s",73,201,100
"DC04_2","Good","DC04","2","1990s",72,201,82.2589356993454
"DC05_2","Good","DC05","2","1990s",75,201,82.9010442964039
"DC06_2","Good","DC06","2","1990s",83,201,100
"DC07_2","Good","DC07","2","1990s",79,201,100
"DC09_2","Good","DC09","2","1990s",58,201,100
"DC10_2","Good","DC10","2","1990s",60,201,100
"DC11_2","Good","DC11","2","1990s",68,201,100
"DC12_2","Good","DC12","2","1990s",48,201,100
"DC13_2","Good","DC13","2","1990s",76,201,100
"DC14_2","Good","DC14","2","1990s",77,201,90.5545483362247
"DC15_2","Good","DC15","2","1990s",76,201,89.0966632096471
"DC16_2","Good","DC16","2","1990s",62,201,100
"DC17_2","Good","DC17","2","1990s",65,201,100
"DC18_2","Good","DC18","2","1990s",63,201,100
"DC19_2","Good","DC19","2","1990s",60,201,100
"DC23_2","Good","DC23","2","1990s",68,201,100
"DC24_2","Good","DC24","2","1990s",50,201,90.8639079856862
"DC25_2","Good","DC25","2","1990s",63,201,81.8775625643873
"DC26_2","Good","DC26","2","1990s",71,201,100
"DC27_2","Good","DC27","2","1990s",63,201,100
"DC29_2","Good","DC29","2","1990s",68,201,100
"DC32_2","Good","DC32","2","1990s",51,201,100
"DC33_2","Good","DC33","2","1990s",57,201,95.0168834549084
"DC34_2","Good","DC34","2","1990s",52,201,63.9247700361007
"DC35_2","Good","DC35","2","1990s",68,201,100
"DC36_2","Good","DC36","2","1990s",71,201,100
"DC37_2","Good","DC37","2","1990s",81,201,100
"DC38_2","Good","DC38","2","1990s",65,201,100
"DC39_2","Good","DC39","2","1990s",69,201,100
"DC40_2","Good","DC40","2","1990s",96,201,100
"DC41_2","Good","DC41","2","1990s",71,201,100
"DC42_2","Good","DC42","2","1990s",70,201,100
"DC46_2","Good","DC46","2","1990s",74,201,100
"DC47_2","Good","DC47","2","1990s",65,201,100
"DC48_2","Good","DC48","2","1990s",54,201,100
"DC49_2","Good","DC49","2","1990s",68,201,100
"DC50_2","Good","DC50","2","1990s",69,201,47.4609311833177
"DC52_2","Good","DC52","2","1990s",74,201,61.1517312465458
"DC53_2","Good","DC53","2","1990s",68,201,76.0361843233583
"DC54_2","Good","DC54","2","1990s",70,201,100
"DC56_2","Good","DC56","2","1990s",75,201,100
"DC57_2","Good","DC57","2","1990s",88,201,100
"DC58_2","Good","DC58","2","1990s",77,201,100
"DC64_2","Good","DC64","2","1990s",80,201,61.403464962986
"DC65_2","Good","DC65","2","1990s",75,201,82.4112272969602
"DC66_2","Good","DC66","2","1990s",87,201,98.9509253437004
"DC67_2","Good","DC67","2","1990s",51,201,100
"DC77_2","Good","DC77","2","1990s",74,201,49.0581521751291
"DC78_2","Good","DC78","2","1990s",82,201,98.112587208334
"DC88_2","Good","DC88","2","1990s",80,201,37.3202830246272
"DC89_2","Good","DC89","2","1990s",68,201,68.9797278353176
"DD00_2","Good","DD00","2","1990s",57,201,100
"DD01_2","Good","DD01","2","1990s",89,201,100
"DD02_2","Good","DD02","2","1990s",65,201,100
"DD03_2","Good","DD03","2","1990s",81,201,100
"DD04_2","Good","DD04","2","1990s",54,201,100
"DD05_2","Good","DD05","2","1990s",73,201,83.8944270075288
"DD06_2","Good","DD06","2","1990s",69,201,100
"DD07_2","Good","DD07","2","1990s",62,201,100
"DD08_2","Good","DD08","2","1990s",83,201,100
"DD09_2","Good","DD09","2","1990s",70,201,100
"DD10_2","Good","DD10","2","1990s",65,201,100
"DD11_2","Good","DD11","2","1990s",73,201,100
"DD12_2","Good","DD12","2","1990s",69,201,100
"DD13_2","Good","DD13","2","1990s",54,201,100
"DD14_2","Good","DD14","2","1990s",67,201,100
"DD15_2","Good","DD15","2","1990s",62,201,83.492073022334
"DD16_2","Good","DD16","2","1990s",59,201,92.6023664013214
"DD17_2","Good","DD17","2","1990s",62,201,100
"DD18_2","Good","DD18","2","1990s",97,201,100
"DD19_2","Good","DD19","2","1990s",74,201,100
"DD21_2","Good","DD21","2","1990s",81,201,100
"DD22_2","Good","DD22","2","1990s",51,201,100
"DD24_2","Good","DD24","2","1990s",73,201,100
"DD25_2","Good","DD25","2","1990s",67,201,98.9670781947873
"DD26_2","Good","DD26","2","1990s",69,201,64.4448669779563
"DD28_2","Good","DD28","2","1990s",72,201,100
"DD29_2","Good","DD29","2","1990s",65,201,100
"DD30_2","Good","DD30","2","1990s",68,201,100
"DD31_2","Good","DD31","2","1990s",81,201,100
"DD32_2","Good","DD32","2","1990s",60,201,100
"DD35_2","Good","DD35","2","1990s",61,201,100
"DD36_2","Good","DD36","2","1990s",68,201,82.4963764046916
"DD37_2","Good","DD37","2","1990s",76,201,91.4966982892208
"DD38_2","Good","DD38","2","1990s",76,201,100
"DD39_2","Good","DD39","2","1990s",64,201,100
"DD40_2","Good","DD40","2","1990s",75,201,100
"DD41_2","Good","DD41","2","1990s",80,201,99.5017113314282
"DD42_2","Good","DD42","2","1990s",77,201,99.7528346374817
"DD43_2","Good","DD43","2","1990s",75,201,99.5718289426022
"DD45_2","Good","DD45","2","1990s",72,201,100
"DD46_2","Good","DD46","2","1990s",71,201,80.2818931372833
"DD47_2","Good","DD47","2","1990s",89,201,79.4729357814585
"DD48_2","Good","DD48","2","1990s",75,201,100
"DD49_2","Good","DD49","2","1990s",77,201,100
"DD50_2","Good","DD50","2","1990s",63,201,100
"DD51_2","Good","DD51","2","1990s",78,201,92.1588306145469
"DD52_2","Good","DD52","2","1990s",76,201,87.3668468060065
"DD53_2","Good","DD53","2","1990s",72,201,78.4304721993488
"DD54_2","Good","DD54","2","1990s",66,201,72.1975699179903
"DD55_2","Good","DD55","2","1990s",59,201,100
"DD56_2","Good","DD56","2","1990s",59,201,87.3724222412799
"DD57_2","Good","DD57","2","1990s",66,201,73.7605593021301
"DD58_2","Good","DD58","2","1990s",58,201,80.9441013239254
"DD59_2","Good","DD59","2","1990s",74,201,58.6542520003262
"DD60_2","Good","DD60","2","1990s",53,201,100
"DD61_2","Good","DD61","2","1990s",61,201,100
"DD63_2","Good","DD63","2","1990s",66,201,93.5466207994595
"DD64_2","Good","DD64","2","1990s",64,201,45.2918263511844
"DD65_2","Good","DD65","2","1990s",73,201,52.1265526321324
"DD70_2","Good","DD70","2","1990s",78,201,100
"DD71_2","Good","DD71","2","1990s",52,201,100
"DD72_2","Good","DD72","2","1990s",60,201,100
"DD80_2","Good","DD80","2","1990s",76,201,100
"DD81_2","Good","DD81","2","1990s",53,201,100
"DD82_2","Good","DD82","2","1990s",57,201,92.0333906282272
"DD90_2","Good","DD90","2","1990s",79,201,100
"DD91_2","Good","DD91","2","1990s",72,201,100
"DE01_2","Good","DE01","2","1990s",64,201,100
"DE02_2","Good","DE02","2","1990s",81,201,100
"DE03_2","Good","DE03","2","1990s",76,201,100
"DE06_2","Good","DE06","2","1990s",72,201,100
"DE07_2","Good","DE07","2","1990s",75,201,100
"DE08_2","Good","DE08","2","1990s",64,201,100
"DE09_2","Good","DE09","2","1990s",73,201,100
"DE11_2","Good","DE11","2","1990s",90,201,100
"DE12_2","Good","DE12","2","1990s",88,201,100
"DE13_2","Good","DE13","2","1990s",73,201,100
"DE14_2","Good","DE14","2","1990s",78,201,100
"DE15_2","Good","DE15","2","1990s",69,201,100
"DE16_2","Good","DE16","2","1990s",86,201,100
"DE17_2","Good","DE17","2","1990s",75,201,100
"DE18_2","Good","DE18","2","1990s",67,201,100
"DE19_2","Good","DE19","2","1990s",82,201,100
"DE21_2","Good","DE21","2","1990s",61,201,100
"DE22_2","Good","DE22","2","1990s",72,201,100
"DE23_2","Good","DE23","2","1990s",68,201,100
"DE24_2","Good","DE24","2","1990s",76,201,100
"DE25_2","Good","DE25","2","1990s",68,201,100
"DE26_2","Good","DE26","2","1990s",69,201,100
"DE27_2","Good","DE27","2","1990s",72,201,100
"DE28_2","Good","DE28","2","1990s",68,201,100
"DE29_2","Good","DE29","2","1990s",51,201,100
"DE30_2","Good","DE30","2","1990s",63,201,100
"DE31_2","Good","DE31","2","1990s",57,201,100
"DE32_2","Good","DE32","2","1990s",56,201,100
