"","order","family","genus","species","ssp"
"30212","Passeriformes","Thraupidae","Certhidea","Certhidea fusca","Certhidea fusca luteola"
"30213","Passeriformes","Thraupidae","Certhidea","Certhidea fusca","Certhidea fusca bifasciata"
"30214","Passeriformes","Thraupidae","Certhidea","Certhidea fusca","Certhidea fusca cinerascens"
"30215","Passeriformes","Thraupidae","Certhidea","Certhidea fusca","Certhidea fusca ridgwayi"
"30216","Passeriformes","Thraupidae","Platyspiza","Platyspiza crassirostris",NA
"30217","Passeriformes","Thraupidae","Pinaroloxias","Pinaroloxias inornata",NA
"30218","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus heliobates",NA
"30219","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus pauper",NA
"30220","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus pallidus",NA
"30221","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus pallidus","Camarhynchus pallidus pallidus"
"30222","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus pallidus","Camarhynchus pallidus productus"
"30223","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus pallidus","Camarhynchus pallidus striatipecta"
"30224","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus parvulus",NA
"30225","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus parvulus","Camarhynchus parvulus parvulus"
"30226","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus parvulus","Camarhynchus parvulus salvini"
"30227","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus psittacula",NA
"30228","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus psittacula","Camarhynchus psittacula habeli"
"30229","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus psittacula","Camarhynchus psittacula affinis"
"30230","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus psittacula","Camarhynchus psittacula psittacula"
"30231","Passeriformes","Thraupidae","Geospiza","Geospiza fuliginosa",NA
"30232","Passeriformes","Thraupidae","Geospiza","Geospiza difficilis",NA
"30233","Passeriformes","Thraupidae","Geospiza","Geospiza difficilis","Geospiza difficilis difficilis"
"30234","Passeriformes","Thraupidae","Geospiza","Geospiza difficilis","Geospiza difficilis debilirostris"
"30235","Passeriformes","Thraupidae","Geospiza","Geospiza acutirostris",NA
"30236","Passeriformes","Thraupidae","Geospiza","Geospiza septentrionalis",NA
"30237","Passeriformes","Thraupidae","Geospiza","Geospiza conirostris",NA
"30238","Passeriformes","Thraupidae","Geospiza","Geospiza propinqua",NA
"30239","Passeriformes","Thraupidae","Geospiza","Geospiza magnirostris",NA
"30240","Passeriformes","Thraupidae","Geospiza","Geospiza magnirostris","Geospiza magnirostris darwini"
"30241","Passeriformes","Thraupidae","Geospiza","Geospiza magnirostris","Geospiza magnirostris magnirostris"
"30242","Passeriformes","Thraupidae","Geospiza","Geospiza scandens",NA
"30243","Passeriformes","Thraupidae","Geospiza","Geospiza scandens","Geospiza scandens scandens"
"30244","Passeriformes","Thraupidae","Geospiza","Geospiza scandens","Geospiza scandens intermedia"
"30245","Passeriformes","Thraupidae","Geospiza","Geospiza scandens","Geospiza scandens abingdoni"
"30246","Passeriformes","Thraupidae","Geospiza","Geospiza scandens","Geospiza scandens rothschildi"
"30247","Passeriformes","Thraupidae","Geospiza","Geospiza fortis",NA
"30248","Passeriformes","Thraupidae","Volatinia","Volatinia jacarina",NA
"30249","Passeriformes","Thraupidae","Volatinia","Volatinia jacarina","Volatinia jacarina splendens"
"30250","Passeriformes","Thraupidae","Volatinia","Volatinia jacarina","Volatinia jacarina jacarina"
"30251","Passeriformes","Thraupidae","Volatinia","Volatinia jacarina","Volatinia jacarina peruviensis"
"30252","Passeriformes","Thraupidae","Conothraupis","Conothraupis speculigera",NA
"30253","Passeriformes","Thraupidae","Conothraupis","Conothraupis mesoleuca",NA
"30254","Passeriformes","Thraupidae","Creurgops","Creurgops verticalis",NA
"30255","Passeriformes","Thraupidae","Creurgops","Creurgops dentatus",NA
"30256","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata",NA
"30257","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata pallida"
"30258","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata spodocephalus"
"30259","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata stictothorax"
"30260","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata cristata"
"30261","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata affinis"
"30262","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata penicillata"
"30263","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata albicollis"
"30264","Passeriformes","Thraupidae","Trichothraupis","Trichothraupis melanops",NA
"30265","Passeriformes","Thraupidae","Trichothraupis","Trichothraupis melanops","Trichothraupis melanops griseonota"
"30266","Passeriformes","Thraupidae","Trichothraupis","Trichothraupis melanops","Trichothraupis melanops melanops"
"30267","Passeriformes","Thraupidae","Heliothraupis","Heliothraupis oneilli",NA
"30268","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus",NA
"30269","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus cristatus"
"30270","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus intercedens"
"30271","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus orinocensis"
"30272","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus cristatellus"
"30273","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus fallax"
"30274","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus huarandosae"
"30275","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus madeirae"
"30276","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus pallidigula"
"30277","Passeriformes","Thraupidae","Loriotus","Loriotus cristatus","Loriotus cristatus brunneus"
"30278","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus",NA
"30279","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus axillaris"
"30280","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus nitidissimus"
"30281","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus panamensis"
"30282","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus luctuosus"
"30283","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus flaviventris"
"30284","Passeriformes","Thraupidae","Loriotus","Loriotus rufiventer",NA
"30285","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus pileatus",NA
"30286","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus pileatus","Coryphospingus pileatus rostratus"
"30287","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus pileatus","Coryphospingus pileatus brevicaudus"
"30288","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus pileatus","Coryphospingus pileatus pileatus"
"30289","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus cucullatus",NA
"30290","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus cucullatus","Coryphospingus cucullatus cucullatus"
"30291","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus cucullatus","Coryphospingus cucullatus rubescens"
"30292","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus cucullatus","Coryphospingus cucullatus fargoi"
"30293","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus surinamus",NA
"30294","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus surinamus","Tachyphonus surinamus surinamus"
"30295","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus surinamus","Tachyphonus surinamus brevipes"
"30296","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus surinamus","Tachyphonus surinamus napensis"
"30297","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus surinamus","Tachyphonus surinamus insignis"
"30298","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus delatrii",NA
"30299","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus rufus",NA
"30300","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus phoenicius",NA
"30301","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus coronatus",NA
"30302","Passeriformes","Thraupidae","Rhodospingus","Rhodospingus cruentus",NA
"30303","Passeriformes","Thraupidae","Lanio","Lanio versicolor",NA
"30304","Passeriformes","Thraupidae","Lanio","Lanio versicolor","Lanio versicolor versicolor"
"30305","Passeriformes","Thraupidae","Lanio","Lanio versicolor","Lanio versicolor parvus"
"30306","Passeriformes","Thraupidae","Lanio","Lanio fulvus",NA
"30307","Passeriformes","Thraupidae","Lanio","Lanio fulvus","Lanio fulvus peruvianus"
"30308","Passeriformes","Thraupidae","Lanio","Lanio fulvus","Lanio fulvus fulvus"
"30309","Passeriformes","Thraupidae","Lanio","Lanio aurantius",NA
"30310","Passeriformes","Thraupidae","Lanio","Lanio leucothorax",NA
"30311","Passeriformes","Thraupidae","Lanio","Lanio leucothorax","Lanio leucothorax leucothorax"
"30312","Passeriformes","Thraupidae","Lanio","Lanio leucothorax","Lanio leucothorax reversus"
"30313","Passeriformes","Thraupidae","Lanio","Lanio leucothorax","Lanio leucothorax melanopygius"
"30314","Passeriformes","Thraupidae","Lanio","Lanio leucothorax","Lanio leucothorax ictus"
"30315","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus sanguinolentus",NA
"30316","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus sanguinolentus","Ramphocelus sanguinolentus sanguinolentus"
"30317","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus sanguinolentus","Ramphocelus sanguinolentus apricus"
"30318","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus flammigerus",NA
"30319","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus icteronotus",NA
"30320","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus passerinii",NA
"30321","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus passerinii","Ramphocelus passerinii passerinii"
"30322","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus passerinii","Ramphocelus passerinii costaricensis"
"30323","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus bresilia",NA
"30324","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus bresilia","Ramphocelus bresilia bresilia"
"30325","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus bresilia","Ramphocelus bresilia dorsalis"
"30326","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus dimidiatus",NA
"30327","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus dimidiatus","Ramphocelus dimidiatus arestus"
"30328","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus dimidiatus","Ramphocelus dimidiatus limatus"
"30329","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus dimidiatus","Ramphocelus dimidiatus dimidiatus"
"30330","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus dimidiatus","Ramphocelus dimidiatus molochinus"
"30331","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus nigrogularis",NA
"30332","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus melanogaster",NA
"30333","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus melanogaster","Ramphocelus melanogaster melanogaster"
"30334","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus melanogaster","Ramphocelus melanogaster transitus"
"30335","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo",NA
"30336","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo unicolor"
"30337","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo capitalis"
"30338","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo magnirostris"
"30339","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo carbo"
"30340","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo venezuelensis"
"30341","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo connectens"
"30342","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo atrosericeus"
"30343","Passeriformes","Thraupidae","Ramphocelus","Ramphocelus carbo","Ramphocelus carbo centralis"
"30344","Passeriformes","Thraupidae","Sporophila","Sporophila bouvronides",NA
"30345","Passeriformes","Thraupidae","Sporophila","Sporophila lineola",NA
"30346","Passeriformes","Thraupidae","Sporophila","Sporophila torqueola",NA
"30347","Passeriformes","Thraupidae","Sporophila","Sporophila torqueola","Sporophila torqueola atriceps"
"30348","Passeriformes","Thraupidae","Sporophila","Sporophila torqueola","Sporophila torqueola torqueola"
"30349","Passeriformes","Thraupidae","Sporophila","Sporophila morelleti",NA
"30350","Passeriformes","Thraupidae","Sporophila","Sporophila morelleti","Sporophila morelleti sharpei"
"30351","Passeriformes","Thraupidae","Sporophila","Sporophila morelleti","Sporophila morelleti morelleti"
"30352","Passeriformes","Thraupidae","Sporophila","Sporophila morelleti","Sporophila morelleti mutanda"
"30353","Passeriformes","Thraupidae","Sporophila","Sporophila corvina",NA
"30354","Passeriformes","Thraupidae","Sporophila","Sporophila corvina","Sporophila corvina corvina"
"30355","Passeriformes","Thraupidae","Sporophila","Sporophila corvina","Sporophila corvina hoffmanni"
"30356","Passeriformes","Thraupidae","Sporophila","Sporophila corvina","Sporophila corvina hicksii"
"30357","Passeriformes","Thraupidae","Sporophila","Sporophila corvina","Sporophila corvina ophthalmica"
"30358","Passeriformes","Thraupidae","Sporophila","Sporophila intermedia",NA
"30359","Passeriformes","Thraupidae","Sporophila","Sporophila intermedia","Sporophila intermedia intermedia"
"30360","Passeriformes","Thraupidae","Sporophila","Sporophila intermedia","Sporophila intermedia bogotensis"
"30361","Passeriformes","Thraupidae","Sporophila","Sporophila intermedia","Sporophila intermedia insularis"
"30362","Passeriformes","Thraupidae","Sporophila","Sporophila americana",NA
"30363","Passeriformes","Thraupidae","Sporophila","Sporophila americana","Sporophila americana americana"
"30364","Passeriformes","Thraupidae","Sporophila","Sporophila americana","Sporophila americana dispar"
"30365","Passeriformes","Thraupidae","Sporophila","Sporophila americana","Sporophila americana murallae"
"30366","Passeriformes","Thraupidae","Sporophila","Sporophila fringilloides",NA
"30367","Passeriformes","Thraupidae","Sporophila","Sporophila luctuosa",NA
"30368","Passeriformes","Thraupidae","Sporophila","Sporophila caerulescens",NA
"30369","Passeriformes","Thraupidae","Sporophila","Sporophila caerulescens","Sporophila caerulescens caerulescens"
"30370","Passeriformes","Thraupidae","Sporophila","Sporophila caerulescens","Sporophila caerulescens hellmayri"
"30371","Passeriformes","Thraupidae","Sporophila","Sporophila caerulescens","Sporophila caerulescens yungae"
"30372","Passeriformes","Thraupidae","Sporophila","Sporophila nigricollis",NA
"30373","Passeriformes","Thraupidae","Sporophila","Sporophila nigricollis","Sporophila nigricollis nigricollis"
"30374","Passeriformes","Thraupidae","Sporophila","Sporophila nigricollis","Sporophila nigricollis olivacea"
"30375","Passeriformes","Thraupidae","Sporophila","Sporophila nigricollis","Sporophila nigricollis inconspicua"
"30376","Passeriformes","Thraupidae","Sporophila","Sporophila ardesiaca",NA
"30377","Passeriformes","Thraupidae","Sporophila","Sporophila funerea",NA
"30378","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea funerea"
"30379","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea salvini"
"30380","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea ochrogyne"
"30381","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea fractor"
"30382","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea aethiops"
"30383","Passeriformes","Thraupidae","Sporophila","Sporophila angolensis",NA
