bioregion,species,expected_occurrence_sum,expected_occurrence_share,n_sites,mean_predicted_probability,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,species_thermal_index,species_label
Cluster 2,Columba_palumbus,463.48340738032385,0.021073107604297835,496,0.9344423535893626,9,medium,sedentary and short-distance,Columbids,12.2214205187,Columba palumbus
Cluster 2,Phylloscopus_trochilus,462.03509438566726,0.02100725744635236,496,0.9315223677130389,10,very cold,long-distance,Foliage gleaners,10.4596695622,Phylloscopus trochilus
Cluster 2,Emberiza_calandra,458.87955509069667,0.020863785170854177,496,0.9251603933280175,11,very warm,sedentary,Buntings,14.2313581317,Emberiza calandra
Cluster 2,Turdus_philomelos,441.9072612010931,0.020092109271065396,496,0.8909420588731716,12,cold,short-distance,Thrushes,11.3956704897,Turdus philomelos
Cluster 2,Curruca_communis,440.13228892568975,0.020011406960780687,496,0.8873634857372777,13,warm,long-distance,Foliage gleaners,12.6535890847,Curruca communis
Cluster 2,Pica_pica,437.1540930802434,0.019875997924516605,496,0.881359058629523,14,medium,sedentary,Omnivorous corvids,12.155826028,Pica pica
Cluster 2,Vanellus_vanellus,432.85629195508665,0.01968059065830139,496,0.8726941370062231,15,cold,short-distance,Plovers,11.532605723,Vanellus vanellus
Cluster 2,Troglodytes_troglodytes,432.5589141799739,0.01966706984233627,496,0.8720945850402699,16,medium,sedentary,Low flycatching feeders,12.2368253494,Troglodytes troglodytes
Cluster 2,Linaria_cannabina,422.9204584016192,0.019228840096627453,496,0.8526622145193936,17,very warm,short-distance,Passerine seedeaters,13.1603552715,Linaria cannabina
Cluster 2,Curruca_curruca,409.54664244914613,0.018620775475200177,496,0.8256988759055366,18,cold,long-distance,Foliage gleaners,11.6399285102,Curruca curruca
Cluster 2,Erithacus_rubecula,397.6470269516211,0.01807973803171011,496,0.8017077156282684,19,medium,sedentary,Low flycatching feeders,11.998445823500001,Erithacus rubecula
Cluster 2,Sylvia_borin,397.50308157508596,0.018073193295996676,496,0.8014175031755765,20,cold,long-distance,Foliage gleaners,11.3163422901,Sylvia borin
Cluster 2,Hippolais_icterina,393.92083226587795,0.017910319881422814,496,0.7941952263424958,21,cold,long-distance,Foliage gleaners,11.3916568563,Hippolais icterina
Cluster 2,Cyanistes_caeruleus,392.6763034160674,0.017853735136529908,496,0.79168609559691006,22,warm,sedentary,Tit-like birds,12.7367473555,Cyanistes caeruleus
Cluster 2,Passer_montanus,391.5367618400186,0.017801923827064966,496,0.7893886327419729,23,very warm,sedentary,Passerine seedeaters,13.070887931,Passer montanus
Cluster 2,Regulus_regulus,391.19879968671347,0.017786557769274392,496,0.78870725743289,24,very cold,short-distance,Tit-like birds,10.8075146552,Regulus regulus
Cluster 2,Periparus_ater,388.19500120960663,0.017649984663265103,496,0.7826512121161424,25,medium,sedentary,Tit-like birds,11.9045668053,Periparus ater
Cluster 2,Prunella_modularis,382.7626941206232,0.017402995040761097,496,0.7716989800819016,26,very cold,sedentary and short-distance,Low flycatching feeders,10.9083374064,Prunella modularis
Cluster 2,Cuculus_canorus,378.90255763091557,0.017227486985198416,496,0.7639164468365233,27,medium,long-distance,Cuckoos,12.1394391784,Cuculus canorus
Cluster 2,Corvus_cornix,378.3820378203915,0.01720382061483288,496,0.7628670117346602,28,medium,sedentary,Omnivorous corvids,12.1293990446,Corvus cornix
Cluster 2,Motacilla_alba,374.42469538607884,0.017023892915982396,496,0.7548884987622557,29,medium,short-distance,Open-land insectivores,11.9859302219,Motacilla alba
Cluster 2,Chloris_chloris,356.0486867220473,0.016188394596628568,496,0.717840094197676,30,warm,sedentary and short-distance,Passerine seedeaters,12.6006224966,Chloris chloris
Cluster 2,Anthus_trivialis,350.677032839704,0.015944162681368702,496,0.7070101468542419,31,cold,long-distance,Low flycatching feeders,11.2439352645,Anthus trivialis
Cluster 2,Sylvia_atricapilla,345.166071113635,0.01569359688417432,496,0.6958993369226512,32,warm,short-distance,Foliage gleaners,12.6192368528,Sylvia atricapilla
Cluster 2,Emberiza_schoeniclus,330.66721391243505,0.015034380236771195,496,0.6666677699847481,33,cold,sedentary and short-distance,Buntings,11.2704483494,Emberiza schoeniclus
Cluster 2,Perdix_perdix,319.6925273269271,0.014535396351572308,496,0.6445413857397724,34,warm,sedentary,Gallinaceous birds,12.8463889005,Perdix perdix
Cluster 2,Saxicola_rubetra,315.1778951185059,0.014330130469758718,496,0.635439304674407,35,cold,long-distance,Low flycatching feeders,11.2990488425,Saxicola rubetra
Cluster 2,Delichon_urbicum,312.05414119749014,0.014188103373515991,496,0.6291414137046172,36,warm,long-distance,Aerial insectivores,12.3470551373,Delichon urbicum
Cluster 2,Streptopelia_decaocto,307.71753245379034,0.013990931649051784,496,0.6203982509148999,37,warm,sedentary,Columbids,12.9162282666,Streptopelia decaocto
Cluster 2,Lophophanes_cristatus,297.51230440827754,0.01352693258176043,496,0.5998231943715273,38,cold,sedentary,Tit-like birds,11.7118025203,Lophophanes cristatus
Cluster 2,Coloeus_monedula,291.5280625671093,0.013254848252006637,496,0.5877581906594946,39,warm,sedentary and short-distance,Omnivorous corvids,12.9581704982,Coloeus monedula
Cluster 2,Gallinula_chloropus,263.61079283649104,0.011985539319510642,496,0.5314733726542158,40,very warm,sedentary and short-distance,Rails,13.3437206998,Gallinula chloropus
Cluster 2,Anthus_pratensis,241.73306593630988,0.010990829075813294,496,0.48736505229094734,41,very cold,short-distance,Open-land insectivores,9.9487726902,Anthus pratensis
Cluster 2,Anas_platyrhynchos,241.53840783631716,0.010981978594821149,496,0.48697259644418783,42,cold,sedentary and short-distance,Dabbling ducks,11.8110548425,Anas platyrhynchos
Cluster 2,Dendrocopos_major,238.16800144641365,0.010828736999990185,496,0.48017742227099525,43,medium,sedentary,Woodpeckers,12.1154284266,Dendrocopos major
Cluster 2,Garrulus_glandarius,235.48365922025292,0.010706688547601408,496,0.47476544197631637,44,warm,sedentary,Omnivorous corvids,12.466780849,Garrulus glandarius
Cluster 2,Phylloscopus_collybita,225.79900495052414,0.010266358304303294,496,0.45523992933573415,45,medium,short-distance,Foliage gleaners,11.9465889491,Phylloscopus collybita
Cluster 2,Riparia_riparia,196.41234438577692,0.008930240871940205,496,0.39599262981003414,46,medium,long-distance,Aerial insectivores,11.9550761988,Riparia riparia
Cluster 2,Fulica_atra,193.09662296391647,0.008779485627639938,496,0.3893077075885413,47,warm,sedentary and short-distance,Rails,12.9624637063,Fulica atra
Cluster 2,Gallinago_gallinago,190.31713465542268,0.008653111187310268,496,0.38370390051496506,48,very cold,short-distance,Scolopacids,10.2670472691,Gallinago gallinago
Cluster 2,Buteo_buteo,184.02421988511384,0.008366992487076895,496,0.37101657234901986,49,warm,sedentary and short-distance,Diurnal raptors,12.6973693303,Buteo buteo
Cluster 2,Acrocephalus_schoenobaenus,178.40738082191186,0.008111612786120843,496,0.3596923000441771,50,cold,long-distance,Marsh warblers,11.3913898283,Acrocephalus schoenobaenus
Cluster 2,Carduelis_carduelis,174.84067518886488,0.007949446092769557,496,0.35250136126787274,51,very warm,sedentary and short-distance,Passerine seedeaters,13.4542440183,Carduelis carduelis
Cluster 2,Falco_tinnunculus,174.09190572824505,0.00791540194110588,496,0.3509917454198489,52,warm,sedentary and short-distance,Diurnal raptors,12.4263636442,Falco tinnunculus
Cluster 2,Accipiter_nisus,154.65339207864892,0.007031594919575508,496,0.31180119370695347,53,medium,sedentary and short-distance,Diurnal raptors,11.9162821341,Accipiter nisus
Cluster 2,Poecile_palustris,153.25183603560566,0.006967870650619601,496,0.3089754758782372,54,medium,sedentary,Tit-like birds,12.3251392514,Poecile palustris
Cluster 2,Muscicapa_striata,142.56878186622933,0.0064821463582954144,496,0.28743706021417204,55,medium,long-distance,Flycatchers,12.1492223917,Muscicapa striata
Cluster 2,Turdus_viscivorus,141.12506335036323,0.006416505096600369,496,0.2845263373999259,56,medium,short-distance,Thrushes,11.9147042629,Turdus viscivorus
Cluster 2,Picus_viridis,133.28051298682968,0.006059838490448431,496,0.26871071166699534,57,warm,sedentary,Woodpeckers,12.9413688865,Picus viridis
Cluster 2,Asio_otus,132.0025522485978,0.006001733704555352,496,0.26613417792056004,58,medium,sedentary,Owls,12.2940439872,Asio otus
Cluster 2,Phoenicurus_phoenicurus,126.88068178927172,0.005768858642350406,496,0.2558078261880478,59,cold,long-distance,Low flycatching feeders,11.3098485667,Phoenicurus phoenicurus
Cluster 2,Acrocephalus_scirpaceus,125.61982963677258,0.005711531729111154,496,0.2532657855580092,60,very warm,long-distance,Marsh warblers,13.1524057431,Acrocephalus scirpaceus
Cluster 2,Tadorna_tadorna,123.9624129548694,0.005636174295540196,496,0.2499242196670754,61,medium,short-distance,Dabbling ducks,12.0434493446,Tadorna tadorna
Cluster 2,Athene_noctua,115.5557483290158,0.005253950152382277,496,0.23297529905043507,62,very warm,sedentary,Owls,14.2083192272,Athene noctua
Cluster 2,Chroicocephalus_ridibundus,96.77574871451073,0.004400083657091775,496,0.19511239660183613,63,cold,short-distance,Gulls,11.0679667544,Chroicocephalus ridibundus
Cluster 2,Acrocephalus_palustris,93.979948194992,0.004272967552718217,496,0.18947570200603228,64,medium,long-distance,Marsh warblers,12.248077272,Acrocephalus palustris
Cluster 2,Phylloscopus_sibilatrix,90.38013332378061,0.004109295488241611,496,0.18221801073342866,65,cold,long-distance,Foliage gleaners,11.3755910555,Phylloscopus sibilatrix
Cluster 2,Pyrrhula_pyrrhula,82.07369840836363,0.0037316284693292316,496,0.1654711661458944,66,very cold,short-distance,Passerine seedeaters,10.756294956,Pyrrhula pyrrhula
Cluster 2,Strix_aluco,76.86549303732586,0.003494828034919937,496,0.15497075209138278,67,warm,sedentary,Owls,12.8738657057,Strix aluco
Cluster 2,Oenanthe_oenanthe,70.45812147241918,0.0032035053504442016,496,0.14205266425890964,68,cold,long-distance,Low flycatching feeders,11.6202368597,Oenanthe oenanthe
Cluster 2,Tringa_totanus,67.83244241013288,0.0030841241244222153,496,0.13675895647204211,69,cold,short-distance,Scolopacids,11.0359375128,Tringa totanus
Cluster 2,Cygnus_olor,67.40075590231109,0.0030644967201056946,496,0.13588862077078848,70,medium,sedentary and short-distance,Grazing waterfowl,12.1899516659,Cygnus olor
Cluster 2,Acanthis_flammea,65.68869555913422,0.002986654814090681,496,0.1324368862079319,71,very cold,short-distance,Passerine seedeaters,8.1923087262,Acanthis flammea
Cluster 2,Lanius_collurio,65.15768965061591,0.0029625116743999392,496,0.13136630977946756,72,warm,long-distance,Shrikes,12.6238867722,Lanius collurio
Cluster 2,Haematopus_ostralegus,63.22444222724703,0.0028746130995433985,496,0.12746863352267546,73,very cold,short-distance,Plovers,10.4739718085,Haematopus ostralegus
Cluster 2,Caprimulgus_europaeus,57.39787506283994,0.002609697732857002,496,0.11572152230411277,74,very warm,long-distance,Nigthjars,13.110333547,Caprimulgus europaeus
Cluster 2,Motacilla_flava,57.14121166521198,0.0025980280693692205,496,0.11520405577663706,75,medium,long-distance,Open-land insectivores,12.136968586,Motacilla flava
Cluster 2,Apus_apus,57.05007625577877,0.002593884433892812,496,0.11502031503181204,76,warm,long-distance,Aerial insectivores,12.4470483242,Apus apus
Cluster 2,Numenius_arquata,55.920215390258676,0.0025425132753618823,496,0.11274236973842475,77,very cold,short-distance,Scolopacids,10.0493203009,Numenius arquata
Cluster 2,Sitta_europaea,55.23694606232072,0.002511447205161579,496,0.11136481060951758,78,warm,sedentary,Tit-like birds,12.7946675987,Sitta europaea
Cluster 2,Luscinia_luscinia,54.781943170068665,0.0024907596794464973,496,0.11044746606868683,79,cold,long-distance,Low flycatching feeders,11.8425102806,Luscinia luscinia
Cluster 2,Lullula_arborea,53.4269663504951,0.002429153218750111,496,0.10771565796470786,80,very warm,short-distance,Open-land insectivores,13.4719748078,Lullula arborea
Cluster 2,Tachybaptus_ruficollis,52.99707062827298,0.002409607235725135,496,0.1068489327182923,81,very warm,sedentary and short-distance,Aquatic pursuers,13.4633891991,Tachybaptus ruficollis
Cluster 2,Loxia_curvirostra,51.96261787700728,0.002362573978888184,496,0.1047633424939663,82,very cold,sedentary and short-distance,Passerine seedeaters,10.4943181045,Loxia curvirostra
Cluster 2,Charadrius_hiaticula,47.186694688147966,0.0021454280322025284,496,0.09513446509707252,83,very cold,short-distance,Plovers,8.2214626932,Charadrius hiaticula
Cluster 2,Ficedula_hypoleuca,44.613692442732024,0.002028441852502556,496,0.08994696057002424,84,very cold,long-distance,Flycatchers,10.4275102213,Ficedula hypoleuca
Cluster 2,Astur_gentilis,44.36784438470973,0.0020172639279026354,496,0.08945129916272122,85,cold,sedentary,Diurnal raptors,11.8007973825,Astur gentilis
Cluster 2,Locustella_naevia,41.43481347379704,0.0018839083967052126,496,0.08353793039071984,86,cold,long-distance,Marsh warblers,11.7684221003,Locustella naevia
Cluster 2,Corvus_frugilegus,41.253825258628076,0.0018756794416387892,496,0.08317303479562112,87,warm,sedentary,Omnivorous corvids,12.7340640684,Corvus frugilegus
Cluster 2,Coccothraustes_coccothraustes,40.858551159615864,0.001857707593048229,496,0.08237611120890295,88,warm,sedentary,Passerine seedeaters,12.9763477132,Coccothraustes coccothraustes
Cluster 2,Jynx_torquilla,37.48710263776288,0.0017044186158118564,496,0.07557883596323162,89,medium,short-distance,Woodpeckers,11.8812540667,Jynx torquilla
Cluster 2,Podiceps_cristatus,32.298869320507364,0.0014685262467868461,496,0.0651186881461842,90,warm,short-distance,Aquatic pursuers,12.6860788894,Podiceps cristatus
Cluster 2,Certhia_familiaris,29.446657004240425,0.0013388452785064087,496,0.05936826008919441,91,cold,sedentary,Tit-like birds,11.119463211,Certhia familiaris
Cluster 2,Anas_crecca,27.247188887999965,0.0012388425005262166,496,0.05493384856451606,92,very cold,short-distance,Dabbling ducks,10.071290709,Anas crecca
Cluster 2,Corvus_corone,26.76384943298701,0.0012168666019660925,496,0.05395937385682865,93,medium,sedentary,Omnivorous corvids,12.1293990446,Corvus corone
Cluster 2,Aegithalos_caudatus,26.543414785855028,0.001206844143848372,496,0.053514949165030294,94,warm,sedentary,Tit-like birds,12.6607518772,Aegithalos caudatus
Cluster 2,Spinus_spinus,25.55259629322028,0.0011617947971422301,496,0.05151733123633121,95,very cold,sedentary and short-distance,Passerine seedeaters,10.2425165856,Spinus spinus
Cluster 2,Tringa_glareola,24.399621771720746,0.001109372734626762,496,0.04919278583008215,96,very cold,long-distance,Scolopacids,7.6706167812,Tringa glareola
Cluster 2,Alcedo_atthis,21.751466815118707,9.889696016025474e-4,496,0.04385376374015868,97,very warm,sedentary,Kingfishers,13.5319163712,Alcedo atthis
Cluster 2,Turdus_pilaris,21.73935474125336,9.884189043568394e-4,496,0.04382934423639791,98,very cold,short-distance,Thrushes,10.0287125382,Turdus pilaris
Cluster 2,Corvus_corax,18.844128605132624,8.567822353116773e-4,496,0.03799219476841255,99,cold,sedentary,Omnivorous corvids,11.7378412998,Corvus corax
Cluster 2,Scolopax_rusticola,18.035230095754866,8.200042081857007e-4,496,0.03636135099950578,100,very cold,sedentary and short-distance,Scolopacids,10.6010955955,Scolopax rusticola
Cluster 2,Tyto_alba,14.462647492589028,6.575703078066551e-4,496,0.02915856349312304,101,very warm,sedentary,Owls,13.9906366009,Tyto alba
Cluster 2,Motacilla_cinerea,14.124626356120945,6.422015682403778e-4,496,0.028477069266372872,102,warm,sedentary and short-distance,Open-land insectivores,12.9122079488,Motacilla cinerea
Cluster 2,Crex_crex,12.466928661671759,5.668313579280612e-4,496,0.02513493681788661,103,medium,long-distance,Rails,11.9688491073,Crex crex
Cluster 2,Podiceps_grisegena,11.478794953870816,5.219040797982615e-4,496,0.023142731761836323,104,medium,short-distance,Aquatic pursuers,11.9386619385,Podiceps grisegena
Cluster 2,Rallus_aquaticus,11.143080578541532,5.06640221280413e-4,496,0.022465888263188575,105,very warm,sedentary and short-distance,Rails,13.3215188918,Rallus aquaticus
Cluster 2,Larus_canus,10.088636914057046,4.5869804158093965e-4,496,0.02033999377834082,106,very cold,sedentary and short-distance,Gulls,8.5740563147,Larus canus
Cluster 2,Coturnix_coturnix,9.766869538550862,4.440683085211965e-4,496,0.01969126923094932,107,very warm,short-and long-distance,Gallinaceous birds,13.6002736383,Coturnix coturnix
Cluster 2,Lanius_excubitor,9.722318408320728,4.4204271117233106e-4,496,0.019601448403872436,108,cold,sedentary,Shrikes,11.2044136127,Lanius excubitor
Cluster 2,Pernis_apivorus,9.30556522370946,4.2309427728257044e-4,496,0.018761220209091652,109,medium,long-distance,Diurnal raptors,11.9608484505,Pernis apivorus
Cluster 2,Asio_flammeus,8.918817068704223,4.055100760869895e-4,496,0.017981486025613353,110,very cold,sedentary and short-distance,Owls,9.6200242401,Asio flammeus
Cluster 2,Ardea_cinerea,8.145520264878122,3.7035074460370495e-4,496,0.016422419888867182,111,warm,sedentary and short-distance,Wading birds,12.6943991523,Ardea cinerea
Cluster 2,Regulus_ignicapilla,7.523896659032134,3.4208750814955735e-4,496,0.015169146489984141,112,very warm,short-distance,Tit-like birds,13.1999439071,Regulus ignicapilla
Cluster 2,Mergus_serrator,7.199510945701195,3.273387276463742e-4,496,0.014515143035687893,113,very cold,short-distance,Aquatic pursuers,7.3724850113,Mergus serrator
Cluster 2,Oriolus_oriolus,7.107592978124749,3.2315951175501147e-4,496,0.014329824552670864,114,very warm,long-distance,Orioles,13.4707159049,Oriolus oriolus
Cluster 2,Charadrius_dubius,6.396162604311431,2.908130489008801e-4,496,0.012895489121595625,115,warm,short-and long-distance,Plovers,12.7729324864,Charadrius dubius
Cluster 2,Circus_pygargus,6.0843544514255035,2.766361298288438e-4,496,0.012266843652067547,116,very warm,long-distance,Diurnal raptors,13.6904029809,Circus pygargus
Cluster 2,Recurvirostra_avosetta,5.49070141246148,2.49644625558138e-4,496,0.01106996252512395,117,very warm,short-and long-distance,Plovers,14.5831200661,Recurvirostra avosetta
Cluster 2,Phoenicurus_ochruros,4.901070038197352,2.2283597351389767e-4,496,0.009881189593139822,118,very warm,sedentary and short-distance,Low flycatching feeders,13.2394438706,Phoenicurus ochruros
Cluster 2,Larus_argentatus,4.800042147458785,2.1824255856383004e-4,496,0.009677504329554002,119,very cold,sedentary and short-distance,Gulls,9.0583381929,Larus argentatus
Cluster 2,Calidris_alpina,4.432435077876151,2.0152864127992876e-4,496,0.008936361044105143,120,very cold,long-distance,Scolopacids,7.0663752664,Calidris alpina
Cluster 2,Sterna_paradisaea,4.059464977048819,1.8457088412451297e-4,496,0.008184405195662941,121,very cold,long-distance,Terns,6.7214988279,Sterna paradisaea
Cluster 2,Somateria_mollissima,4.0065530083261915,1.821651462001514e-4,496,0.008077727839367322,122,very cold,short-distance,Diving ducks,8.1688294838,Somateria mollissima
Cluster 2,Columba_oenas,3.9407530570486125,1.791734329445091e-4,496,0.007945066647275428,123,warm,short-distance,Columbids,12.4358174295,Columba oenas
Cluster 2,Aythya_fuligula,3.8063001789997197,1.730602907657064e-4,496,0.007673992296370402,124,very cold,short-distance,Diving ducks,10.1385920012,Aythya fuligula
Cluster 2,Sternula_albifrons,3.409751193326358,1.5503047715770222e-4,496,0.006874498373641851,125,very warm,long-distance,Terns,13.6554594356,Sternula albifrons
Cluster 2,Chlidonias_niger,3.2262375447009863,1.466866987122175e-4,496,0.006504511178832634,126,very warm,long-distance,Terns,13.0082465521,Chlidonias niger
Cluster 2,Sterna_hirundo,3.0149950617920127,1.3708217889110764e-4,496,0.006078619076193574,127,cold,long-distance,Terns,11.4396148713,Sterna hirundo
Cluster 2,Porzana_porzana,2.8312480217632077,1.2872778888525172e-4,496,0.0057081613342000155,128,warm,long-distance,Rails,12.4064941754,Porzana porzana
Cluster 2,Spatula_querquedula,2.7913896783811754,1.2691555753965495e-4,496,0.005627801770929789,129,warm,long-distance,Dabbling ducks,12.389627827,Spatula querquedula
Cluster 2,Spatula_clypeata,2.716735295939953,1.235212616290241e-4,496,0.005477288903104744,130,cold,short-distance,Dabbling ducks,11.7556216717,Spatula clypeata
Cluster 2,Limosa_limosa,2.543621995077652,1.1565035372009664e-4,496,0.0051282701513662345,131,medium,long-distance,Scolopacids,12.0468335512,Limosa limosa
Cluster 2,Calidris_pugnax,2.5260125399162523,1.1484970813589618e-4,496,0.0050927672175730895,132,very cold,long-distance,Scolopacids,7.9732949741,Calidris pugnax
Cluster 2,Aythya_ferina,2.4615587000044017,1.119191982571292e-4,496,0.004962819959686293,133,warm,short-distance,Diving ducks,12.445391892,Aythya ferina
Cluster 2,Dryocopus_martius,2.439031312243451,1.1089495001270239e-4,496,0.004917401839200506,134,cold,sedentary,Woodpeckers,11.1193962821,Dryocopus martius
Cluster 2,Podiceps_nigricollis,2.4162350899444824,1.098584787219762e-4,496,0.004871441713597747,135,very warm,short-distance,Aquatic pursuers,13.3391366196,Podiceps nigricollis
Cluster 2,Streptopelia_turtur,2.2833994628679237,1.0381886777044175e-4,496,0.004603627949330492,136,very warm,long-distance,Columbids,13.7662137901,Streptopelia turtur
Cluster 2,Cinclus_cinclus,1.9637722021282495,8.928643888176941e-5,496,0.003959218149452116,137,cold,short-distance,Dippers,11.0150016531,Cinclus cinclus
Cluster 2,Anarhynchus_alexandrinus,1.8289331036075318,8.3155736493837e-5,496,0.0036873651282409914,138,very warm,short-and long-distance,Plovers,16.3071703744,Anarhynchus alexandrinus
Cluster 2,Circus_aeruginosus,1.732604383193945,7.877597778330757e-5,496,0.0034931539983748894,139,very warm,short-and long-distance,Diurnal raptors,13.2259231132,Circus aeruginosus
Cluster 2,Locustella_luscinioides,1.3702160543777584,6.229933994453654e-5,496,0.0027625323676970935,140,very warm,long-distance,Marsh warblers,13.5908101527,Locustella luscinioides
Cluster 2,Thalasseus_sandvicensis,1.2501266700336877,5.683925986805631e-5,496,0.0025204166734550154,141,medium,short-and long-distance,Terns,12.309341223,Thalasseus sandvicensis
Cluster 2,Serinus_serinus,1.2019665396707309,5.464957283025732e-5,496,0.002423319636432925,142,very warm,short-distance,Passerine seedeaters,13.8814196118,Serinus serinus
Cluster 2,Tringa_ochropus,1.1839776653690537,5.383167627171156e-5,496,0.0023870517446956726,143,very cold,short-and long-distance,Scolopacids,9.8785200822,Tringa ochropus
Cluster 2,Botaurus_stellaris,1.0096306816022844,4.590467674832394e-5,496,0.0020355457290368636,144,very warm,sedentary and short-distance,Wading birds,13.1076210929,Botaurus stellaris
Cluster 2,Panurus_biarmicus,0.9508025753671119,4.3229950980129194e-5,496,0.0019169406761433707,145,very warm,sedentary,Reedlings,13.8780278318,Panurus biarmicus
Cluster 2,Certhia_brachydactyla,0.9232561551866457,4.197750339013418e-5,496,0.0018614035386827535,146,very warm,sedentary,Tit-like birds,13.8972978687,Certhia brachydactyla
Cluster 2,Acrocephalus_arundinaceus,0.8112787134173755,3.6886247388122654e-5,496,0.0016356425673737407,147,very warm,long-distance,Marsh warblers,13.8793523116,Acrocephalus arundinaceus
Cluster 2,Anas_acuta,0.6746205740055482,3.0672839030948255e-5,496,0.001360122125011186,148,very cold,short-distance,Dabbling ducks,8.5273453088,Anas acuta
Cluster 2,Carpodacus_erythrinus,0.5486154879678735,2.4943790925927676e-5,496,0.0011060796128384547,149,very cold,long-distance,Passerine seedeaters,10.348256227,Carpodacus erythrinus
Cluster 2,Larus_marinus,0.3020649825549931,1.3733928290659124e-5,496,6.090019809576473e-4,150,very cold,sedentary and short-distance,Gulls,8.3694639418,Larus marinus
Cluster 2,Larus_fuscus,0.2978472013090648,1.3542159272326387e-5,496,6.004983897360177e-4,151,very cold,short-and long-distance,Gulls,8.9178677716,Larus fuscus
Cluster 2,Remiz_pendulinus,0.29775556363440464,1.3537992800457122e-5,496,6.003136363596867e-4,152,very warm,short-distance,Tit-like birds,13.7399153521,Remiz pendulinus
Cluster 2,Anser_anser,0.2770390335983772,1.2596078462888094e-5,496,5.585464387064057e-4,153,cold,sedentary and short-distance,Grazing waterfowl,11.1956416463,Anser anser
Cluster 2,Dryobates_minor,0.23766051540292152,1.0805663233309658e-5,496,4.79154264925245e-4,154,cold,sedentary and short-distance,Woodpeckers,11.5509643269,Dryobates minor
Cluster 2,Mareca_strepera,0.20704438470260428,9.413645727609364e-6,496,4.17428194964928e-4,155,warm,short-distance,Dabbling ducks,12.5158986156,Mareca strepera
Cluster 2,Ficedula_parva,0.19103462375449415,8.685733121016811e-6,496,3.8515045111793176e-4,156,cold,long-distance,Flycatchers,11.5985667049,Ficedula parva
Cluster 2,Mergus_merganser,0.08151976841328856,3.7064430447690674e-6,496,1.64354371800985e-4,157,very cold,short-distance,Aquatic pursuers,7.9118621485,Mergus merganser
Cluster 3,Turdus_merula,877.831301047141,0.016891679171170113,879,0.9986704221241649,1,warm,sedentary,Thrushes,12.5843398181,Turdus merula
Cluster 3,Alauda_arvensis,873.5832375824851,0.016809935759812898,879,0.9938375854180719,2,medium,sedentary and short-distance,Open-land insectivores,12.1983199326,Alauda arvensis
Cluster 3,Parus_major,871.1574472899922,0.01676325746147875,879,0.9910778694994223,3,medium,sedentary and short-distance,Tit-like birds,12.343727765,Parus major
Cluster 3,Fringilla_coelebs,870.7032407882247,0.01675451738750763,879,0.9905611385531566,4,medium,sedentary and short-distance,Foliage gleaners,12.2951633877,Fringilla coelebs
Cluster 3,Sturnus_vulgaris,869.5773360933794,0.016732852153128367,879,0.989280245840022,5,cold,short-distance,Starlings,11.8027600322,Sturnus vulgaris
Cluster 3,Emberiza_citrinella,869.5024123458969,0.016731410432033134,879,0.9891950083571068,6,cold,sedentary,Buntings,11.5528442066,Emberiza citrinella
Cluster 3,Turdus_philomelos,866.1301209780847,0.0166665190755859,879,0.9853584994062398,7,cold,short-distance,Thrushes,11.3956704897,Turdus philomelos
Cluster 3,Phylloscopus_trochilus,861.5805040194195,0.016578973017561068,879,0.9801825984293738,8,very cold,long-distance,Foliage gleaners,10.4596695622,Phylloscopus trochilus
Cluster 3,Passer_domesticus,859.9174497562599,0.016546971676273704,879,0.9782906140571784,9,medium,sedentary,Passerine seedeaters,12.2628071769,Passer domesticus
Cluster 3,Columba_palumbus,857.0371521241265,0.016491547515092117,879,0.9750138249421234,10,medium,sedentary and short-distance,Columbids,12.2214205187,Columba palumbus
Cluster 3,Troglodytes_troglodytes,853.2902306765347,0.016419447334913084,879,0.9707511156729633,11,medium,sedentary,Low flycatching feeders,12.2368253494,Troglodytes troglodytes
Cluster 3,Hirundo_rustica,851.8507189412056,0.0163917475133559,879,0.9691134458944319,12,warm,long-distance,Aerial insectivores,12.4305273248,Hirundo rustica
Cluster 3,Curruca_communis,841.6479306112254,0.016195420238495913,879,0.9575061781697672,13,warm,long-distance,Foliage gleaners,12.6535890847,Curruca communis
Cluster 3,Cyanistes_caeruleus,836.4445286058469,0.016095293713993278,879,0.9515864944321353,14,warm,sedentary,Tit-like birds,12.7367473555,Cyanistes caeruleus
Cluster 3,Erithacus_rubecula,836.2302072468513,0.016091169632713235,879,0.9513426703604678,15,medium,sedentary,Low flycatching feeders,11.998445823500001,Erithacus rubecula
Cluster 3,Sylvia_atricapilla,833.8083815429296,0.016044567623021463,879,0.9485874647814899,16,warm,short-distance,Foliage gleaners,12.6192368528,Sylvia atricapilla
Cluster 3,Linaria_cannabina,820.0313702105675,0.015779463319852697,879,0.9329139592839221,17,very warm,short-distance,Passerine seedeaters,13.1603552715,Linaria cannabina
Cluster 3,Sylvia_borin,818.4509632053365,0.015749052319401484,879,0.931115999095946,18,cold,long-distance,Foliage gleaners,11.3163422901,Sylvia borin
Cluster 3,Prunella_modularis,812.9225206205764,0.015642671197713745,879,0.9248265308538981,19,very cold,sedentary and short-distance,Low flycatching feeders,10.9083374064,Prunella modularis
Cluster 3,Chloris_chloris,812.6055341919069,0.01563657158261878,879,0.92446590920581,20,warm,sedentary and short-distance,Passerine seedeaters,12.6006224966,Chloris chloris
