bioregion,species,species_label,species_weight,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,variable,scaled_vp,variable_label,effect_size,supported,effect_sign,effect_direction,weighted_scaled_vp,weighted_supported_vp,weighted_signed_vp,effect_sign_label
Cluster 1,Circus_pygargus,Circus pygargus,8.19174192284941e-4,128,very warm,long-distance,Diurnal raptors,tmean_breeding,0.1329039422645961,Temperature,4.381070776040425,TRUE,1,Positive,1.0887147955608494e-4,1.0887147955608494e-4,1.0887147955608494e-4,+
Cluster 1,Circus_pygargus,Circus pygargus,8.19174192284941e-4,128,very warm,long-distance,Diurnal raptors,prec_breeding,0.0331350772758968,Precipitation,0.03282289977339159,TRUE,1,Positive,2.7143400163781862e-5,2.7143400163781862e-5,2.7143400163781862e-5,+
Cluster 1,Circus_pygargus,Circus pygargus,8.19174192284941e-4,128,very warm,long-distance,Diurnal raptors,perc_urban,0.019959419120443363,Urban (% coverage),-2.130530842412191,TRUE,-1,Negative,1.63502410364658e-5,1.63502410364658e-5,-1.63502410364658e-5,-
Cluster 1,Circus_pygargus,Circus pygargus,8.19174192284941e-4,128,very warm,long-distance,Diurnal raptors,perc_forest,0.010219169473612389,Forest (% coverage),1.266554411284166,TRUE,1,Positive,8.371279899369354e-6,8.371279899369354e-6,8.371279899369354e-6,+
Cluster 1,Jynx_torquilla,Jynx torquilla,7.961880147610486e-4,129,medium,short-distance,Woodpeckers,perc_cropland,0.018005011265517727,Cropland (% coverage),-0.5413522198825697,TRUE,-1,Negative,1.4335374175242874e-5,1.4335374175242874e-5,-1.4335374175242874e-5,-
Cluster 1,Jynx_torquilla,Jynx torquilla,7.961880147610486e-4,129,medium,short-distance,Woodpeckers,perc_forest,0.05810099704508399,Forest (% coverage),2.157373286446906,TRUE,1,Positive,4.625931749296297e-5,4.625931749296297e-5,4.625931749296297e-5,+
Cluster 1,Scolopax_rusticola,Scolopax rusticola,7.140948800053631e-4,131,very cold,sedentary and short-distance,Scolopacids,tmean_breeding,0.018192785781183038,Temperature,-1.147738848011546,TRUE,-1,Negative,1.2991375179377178e-5,1.2991375179377178e-5,-1.2991375179377178e-5,-
Cluster 1,Scolopax_rusticola,Scolopax rusticola,7.140948800053631e-4,131,very cold,sedentary and short-distance,Scolopacids,prec_breeding,0.014643835531710886,Precipitation,-0.0160169129641006,TRUE,-1,Negative,1.0457087976835359e-5,1.0457087976835359e-5,-1.0457087976835359e-5,-
Cluster 1,Scolopax_rusticola,Scolopax rusticola,7.140948800053631e-4,131,very cold,sedentary and short-distance,Scolopacids,perc_forest,0.10455901954090138,Forest (% coverage),3.366227440488724,TRUE,1,Positive,7.46650605125384e-5,7.46650605125384e-5,7.46650605125384e-5,+
Cluster 1,Locustella_luscinioides,Locustella luscinioides,6.449167764368976e-4,132,very warm,long-distance,Marsh warblers,tmean_breeding,0.013775456563424694,Temperature,1.585989850614439,TRUE,1,Positive,8.884023040830357e-6,8.884023040830357e-6,8.884023040830357e-6,+
Cluster 1,Tyto_alba,Tyto alba,5.566585570041255e-4,133,very warm,sedentary,Owls,tmean_breeding,0.026226604603692708,Temperature,1.963931848772198,TRUE,1,Positive,1.4599263873809336e-5,1.4599263873809336e-5,1.4599263873809336e-5,+
Cluster 1,Tyto_alba,Tyto alba,5.566585570041255e-4,133,very warm,sedentary,Owls,prec_breeding,0.007021307604932862,Precipitation,0.01464113449508067,TRUE,1,Positive,3.908470959644019e-6,3.908470959644019e-6,3.908470959644019e-6,+
Cluster 1,Tyto_alba,Tyto alba,5.566585570041255e-4,133,very warm,sedentary,Owls,perc_cropland,0.01318972895816422,Cropland (% coverage),0.7995151608210125,TRUE,1,Positive,7.342175489127221e-6,7.342175489127221e-6,7.342175489127221e-6,+
Cluster 1,Podiceps_nigricollis,Podiceps nigricollis,5.468718128440767e-4,134,very warm,short-distance,Aquatic pursuers,perc_urban,0.0023468599583547777,Urban (% coverage),1.134347346488253,TRUE,1,Positive,1.2834315599166515e-6,1.2834315599166515e-6,1.2834315599166515e-6,+
Cluster 1,Podiceps_nigricollis,Podiceps nigricollis,5.468718128440767e-4,134,very warm,short-distance,Aquatic pursuers,perc_pasture,0.0023163927486819797,Pasture (% coverage),1.55273082700718,TRUE,1,Positive,1.2667699017305878e-6,1.2667699017305878e-6,1.2667699017305878e-6,+
Cluster 1,Podiceps_nigricollis,Podiceps nigricollis,5.468718128440767e-4,134,very warm,short-distance,Aquatic pursuers,perc_forest,0.0045076727322863695,Forest (% coverage),1.403746717134537,TRUE,1,Positive,2.465119158813259e-6,2.465119158813259e-6,2.465119158813259e-6,+
Cluster 1,Podiceps_nigricollis,Podiceps nigricollis,5.468718128440767e-4,134,very warm,short-distance,Aquatic pursuers,perc_grass_shrub,0.003810362918013698,Grass/Shrubland (% coverage),2.661983381525852,TRUE,1,Positive,2.0837800765679966e-6,2.0837800765679966e-6,2.0837800765679966e-6,+
Cluster 1,Coturnix_coturnix,Coturnix coturnix,4.949953779058508e-4,135,very warm,short-and long-distance,Gallinaceous birds,perc_grass_shrub,0.0020170560443998307,Grass/Shrubland (% coverage),1.828127697323571,TRUE,1,Positive,9.98433418954975e-7,9.98433418954975e-7,9.98433418954975e-7,+
Cluster 1,Astur_gentilis,Astur gentilis,4.2834075347159185e-4,136,cold,sedentary,Diurnal raptors,tmean_breeding,0.00989008179110103,Temperature,0.9880750047368444,TRUE,1,Positive,4.236325086295886e-6,4.236325086295886e-6,4.236325086295886e-6,+
Cluster 1,Astur_gentilis,Astur gentilis,4.2834075347159185e-4,136,cold,sedentary,Diurnal raptors,prec_breeding,0.030347902573862124,Precipitation,0.02768865695531236,TRUE,1,Positive,1.2999243454770563e-5,1.2999243454770563e-5,1.2999243454770563e-5,+
Cluster 1,Astur_gentilis,Astur gentilis,4.2834075347159185e-4,136,cold,sedentary,Diurnal raptors,perc_cropland,0.008930878116956283,Cropland (% coverage),0.5299832274223973,TRUE,1,Positive,3.825459061780006e-6,3.825459061780006e-6,3.825459061780006e-6,+
Cluster 1,Astur_gentilis,Astur gentilis,4.2834075347159185e-4,136,cold,sedentary,Diurnal raptors,perc_forest,0.08356137468002342,Forest (% coverage),3.539386885001755,TRUE,1,Positive,3.579274219156323e-5,3.579274219156323e-5,3.579274219156323e-5,+
Cluster 1,Mareca_strepera,Mareca strepera,3.964758265517487e-4,137,warm,short-distance,Dabbling ducks,perc_urban,0.005684520553303333,Urban (% coverage),-1.948222267460253,TRUE,-1,Negative,2.2537749849213425e-6,2.2537749849213425e-6,-2.2537749849213425e-6,-
Cluster 1,Mareca_strepera,Mareca strepera,3.964758265517487e-4,137,warm,short-distance,Dabbling ducks,perc_cropland,0.005651564377740132,Cropland (% coverage),-0.822664013910979,TRUE,-1,Negative,2.2407086579749383e-6,2.2407086579749383e-6,-2.2407086579749383e-6,-
Cluster 1,Mareca_strepera,Mareca strepera,3.964758265517487e-4,137,warm,short-distance,Dabbling ducks,perc_forest,0.004765142268075873,Forest (% coverage),-1.507197773312856,TRUE,-1,Negative,1.8892637193720561e-6,1.8892637193720561e-6,-1.8892637193720561e-6,-
Cluster 1,Corvus_corax,Corvus corax,3.179764569998968e-4,138,cold,sedentary,Omnivorous corvids,tmean_breeding,0.024460640162787668,Temperature,1.641834249462222,TRUE,1,Positive,7.7779076949126e-6,7.7779076949126e-6,7.7779076949126e-6,+
Cluster 1,Corvus_corax,Corvus corax,3.179764569998968e-4,138,cold,sedentary,Omnivorous corvids,prec_breeding,0.08600398265647453,Precipitation,0.04896884018184525,TRUE,1,Positive,2.734724169298634e-5,2.734724169298634e-5,2.734724169298634e-5,+
Cluster 1,Corvus_corax,Corvus corax,3.179764569998968e-4,138,cold,sedentary,Omnivorous corvids,hh,0.012169230811171002,Land-use heterogeneity,0.9490701955547087,TRUE,1,Positive,3.869528897750135e-6,3.869528897750135e-6,3.869528897750135e-6,+
Cluster 1,Corvus_corax,Corvus corax,3.179764569998968e-4,138,cold,sedentary,Omnivorous corvids,perc_cropland,0.01208620276239493,Cropland (% coverage),0.6409248866943457,TRUE,1,Positive,3.843127932968705e-6,3.843127932968705e-6,3.843127932968705e-6,+
Cluster 1,Corvus_corax,Corvus corax,3.179764569998968e-4,138,cold,sedentary,Omnivorous corvids,perc_forest,0.006246748089848207,Forest (% coverage),0.9026265038185982,TRUE,1,Positive,1.9863188253808056e-6,1.9863188253808056e-6,1.9863188253808056e-6,+
Cluster 1,Larus_marinus,Larus marinus,3.1087663546546353e-4,139,very cold,sedentary and short-distance,Gulls,hh,0.006336310558294389,Land-use heterogeneity,1.166236006845561,TRUE,1,Positive,1.9698109076268527e-6,1.9698109076268527e-6,1.9698109076268527e-6,+
Cluster 1,Larus_marinus,Larus marinus,3.1087663546546353e-4,139,very cold,sedentary and short-distance,Gulls,perc_urban,0.016627370609294957,Urban (% coverage),-3.353348452533007,TRUE,-1,Negative,5.16906103165495e-6,5.16906103165495e-6,-5.16906103165495e-6,-
Cluster 1,Larus_marinus,Larus marinus,3.1087663546546353e-4,139,very cold,sedentary and short-distance,Gulls,perc_cropland,0.0535065861739929,Cropland (% coverage),-2.645450227529721,TRUE,-1,Negative,1.6633947485013802e-5,1.6633947485013802e-5,-1.6633947485013802e-5,-
Cluster 1,Larus_marinus,Larus marinus,3.1087663546546353e-4,139,very cold,sedentary and short-distance,Gulls,perc_forest,0.015048853393642066,Forest (% coverage),-2.77331009567264,TRUE,-1,Negative,4.678336910628468e-6,4.678336910628468e-6,-4.678336910628468e-6,-
Cluster 1,Alcedo_atthis,Alcedo atthis,2.5815411716829115e-4,140,very warm,sedentary,Kingfishers,prec_breeding,0.02054908406818762,Precipitation,0.02949126839030729,TRUE,1,Positive,5.304830656239972e-6,5.304830656239972e-6,5.304830656239972e-6,+
Cluster 1,Alcedo_atthis,Alcedo atthis,2.5815411716829115e-4,140,very warm,sedentary,Kingfishers,perc_urban,0.009639905018838825,Urban (% coverage),1.820223071419753,TRUE,1,Positive,2.488581169724516e-6,2.488581169724516e-6,2.488581169724516e-6,+
Cluster 1,Alcedo_atthis,Alcedo atthis,2.5815411716829115e-4,140,very warm,sedentary,Kingfishers,perc_pasture,0.007555801700258393,Pasture (% coverage),-1.857076967458729,TRUE,-1,Negative,1.950561317428879e-6,1.950561317428879e-6,-1.950561317428879e-6,-
Cluster 1,Alcedo_atthis,Alcedo atthis,2.5815411716829115e-4,140,very warm,sedentary,Kingfishers,perc_forest,0.029472799092485562,Forest (% coverage),2.832507937921709,TRUE,1,Positive,7.608524430199023e-6,7.608524430199023e-6,7.608524430199023e-6,+
Cluster 1,Alcedo_atthis,Alcedo atthis,2.5815411716829115e-4,140,very warm,sedentary,Kingfishers,perc_grass_shrub,0.011875594444324884,Grass/Shrubland (% coverage),3.683955304535225,TRUE,1,Positive,3.0657335996233537e-6,3.0657335996233537e-6,3.0657335996233537e-6,+
Cluster 1,Streptopelia_turtur,Streptopelia turtur,0.00025524605853193834,141,very warm,long-distance,Columbids,tmean_breeding,0.014634154972280756,Temperature,2.241457883880953,TRUE,1,Positive,3.7353103766202306e-6,3.7353103766202306e-6,3.7353103766202306e-6,+
Cluster 1,Remiz_pendulinus,Remiz pendulinus,2.4590622082129425e-4,142,very warm,short-distance,Tit-like birds,prec_breeding,0.006834447393864395,Precipitation,-0.02273933903547247,TRUE,-1,Negative,1.6806331300271368e-6,1.6806331300271368e-6,-1.6806331300271368e-6,-
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,tmean_breeding,0.004308955993953674,Temperature,-1.167161642107727,TRUE,-1,Negative,9.022493734610737e-7,9.022493734610737e-7,-9.022493734610737e-7,-
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,prec_breeding,0.007450419210466886,Precipitation,-0.02464614109564554,TRUE,-1,Negative,1.560038225987593e-6,1.560038225987593e-6,-1.560038225987593e-6,-
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,hh,0.007499547626664545,Land-use heterogeneity,1.333143710051702,TRUE,1,Positive,1.5703251917388495e-6,1.5703251917388495e-6,1.5703251917388495e-6,+
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,perc_urban,0.014728208657417152,Urban (% coverage),-3.277860330530952,TRUE,-1,Negative,3.0839296228610894e-6,3.0839296228610894e-6,-3.0839296228610894e-6,-
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,perc_cropland,0.043836713940356466,Cropland (% coverage),-2.527290472281301,TRUE,-1,Negative,9.178939804160867e-6,9.178939804160867e-6,-9.178939804160867e-6,-
Cluster 1,Larus_fuscus,Larus fuscus,2.0938932185130452e-4,143,very cold,short-and long-distance,Gulls,perc_forest,0.01433313518357849,Forest (% coverage),-2.845974474540937,TRUE,-1,Negative,3.001205456092573e-6,3.001205456092573e-6,-3.001205456092573e-6,-
Cluster 1,Mergus_merganser,Mergus merganser,2.0542143972490594e-4,144,very cold,short-distance,Aquatic pursuers,hh,0.009111055546681675,Land-use heterogeneity,2.045986330937337,TRUE,1,Positive,1.8716061478129398e-6,1.8716061478129398e-6,1.8716061478129398e-6,+
Cluster 1,Mergus_merganser,Mergus merganser,2.0542143972490594e-4,144,very cold,short-distance,Aquatic pursuers,perc_urban,0.00511294331138627,Urban (% coverage),-2.462098440851744,TRUE,-1,Negative,1.0503081762567958e-6,1.0503081762567958e-6,-1.0503081762567958e-6,-
Cluster 1,Mergus_merganser,Mergus merganser,2.0542143972490594e-4,144,very cold,short-distance,Aquatic pursuers,perc_cropland,0.004056522338642981,Cropland (% coverage),-0.9019247883742112,TRUE,-1,Negative,8.332966590802836e-7,8.332966590802836e-7,-8.332966590802836e-7,-
Cluster 1,Mergus_merganser,Mergus merganser,2.0542143972490594e-4,144,very cold,short-distance,Aquatic pursuers,perc_forest,0.00391737710427518,Forest (% coverage),-1.829756079966633,TRUE,-1,Negative,8.047132447055905e-7,8.047132447055905e-7,-8.047132447055905e-7,-
Cluster 1,Pernis_apivorus,Pernis apivorus,1.9516445106589284e-4,145,medium,long-distance,Diurnal raptors,tmean_breeding,0.004065972881188234,Temperature,-0.6100349626670799,TRUE,-1,Negative,7.935333654059084e-7,7.935333654059084e-7,-7.935333654059084e-7,-
Cluster 1,Pernis_apivorus,Pernis apivorus,1.9516445106589284e-4,145,medium,long-distance,Diurnal raptors,perc_cropland,0.00695844615066816,Cropland (% coverage),0.5174727694492275,TRUE,1,Positive,1.3580413232667265e-6,1.3580413232667265e-6,1.3580413232667265e-6,+
Cluster 1,Pernis_apivorus,Pernis apivorus,1.9516445106589284e-4,145,medium,long-distance,Diurnal raptors,perc_forest,0.043270101565604895,Forest (% coverage),2.77686339146681,TRUE,1,Positive,8.44478561961671e-6,8.44478561961671e-6,8.44478561961671e-6,+
Cluster 1,Lanius_excubitor,Lanius excubitor,1.9034231479081557e-4,146,cold,sedentary,Shrikes,tmean_breeding,0.011602861190011462,Temperature,1.558978483463151,TRUE,1,Positive,2.208515457103299e-6,2.208515457103299e-6,2.208515457103299e-6,+
Cluster 1,Lanius_excubitor,Lanius excubitor,1.9034231479081557e-4,146,cold,sedentary,Shrikes,prec_breeding,0.02528206415955001,Precipitation,0.03734609128138179,TRUE,1,Positive,4.8122466148186634e-6,4.8122466148186634e-6,4.8122466148186634e-6,+
Cluster 1,Lanius_excubitor,Lanius excubitor,1.9034231479081557e-4,146,cold,sedentary,Shrikes,perc_pasture,0.003112934312197482,Pasture (% coverage),1.471974348325099,TRUE,1,Positive,5.925231227754241e-7,5.925231227754241e-7,5.925231227754241e-7,+
Cluster 1,Lanius_excubitor,Lanius excubitor,1.9034231479081557e-4,146,cold,sedentary,Shrikes,perc_forest,0.015375730144304075,Forest (% coverage),2.224054997678594,TRUE,1,Positive,2.926652067265758e-6,2.926652067265758e-6,2.926652067265758e-6,+
Cluster 1,Motacilla_cinerea,Motacilla cinerea,1.4110907786953238e-4,147,warm,sedentary and short-distance,Open-land insectivores,prec_breeding,0.015948508862687182,Precipitation,0.02404201778297464,TRUE,1,Positive,2.250479379007853e-6,2.250479379007853e-6,2.250479379007853e-6,+
Cluster 1,Motacilla_cinerea,Motacilla cinerea,1.4110907786953238e-4,147,warm,sedentary and short-distance,Open-land insectivores,perc_urban,0.003909413505225735,Urban (% coverage),0.9702019084864916,TRUE,1,Positive,5.516537347330997e-7,5.516537347330997e-7,5.516537347330997e-7,+
Cluster 1,Motacilla_cinerea,Motacilla cinerea,1.4110907786953238e-4,147,warm,sedentary and short-distance,Open-land insectivores,perc_forest,0.015218334132536508,Forest (% coverage),1.819873929234891,TRUE,1,Positive,2.1474450961526566e-6,2.1474450961526566e-6,2.1474450961526566e-6,+
Cluster 1,Certhia_brachydactyla,Certhia brachydactyla,1.1502866367852801e-4,148,very warm,sedentary,Tit-like birds,tmean_breeding,0.04349030877200937,Temperature,2.727231925832134,TRUE,1,Positive,5.002632101010803e-6,5.002632101010803e-6,5.002632101010803e-6,+
Cluster 1,Certhia_brachydactyla,Certhia brachydactyla,1.1502866367852801e-4,148,very warm,sedentary,Tit-like birds,prec_breeding,0.03441565159894611,Precipitation,0.03739502710244938,TRUE,1,Positive,3.9587864130525676e-6,3.9587864130525676e-6,3.9587864130525676e-6,+
Cluster 1,Certhia_brachydactyla,Certhia brachydactyla,1.1502866367852801e-4,148,very warm,sedentary,Tit-like birds,hh,0.011396885512508248,Land-use heterogeneity,1.072674703540781,TRUE,1,Positive,1.3109685106009997e-6,1.3109685106009997e-6,1.3109685106009997e-6,+
Cluster 1,Serinus_serinus,Serinus serinus,1.1480950816764709e-4,149,very warm,short-distance,Passerine seedeaters,perc_cropland,0.01730458656250344,Cropland (% coverage),-1.449726862329595,TRUE,-1,Negative,1.9867310722854946e-6,1.9867310722854946e-6,-1.9867310722854946e-6,-
Cluster 1,Regulus_ignicapilla,Regulus ignicapilla,1.0914253016075661e-4,150,very warm,short-distance,Tit-like birds,prec_breeding,0.02012661800535774,Precipitation,0.02537166489589378,TRUE,1,Positive,2.1966700126837844e-6,2.1966700126837844e-6,2.1966700126837844e-6,+
Cluster 1,Regulus_ignicapilla,Regulus ignicapilla,1.0914253016075661e-4,150,very warm,short-distance,Tit-like birds,perc_forest,0.02570352014870691,Forest (% coverage),2.204511522431304,TRUE,1,Positive,2.805347223067859e-6,2.805347223067859e-6,2.805347223067859e-6,+
Cluster 1,Dryocopus_martius,Dryocopus martius,9.461769467034346e-5,152,cold,sedentary,Woodpeckers,tmean_breeding,0.06446437056105203,Temperature,-2.42165701864228,TRUE,-1,Negative,6.099470130861498e-6,6.099470130861498e-6,-6.099470130861498e-6,-
Cluster 1,Dryocopus_martius,Dryocopus martius,9.461769467034346e-5,152,cold,sedentary,Woodpeckers,prec_breeding,0.022302478007590987,Precipitation,0.02138681403100796,TRUE,1,Positive,2.110209054514294e-6,2.110209054514294e-6,2.110209054514294e-6,+
Cluster 1,Dryocopus_martius,Dryocopus martius,9.461769467034346e-5,152,cold,sedentary,Woodpeckers,perc_cropland,0.020601058010465044,Cropland (% coverage),-0.7071934176648316,TRUE,-1,Negative,1.9492246167202146e-6,1.9492246167202146e-6,-1.9492246167202146e-6,-
Cluster 1,Dryocopus_martius,Dryocopus martius,9.461769467034346e-5,152,cold,sedentary,Woodpeckers,perc_forest,0.07470926506218074,Forest (% coverage),3.075416297852187,TRUE,1,Positive,7.068818430699176e-6,7.068818430699176e-6,7.068818430699176e-6,+
Cluster 1,Columba_oenas,Columba oenas,8.648969456191062e-5,153,warm,short-distance,Columbids,tmean_breeding,0.006882581994703141,Temperature,1.07021580977153,TRUE,1,Positive,5.952724145191802e-7,5.952724145191802e-7,5.952724145191802e-7,+
Cluster 1,Columba_oenas,Columba oenas,8.648969456191062e-5,153,warm,short-distance,Columbids,prec_breeding,0.0091411510222712,Precipitation,-0.01962464430954388,TRUE,-1,Negative,7.906153598605332e-7,7.906153598605332e-7,-7.906153598605332e-7,-
