"survey","site","atlas","period","X","Y","species_richness","rarity_score","rarity_percentile","rarity_rank","is_top_decile"
"GF74_1","GF74","1","1970s",737500.391410232,6172499.77742168,46,0.554418369170713,1,1,TRUE
"GH59_1","GH59","1","1970s",727500.227613787,6097499.18040168,79,0.544355163668617,0.99943661971831,2,TRUE
"GH49_1","GH49","1","1970s",722500.216261824,6097499.37218974,83,0.540830477775079,0.99887323943662,3,TRUE
"HA36_1","HA36","1","1970s",879151.681415944,6133717.81043671,65,0.533891055909716,0.99830985915493,4,TRUE
"BD08_1","BD08","1","1970s",452499.987168059,6292499.76476652,80,0.525877426956375,0.997746478873239,5,TRUE
"CH77_1","CH77","1","1970s",537500.117400458,6087499.85725901,102,0.510249155747172,0.997183098591549,6,TRUE
"BG32_1","BG32","1","1970s",467499.912146756,6112499.74607548,92,0.496505336554788,0.996619718309859,7,TRUE
"GF52_1","GF52","1","1970s",727500.439820566,6162499.72220136,75,0.493685429102308,0.996056338028169,8,TRUE
"HA52_1","HA52","1","1970s",890853.200999102,6114615.58665435,68,0.476704184912466,0.995492957746479,9,TRUE
"BH99_1","BH99","1","1970s",497500.014400094,6097499.76610886,91,0.456138840190357,0.994929577464789,10,TRUE
"BD07_1","BD07","1","1970s",452500.005869533,6287499.74638192,59,0.454242379896852,0.994366197183099,11,TRUE
"EF09_1","EF09","1","1970s",602499.963655327,6197499.8690203,58,0.435067140951917,0.993802816901408,12,TRUE
"CC04_1","CC04","1","1970s",502500.015102732,6322499.62632896,67,0.396321747847657,0.993239436619718,13,TRUE
"GE11_1","GE11","1","1970s",707500.409073655,6207499.81585062,86,0.387642001577927,0.992676056338028,14,TRUE
"DH16_1","DH16","1","1970s",557500.135399971,6082499.89652063,86,0.380582154246993,0.992112676056338,15,TRUE
"FE30_1","FE30","1","1970s",667500.269153674,6202499.83369963,101,0.370904209036761,0.991549295774648,16,TRUE
"BH76_1","BH76","1","1970s",487500.048187175,6082499.80044377,75,0.36968456119711,0.990985915492958,17,TRUE
"DE24_1","DE24","1","1970s",562500.006769489,6222499.72282889,83,0.360686425686443,0.990422535211268,18,TRUE
"BG31_1","BG31","1","1970s",467499.903635527,6107499.75032856,85,0.358474166341478,0.989859154929577,19,TRUE
"BC94_1","BC94","1","1970s",497500.035447882,6322499.62760691,76,0.35586467511789,0.989295774647887,20,TRUE
"DF38_1","DF38","1","1970s",567499.985526249,6192499.88279332,93,0.338806880520236,0.988732394366197,21,TRUE
"BF08_1","BF08","1","1970s",452500.1095007,6192499.72538707,44,0.319323676527882,0.988169014084507,22,TRUE
"EG26_1","EG26","1","1970s",612500.200980525,6132499.87014104,88,0.318404831285479,0.987605633802817,23,TRUE
"BH69_1","BH69","1","1970s",482500.030380152,6097499.69276854,61,0.317568409211043,0.987042253521127,24,TRUE
"BD18_1","BD18","1","1970s",457500.029093336,6292499.78152426,79,0.316659478256268,0.986478873239437,25,TRUE
"DE44_1","DE44","1","1970s",572499.93251617,6222499.77504775,86,0.314293823144088,0.985915492957746,26,TRUE
"AF93_1","AF93","1","1970s",447500.165384063,6167499.78851479,84,0.31328332894757,0.985352112676056,27,TRUE
"CH37_1","CH37","1","1970s",517500.099070811,6087499.84528249,76,0.311230827417886,0.984788732394366,28,TRUE
"FH44_1","FH44","1","1970s",672500.153162907,6072499.62007781,83,0.306394857336551,0.984225352112676,29,TRUE
"CE72_1","CE72","1","1970s",537500.075503978,6212499.70210073,83,0.305345188822712,0.983661971830986,30,TRUE
"CC75_1","CC75","1","1970s",537499.762846018,6327499.68405006,96,0.304039834010869,0.983098591549296,31,TRUE
"FH32_1","FH32","1","1970s",667500.135212743,6062499.59689973,84,0.297800497309533,0.982535211267606,32,TRUE
"AF98_1","AF98","1","1970s",447500.138736578,6192499.68358703,48,0.297720315358511,0.981971830985915,33,TRUE
"EG94_1","EG94","1","1970s",647500.190165515,6122499.6571959,90,0.297292228547108,0.981408450704225,34,TRUE
"FE82_1","FE82","1","1970s",692500.346334333,6212499.95622279,87,0.291829116914649,0.980845070422535,35,TRUE
"DH17_1","DH17","1","1970s",557500.131502509,6087499.8943016,83,0.291320473627545,0.980281690140845,36,TRUE
"CH27_1","CH27","1","1970s",512500.043889754,6087499.80958286,79,0.290438826520715,0.979718309859155,37,TRUE
"EB03_1","EB03","1","1970s",617499.404172459,6347499.78701322,65,0.287222657411625,0.979154929577465,38,TRUE
"FH21_1","FH21","1","1970s",662500.130102888,6057499.66692142,74,0.283670535821403,0.978591549295775,39,TRUE
"DB77_1","DB77","1","1970s",587499.41975262,6387499.58264806,44,0.277544939231112,0.978028169014085,40,TRUE
"FE40_1","FE40","1","1970s",672500.300850739,6202499.85816425,92,0.277214531495189,0.977464788732394,41,TRUE
"HA04_1","HA04","1","1970s",865042.17037441,6122447.22532909,67,0.275775553272634,0.976901408450704,42,TRUE
"DH86_1","DH86","1","1970s",592500.142276862,6082499.83167894,66,0.275656271276253,0.976338028169014,43,TRUE
"BH57_1","BH57","1","1970s",477500.057518914,6087499.71740308,67,0.275399379818008,0.975774647887324,44,TRUE
"EF02_1","EF02","1","1970s",602500.11502745,6162499.89289854,71,0.271776242720414,0.975211267605634,45,TRUE
"GF15_1","GF15","1","1970s",707500.394416255,6177499.76733333,59,0.269619850666149,0.974647887323944,46,TRUE
"BG42_1","BG42","1","1970s",472499.930919082,6112499.75057768,72,0.26468429628858,0.974084507042253,47,TRUE
"GF53_1","GF53","1","1970s",727500.422905934,6167499.78133534,68,0.264601488644415,0.973521126760563,48,TRUE
"EG84_1","EG84","1","1970s",642500.182127009,6122499.75285182,76,0.264480777558905,0.972957746478873,49,TRUE
"CH58_1","CH58","1","1970s",527500.103977486,6092499.8439165,72,0.264349910985121,0.972394366197183,50,TRUE
"BH77_1","BH77","1","1970s",487500.034150619,6087499.77562375,86,0.263314490014982,0.971830985915493,51,TRUE
"DH06_1","DH06","1","1970s",552500.188518352,6082499.89409094,76,0.263250200321998,0.971267605633803,52,TRUE
"CC05_1","CC05","1","1970s",502500.018940672,6327499.55050851,48,0.262568083792624,0.970704225352113,53,TRUE
"BG29_1","BG29","1","1970s",462500.084871241,6147499.94167722,87,0.26240563549374,0.970140845070423,54,TRUE
"CH46_1","CH46","1","1970s",522500.095481355,6082499.85158837,76,0.26140295833224,0.969577464788732,55,TRUE
"GF44_1","GF44","1","1970s",722500.399676982,6172499.76235152,60,0.259857829785159,0.969014084507042,56,TRUE
"FH23_1","FH23","1","1970s",662500.15225216,6067499.61791243,78,0.258257998963871,0.968450704225352,57,TRUE
"DB89_1","DB89","1","1970s",592499.276854376,6397499.38908618,60,0.258006252798217,0.967887323943662,58,TRUE
"BH89_1","BH89","1","1970s",492500.048697486,6097499.78774387,59,0.256330052861769,0.967323943661972,59,TRUE
"DC40_1","DC40","1","1970s",572499.814865005,6302499.9695267,73,0.256252450437161,0.966760563380282,60,TRUE
"GG28_1","GG28","1","1970s",712500.35862841,6142499.66440793,71,0.255133024613981,0.966197183098592,61,TRUE
"HA05_1","HA05","1","1970s",864612.115336128,6127436.83848543,50,0.250161499933033,0.965633802816901,62,TRUE
"DE87_1","DE87","1","1970s",592500.011741156,6237499.7700439,84,0.249283178605346,0.965070422535211,63,TRUE
"HA07_1","HA07","1","1970s",863751.2660785,6137416.16692685,58,0.247927338667068,0.964507042253521,64,TRUE
"CH97_1","CH97","1","1970s",547500.118677858,6087499.91552018,75,0.247257832339718,0.963943661971831,65,TRUE
"CH55_1","CH55","1","1970s",527500.122035771,6077499.81282409,87,0.247228958863822,0.963380281690141,66,TRUE
"EH14_1","EH14","1","1970s",607500.188128752,6072499.82099751,69,0.24569592781071,0.962816901408451,67,TRUE
"AF99_1","AF99","1","1970s",447500.123589179,6197499.75431511,47,0.245152738016506,0.96225352112676,68,TRUE
"FG93_1","FG93","1","1970s",697500.272298716,6117499.53376504,82,0.244670369608847,0.96169014084507,69,TRUE
"GF43_1","GF43","1","1970s",722500.383918834,6167499.73768856,58,0.240677583612377,0.96112676056338,70,TRUE
