response_label,period,driver_label,n_cells,n_supported_negative,n_supported_positive,percent_supported_negative,percent_supported_positive,local_t_q05,local_t_q25,local_t_median,local_t_q75,local_t_q95,coefficient_q05,coefficient_median,coefficient_q95,base_y,y_period
Predicted richness,2010s,Temperature,1904,103,834,5.409663865546219,43.80252100840336,-2.030448549384554,0.15534751464132748,1.431154024430553,3.204233005240481,6.102964274476589,-1.4100353201940012,1.1277882031241924,7.760461787696952,8,8.22
Predicted richness,2010s,Precipitation,1904,941,138,49.42226890756302,7.2478991596638656,-6.252170691755605,-3.4443652515426217,-1.8780877503790896,0.37049984312828355,2.226399816143676,-4.076499718424781,-1.4276015729719176,4.041394751835485,7,7.22
Predicted richness,2010s,Land-use heterogeneity,1904,0,1833,0,96.27100840336135,2.101633642030906,3.2496156242086625,4.007412777918648,4.5048159756622255,5.060924031848261,1.4243199839094358,3.020623570224311,4.400664303279977,6,6.22
Predicted richness,2010s,Urban (% coverage),1904,0,1811,0,95.1155462184874,2.033747469545269,3.313813701814377,4.416448865050593,6.064322625127309,7.7533435240871516,1.4702034868759724,2.6964051690334863,4.5733870284443165,5,5.22
Predicted richness,2010s,Cropland (% coverage),1904,0,971,0,50.997899159663866,-0.5448828748179938,0.5369214688927328,2.0877889995415266,3.7293866370972952,6.342576415489513,-0.5403945290031875,1.9118268564481327,5.0377872496167395,4,4.22
Predicted richness,2010s,Pasture (% coverage),1904,0,1611,0,84.61134453781513,0.22670380760364506,2.7714923533753324,3.988708220738064,4.985782312270155,6.243303401606827,0.1572496793653741,2.559191490019427,4.621409044428125,3,3.22
Predicted richness,2010s,Forest (% coverage),1904,0,1817,0,95.43067226890756,2.008250118233946,4.4710804706956875,5.472097287389396,7.090182557769037,11.158416555508737,1.8835036344592702,4.0526209039485686,6.0035856009106086,2,2.22
Predicted richness,2010s,Grass/Shrubland (% coverage),1904,0,408,0,21.428571428571427,-1.1066711878384394,-0.4376187977637293,0.5020296063859935,1.7372257358530634,3.620848551534281,-0.5947110747186053,0.3145744011775278,1.63144804812895,1,1.22
All-site beta turnover,1970s,Temperature,1776,7,20,0.39414414414414417,1.1261261261261262,-1.4558740322529187,-0.6070713565605398,-0.17818431728383938,0.20101671837700263,1.5916128934197271,-0.007302885410121029,-6.632949007417692e-4,0.005962852114399805,8,7.78
All-site beta turnover,1970s,Precipitation,1776,0,617,0,34.740990990990994,-0.8520973768092429,0.05073586955563819,1.1156328959333042,2.952176138366852,5.471256730235394,-0.00672790069984063,0.004033384874544995,0.017724644544430596,7,6.78
All-site beta turnover,1970s,Land-use heterogeneity,1776,146,107,8.22072072072072,6.024774774774775,-2.1760922523654647,-1.3845582632054727,-0.9308308320628493,-0.031250819312132624,2.4317480903362716,-0.009470585055154402,-0.00347559033086063,0.012218605884978567,6,5.78
All-site beta turnover,1970s,Urban (% coverage),1776,1287,0,72.46621621621621,0,-7.6260675378570015,-5.770509315317602,-3.362574670752105,-1.8267933231005444,-0.4398763571226097,-0.027471296213186176,-0.01004031084162263,-0.0012578649751756924,5,4.78
All-site beta turnover,1970s,Cropland (% coverage),1776,1731,0,97.46621621621621,0,-10.84735204937589,-7.774944154622231,-4.71033261075907,-3.7672481970480702,-2.4388553072333816,-0.05075240215295294,-0.0237091795607871,-0.013766622269075669,4,3.78
All-site beta turnover,1970s,Pasture (% coverage),1776,569,19,32.038288288288285,1.0698198198198199,-3.642877095859301,-2.311375532529729,-1.3152839720064384,0.4829514187580814,1.2276922033360074,-0.010021490098630816,-0.00415741324804963,0.00637602561405194,3,2.78
All-site beta turnover,1970s,Forest (% coverage),1776,1078,0,60.6981981981982,0,-7.3303474366595704,-5.615605375117301,-2.63468674765424,-1.45881602897938,-0.4545402412156998,-0.024132463450243676,-0.01033948380278446,-0.0016303471417772374,2,1.78
All-site beta turnover,1970s,Grass/Shrubland (% coverage),1776,533,12,30.01126126126126,0.6756756756756757,-4.9218659511476215,-2.453679645635578,-0.9014595192649955,0.4632081843116795,1.4933749627504178,-0.012139938371758096,-0.002441436122994005,0.006003861045673081,1,0.78
All-site beta turnover,1990s,Temperature,1850,281,399,15.18918918918919,21.56756756756757,-4.981530777402055,-0.37029651378195894,0.6526651179013667,1.773192908318543,3.3945922006420792,-0.027393238483989966,0.00295270166756517,0.010148346486292266,8,8
All-site beta turnover,1990s,Precipitation,1850,123,719,6.648648648648648,38.86486486486486,-2.506368179822312,0.07085830509360604,1.1116743384369587,2.916925400439463,4.661988554450311,-0.009499713079241303,0.004002793428386625,0.013303374923431203,7,7
All-site beta turnover,1990s,Land-use heterogeneity,1850,1522,0,82.27027027027027,0,-6.222552247516629,-5.153986042441773,-3.6546356201734245,-2.235164792032896,-0.43586060931789455,-0.022857654008591965,-0.0109573875542704,-0.0017899248692802427,6,6
All-site beta turnover,1990s,Urban (% coverage),1850,940,0,50.810810810810814,0,-7.0809918137827825,-4.361088549092063,-1.9881948940194665,-0.849159731836622,0.5625211056328256,-0.024290549522067925,-0.005673363059151755,0.0019526370681425325,5,5
All-site beta turnover,1990s,Cropland (% coverage),1850,1744,0,94.27027027027027,0,-11.423148025523503,-9.078278661805854,-4.929810367665619,-3.44230545533994,-1.674674489366393,-0.05433449496793681,-0.01994809976324174,-0.007590968864656431,4,4
All-site beta turnover,1990s,Pasture (% coverage),1850,0,316,0,17.08108108108108,-0.9120196629102182,-0.24618736072992778,0.41090353664241674,1.2592784370043297,5.163948996878892,-0.005186285981705669,0.001115928496259605,0.012825309836034506,3,3
All-site beta turnover,1990s,Forest (% coverage),1850,909,0,49.13513513513514,0,-7.8188495002075324,-6.0955075957719345,-1.885255122813839,-0.2991963810945279,0.722982625050644,-0.02817140290858327,-0.0064278225278736004,0.002087271826233247,2,2
All-site beta turnover,1990s,Grass/Shrubland (% coverage),1850,336,0,18.16216216216216,0,-4.671499411213251,-1.456591705581655,-0.17736956850409225,0.6864983949101924,1.036694782625781,-0.010499591297642611,-6.547382091785993e-4,0.003546925934977814,1,1
All-site beta turnover,2010s,Temperature,1904,350,346,18.38235294117647,18.172268907563026,-8.765333779779516,-1.24312963168168,0.12356080250071863,1.457394447099353,2.636590367558013,-0.028945118102090776,3.954133943146377e-4,0.005217166345272224,8,8.22
All-site beta turnover,2010s,Precipitation,1904,162,689,8.508403361344538,36.186974789915965,-2.3989229240759964,-0.7072000482797957,1.209534472461617,3.0445026552869425,6.807990452618326,-0.009100778672455666,0.003457501059610725,0.017276170327514145,7,7.22
All-site beta turnover,2010s,Land-use heterogeneity,1904,1783,0,93.64495798319328,0,-6.3969756937500915,-5.342104511792987,-4.560434132620031,-3.512310613479564,-1.4523734844879053,-0.0167834816339067,-0.009718802894366399,-0.005304642902068294,6,6.22
All-site beta turnover,2010s,Urban (% coverage),1904,1087,2,57.09033613445378,0.10504201680672269,-9.473009191823143,-6.844795841948898,-2.461651346809279,-0.8266285648412786,0.7209108232512851,-0.022024537521090723,-0.0054217404456795,0.001246292982865918,5,5.22
All-site beta turnover,2010s,Cropland (% coverage),1904,1868,0,98.10924369747899,0,-15.844569498250353,-12.321410384909996,-6.4146997969250314,-5.129617341154098,-3.3017628685487423,-0.04648566609733971,-0.019770883060531992,-0.01178457473354545,4,4.22
All-site beta turnover,2010s,Pasture (% coverage),1904,0,1040,0,54.621848739495796,-0.6227037483813408,1.1245317845787959,2.0835450975465157,2.8020629138951056,7.864566288280285,-0.001268840232854051,0.00496562281281844,0.017544562457632057,3,3.22
All-site beta turnover,2010s,Forest (% coverage),1904,729,21,38.28781512605042,1.1029411764705883,-10.926323860869203,-5.925623018124902,-0.8569057732792251,0.13750735479953263,1.6079334090228177,-0.020703403286288308,-0.0021935561534106,0.003293271028323096,2,2.22
All-site beta turnover,2010s,Grass/Shrubland (% coverage),1904,825,5,43.32983193277311,0.26260504201680673,-5.55281980791472,-3.5120086074589483,-1.680697133731995,-0.726082786230151,0.5033097619412147,-0.009192529921446604,-0.00362068987439921,8.793547446729584e-4,1,1.22
