period,driver_label,local_t_plot,density,base_y,max_density,density_scaled,ridge_y,effect_sign
1970s,Temperature,-8,2.4364304957786215e-17,8,0.2985748996329664,8.16019865961167e-17,8,Negative
1970s,Temperature,-7.9498432601880875,1.5344728474851586e-17,8,0.2985748996329664,5.1393229952399307e-17,8,Negative
1970s,Temperature,-7.899686520376176,1.2646685625694796e-17,8,0.2985748996329664,4.2356827855392984e-17,8,Negative
1970s,Temperature,-7.849529780564263,2.0489848378384635e-17,8,0.2985748996329664,6.86254886247052e-17,8,Negative
1970s,Temperature,-7.799373040752351,1.686588765497564e-17,8,0.2985748996329664,5.648796223563541e-17,8,Negative
1970s,Temperature,-7.7492163009404385,2.0878314767269388e-17,8,0.2985748996329664,6.992655709818469e-17,8,Negative
1970s,Temperature,-7.699059561128527,2.5322947544463088e-17,8,0.2985748996329664,8.481271391397001e-17,8,Negative
1970s,Temperature,-7.648902821316614,1.837351939245585e-17,8,0.2985748996329664,6.153738782142149e-17,8,Negative
1970s,Temperature,-7.598746081504702,3.2891121333617955e-18,8,0.2985748996329664,1.101603697231432e-17,8,Negative
1970s,Temperature,-7.54858934169279,1.4859286960795848e-17,8,0.2985748996329664,4.9767368184874695e-17,8,Negative
1970s,Temperature,-7.498432601880878,3.66707483582885e-18,8,0.2985748996329664,1.2281926043805856e-17,8,Negative
1970s,Temperature,-7.448275862068965,1.4579656036805482e-17,8,0.2985748996329664,4.883081616950397e-17,8,Negative
1970s,Temperature,-7.398119122257054,1.5284262021753873e-17,8,0.2985748996329664,5.119071308587086e-17,8,Negative
1970s,Temperature,-7.347962382445141,2.6532173976238676e-17,8,0.2985748996329664,8.886270751109445e-17,8,Negative
1970s,Temperature,-7.297805642633229,7.652354809362376e-18,8,0.2985748996329664,2.562959853212477e-17,8,Negative
1970s,Temperature,-7.247648902821316,2.5565516132851908e-17,8,0.2985748996329664,8.56251351479284e-17,8,Negative
1970s,Temperature,-7.197492163009405,1.947177516559907e-17,8,0.2985748996329664,6.521571367698834e-17,8,Negative
1970s,Temperature,-7.147335423197492,2.4475592178369654e-17,8,0.2985748996329664,8.197471458068688e-17,8,Negative
1970s,Temperature,-7.09717868338558,2.868600467487454e-17,8,0.2985748996329664,9.607641067664366e-17,8,Negative
1970s,Temperature,-7.047021943573668,1.6659970825130103e-17,8,0.2985748996329664,5.579829666060326e-17,8,Negative
1970s,Temperature,-6.996865203761756,3.106380154082568e-17,8,0.2985748996329664,1.040402310408944e-16,8,Negative
1970s,Temperature,-6.946708463949843,3.4573675179178234e-17,8,0.2985748996329664,1.1579565201789946e-16,8,Negative
1970s,Temperature,-6.8965517241379315,1.6749197246514633e-17,8,0.2985748996329664,5.609713765994451e-17,8,Negative
1970s,Temperature,-6.846394984326019,3.674283508623221e-17,8,0.2985748996329664,1.2306069643295407e-16,8,Negative
1970s,Temperature,-6.7962382445141065,3.039451057333663e-17,8,0.2985748996329664,1.0179861271225459e-16,8,Negative
1970s,Temperature,-6.746081504702194,3.254017076390037e-17,8,0.2985748996329664,1.0898495085789698e-16,8,Negative
1970s,Temperature,-6.695924764890282,3.2893540390125066e-17,8,0.2985748996329664,1.1016847173208665e-16,8,Negative
1970s,Temperature,-6.64576802507837,3.3647622098194214e-17,8,0.2985748996329664,1.1269407488558726e-16,8,Negative
1970s,Temperature,-6.5956112852664575,3.840348856126194e-17,8,0.2985748996329664,1.2862262905713363e-16,8,Negative
1970s,Temperature,-6.545454545454546,3.114714596297725e-17,8,0.2985748996329664,1.0431937179336228e-16,8,Negative
1970s,Temperature,-6.495297805642633,3.8432188335051334e-17,8,0.2985748996329664,1.2871875158392564e-16,8,Negative
1970s,Temperature,-6.445141065830721,1.5506220542235667e-17,8,0.2985748996329664,5.193410618674654e-17,8,Negative
1970s,Temperature,-6.394984326018809,1.6721349215475125e-17,8,0.2985748996329664,5.600386782690181e-17,8,Negative
1970s,Temperature,-6.344827586206897,1.8836804256342717e-17,8,0.2985748996329664,6.30890415754925e-17,8,Negative
1970s,Temperature,-6.294670846394984,2.2271427212176572e-17,8,0.2985748996329664,7.459242970375105e-17,8,Negative
1970s,Temperature,-6.244514106583072,2.1911090191249986e-17,8,0.2985748996329664,7.338557332912096e-17,8,Negative
1970s,Temperature,-6.19435736677116,2.1306524523560706e-17,8,0.2985748996329664,7.136073578104687e-17,8,Negative
1970s,Temperature,-6.144200626959248,3.027788078756004e-17,8,0.2985748996329664,1.0140799117668691e-16,8,Negative
1970s,Temperature,-6.094043887147335,2.903786305088547e-17,8,0.2985748996329664,9.725487000608985e-17,8,Negative
1970s,Temperature,-6.043887147335424,1.828552787681601e-17,8,0.2985748996329664,6.124268282194562e-17,8,Negative
1970s,Temperature,-5.993730407523511,2.4128671077367022e-17,8,0.2985748996329664,8.081279138677776e-17,8,Negative
1970s,Temperature,-5.943573667711599,3.452895357998952e-17,8,0.2985748996329664,1.156458684987768e-16,8,Negative
1970s,Temperature,-5.893416927899686,2.1636093348067945e-17,8,0.2985748996329664,7.246454197812631e-17,8,Negative
1970s,Temperature,-5.843260188087775,8.438597030120037e-18,8,0.2985748996329664,2.8262915069195287e-17,8,Negative
1970s,Temperature,-5.793103448275862,1.2937651561792681e-17,8,0.2985748996329664,4.3331343584798116e-17,8,Negative
1970s,Temperature,-5.74294670846395,1.3264162618710482e-17,8,0.2985748996329664,4.4424908574082804e-17,8,Negative
1970s,Temperature,-5.692789968652038,1.4635350453243877e-17,8,0.2985748996329664,4.9017350323938454e-17,8,Negative
1970s,Temperature,-5.6426332288401255,1.8890988124112936e-17,8,0.2985748996329664,6.327051653483043e-17,8,Negative
1970s,Temperature,-5.592476489028213,1.3564367948224634e-17,8,0.2985748996329664,4.543036928053599e-17,8,Negative
1970s,Temperature,-5.542319749216301,1.9923245909277866e-17,8,0.2985748996329664,6.672779906740054e-17,8,Negative
1970s,Temperature,-5.492163009404389,1.3230934859378189e-17,8,0.2985748996329664,4.4313620721777943e-17,8,Negative
1970s,Temperature,-5.4420062695924765,2.6215914841749482e-17,8,0.2985748996329664,8.7803478704929e-17,8,Negative
1970s,Temperature,-5.391849529780564,1.9889146503048133e-17,8,0.2985748996329664,6.661359185751234e-17,8,Negative
1970s,Temperature,-5.341692789968652,2.7550151497877053e-17,8,0.2985748996329664,9.2272161965872e-17,8,Negative
1970s,Temperature,-5.29153605015674,1.3762946971314336e-17,8,0.2985748996329664,4.6095458755015637e-17,8,Negative
1970s,Temperature,-5.241379310344827,1.7592886146509647e-17,8,0.2985748996329664,5.892285710599355e-17,8,Negative
1970s,Temperature,-5.191222570532916,1.6617214596225575e-17,8,0.2985748996329664,5.565509564485449e-17,8,Negative
1970s,Temperature,-5.141065830721003,2.1817423361534563e-17,8,0.2985748996329664,7.307186032166264e-17,8,Negative
1970s,Temperature,-5.090909090909091,1.9949705189151777e-17,8,0.2985748996329664,6.681641763482345e-17,8,Negative
1970s,Temperature,-5.040752351097179,3.472113264393422e-17,8,0.2985748996329664,1.1628952295258705e-16,8,Negative
1970s,Temperature,-4.990595611285267,2.942457980241291e-17,8,0.2985748996329664,9.855007851826829e-17,8,Negative
1970s,Temperature,-4.940438871473354,2.7951081321680006e-17,8,0.2985748996329664,9.361497351599162e-17,8,Negative
1970s,Temperature,-4.890282131661442,2.8101101316454723e-17,8,0.2985748996329664,9.411742698732875e-17,8,Negative
1970s,Temperature,-4.84012539184953,3.941295032402384e-17,8,0.2985748996329664,1.3200356216304043e-16,8,Negative
1970s,Temperature,-4.789968652037618,2.955519197866621e-17,8,0.2985748996329664,9.898753048229426e-17,8,Negative
1970s,Temperature,-4.739811912225705,4.421428979509254e-17,8,0.2985748996329664,1.480844165046844e-16,8,Negative
1970s,Temperature,-4.689655172413794,5.272596411432517e-18,8,0.2985748996329664,1.7659208519919254e-17,8,Negative
1970s,Temperature,-4.639498432601881,1.9314559470107602e-17,8,0.2985748996329664,6.468916005280651e-17,8,Negative
1970s,Temperature,-4.589341692789969,2.6722303303421115e-17,8,0.2985748996329664,8.949949689766432e-17,8,Negative
1970s,Temperature,-4.539184952978056,2.0362316734213373e-17,8,0.2985748996329664,6.819835411229966e-17,8,Negative
1970s,Temperature,-4.4890282131661445,5.597367220002363e-17,8,0.2985748996329664,1.8746944993980143e-16,8,Negative
1970s,Temperature,-4.438871473354232,1.351783116794106e-16,8,0.2985748996329664,4.527450627818455e-16,8,Negative
1970s,Temperature,-4.38871473354232,3.552789436833361e-16,8,0.2985748996329664,1.1899156430097611e-15,8,Negative
1970s,Temperature,-4.338557993730408,1.046114380251064e-15,8,0.2985748996329664,3.5036916416518487e-15,8.000000000000002,Negative
1970s,Temperature,-4.2884012539184955,2.888249684660541e-15,8,0.2985748996329664,9.673451077806683e-15,8.000000000000007,Negative
1970s,Temperature,-4.238244514106583,8.824134388485696e-15,8,0.2985748996329664,2.955417350665803e-14,8.000000000000021,Negative
1970s,Temperature,-4.188087774294671,2.4948505553458587e-14,8,0.2985748996329664,8.355861656196622e-14,8.00000000000006,Negative
1970s,Temperature,-4.137931034482759,6.640379010986278e-14,8,0.2985748996329664,2.224024530913079e-13,8.00000000000016,Negative
1970s,Temperature,-4.087774294670846,1.9297005835730864e-13,8,0.2985748996329664,6.463036865942978e-13,8.000000000000465,Negative
1970s,Temperature,-4.037617554858934,5.078786531010396e-13,8,0.2985748996329664,1.7010092064850968e-12,8.000000000001224,Negative
1970s,Temperature,-3.9874608150470223,1.3216385015267375e-12,8,0.2985748996329664,4.4264889753003605e-12,8.000000000003187,Negative
1970s,Temperature,-3.93730407523511,3.517664363184114e-12,8,0.2985748996329664,1.1781514010415228e-11,8.000000000008482,Negative
1970s,Temperature,-3.887147335423198,8.640056920010731e-12,8,0.2985748996329664,2.8937653267678636e-11,8.000000000020835,Negative
1970s,Temperature,-3.8369905956112853,2.1732758604980795e-11,8,0.2985748996329664,7.278829744796547e-11,8.000000000052408,Negative
1970s,Temperature,-3.7868338557993733,5.343375881733632e-11,8,0.2985748996329664,1.7896266190835743e-10,8.000000000128853,Negative
1970s,Temperature,-3.7366771159874608,1.2295358918365764e-10,8,0.2985748996329664,4.1180149213749254e-10,8.000000000296497,Negative
1970s,Temperature,-3.6865203761755487,2.9651511028321264e-10,8,0.2985748996329664,9.931012641977413e-10,8.000000000715033,Negative
1970s,Temperature,-3.6363636363636367,6.7782881001026045e-10,8,0.2985748996329664,2.2702136410110333e-9,8.000000001634554,Negative
1970s,Temperature,-3.586206896551724,1.4747845625864982e-9,8,0.2985748996329664,4.939412403384975e-9,8.000000003556377,Negative
1970s,Temperature,-3.536050156739812,3.368639985244155e-9,8,0.2985748996329664,1.1282395102150827e-8,8.000000008123324,Negative
1970s,Temperature,-3.4858934169278997,7.194783910188562e-9,8,0.2985748996329664,2.409708223642711e-8,8.0000000173499,Negative
1970s,Temperature,-3.4357366771159876,1.5099426749875438e-8,8,0.2985748996329664,5.0571654778874357e-08,8.000000036411592,Negative
1970s,Temperature,-3.3855799373040756,3.196275398828922e-8,8,0.2985748996329664,1.0705104155634164e-7,8.00000007707675,Negative
1970s,Temperature,-3.335423197492163,6.402523426632933e-8,8,0.2985748996329664,2.144360907264294e-7,8.000000154393986,Negative
1970s,Temperature,-3.285266457680251,1.2869529661925956e-7,8,0.2985748996329664,4.3103186764012224e-7,8.000000310342944,Negative
1970s,Temperature,-3.2351097178683386,2.539958011030657e-7,8,0.2985748996329664,8.506937502626606e-7,8.0000006124995,Negative
1970s,Temperature,-3.1849529780564265,4.786549202892261e-7,8,0.2985748996329664,1.6031318134164302e-6,8.000001154254905,Negative
1970s,Temperature,-3.1347962382445145,9.169759453025685e-7,8,0.2985748996329664,3.071175595905058e-6,8.000002211246429,Negative
1970s,Temperature,-3.084639498432602,1.6952508478598636e-6,8,0.2985748996329664,5.677807645397553e-6,8.000004088021505,Negative
1970s,Temperature,-3.03448275862069,3.0217275607473887e-6,8,0.2985748996329664,1.0120500967971362e-5,8.000007286760697,Negative
1970s,Temperature,-2.9843260188087775,5.4837338846821845e-6,8,0.2985748996329664,1.83663593002066e-5,8.000013223778696,Negative
1970s,Temperature,-2.9341692789968654,9.532923657064919e-6,8,0.2985748996329664,3.192808125794766e-5,8.000022988218506,Negative
1970s,Temperature,-2.8840125391849534,1.625746757326315e-5,8,0.2985748996329664,5.445021531698815e-5,8.000039204155028,Negative
1970s,Temperature,-2.833855799373041,2.7639462173813246e-5,8,0.2985748996329664,9.257128515421095e-5,8.00006665132531,Negative
1970s,Temperature,-2.783699059561129,4.533095334348054e-5,8,0.2985748996329664,1.5182439447925861e-4,8.000109313564025,Negative
1970s,Temperature,-2.7335423197492164,7.37259377385714e-5,8,0.2985748996329664,2.4692610741626833e-4,8.00017778679734,Negative
1970s,Temperature,-2.6833855799373043,1.1796588983003055e-4,8,0.2985748996329664,3.9509647319665596e-4,8.000284469460702,Negative
1970s,Temperature,-2.6332288401253923,1.830916795280127e-4,8,0.2985748996329664,6.132185918946453e-4,8.000441517386164,Negative
1970s,Temperature,-2.58307210031348,2.8351372070117625e-4,8,0.2985748996329664,9.495564464718748e-4,8.00068368064146,Negative
1970s,Temperature,-2.5329153605015677,4.286921747857201e-4,8,0.2985748996329664,0.001435794419801212,8.001033771982257,Negative
1970s,Temperature,-2.4827586206896552,6.321236411630933e-4,8,0.2985748996329664,0.0021171359077409163,8.001524337853574,Negative
1970s,Temperature,-2.432601880877743,9.307866339951454e-4,8,0.2985748996329664,0.003117430953302998,8.002244550286377,Negative
1970s,Temperature,-2.3824451410658307,0.0013351213455378773,8,0.2985748996329664,0.00447164630107595,8.003219585336774,Negative
1970s,Temperature,-2.3322884012539187,0.0018826747461380613,8,0.2985748996329664,0.006305535892174475,8.004539985842365,Negative
1970s,Temperature,-2.2821316614420066,0.0026289290102675103,8,0.2985748996329664,0.008804923031035807,8.006339544582346,Negative
1970s,Temperature,-2.231974921630094,0.003590559395351955,8,0.2985748996329664,0.012025657212866102,8.008658473193263,Negative
1970s,Temperature,-2.181818181818182,0.004843801979780673,8,0.2985748996329664,0.016223071616988185,8.011680611564232,Negative
1970s,Temperature,-2.1316614420062696,0.006442659955343734,8,0.2985748996329664,0.02157803607491319,8.015536185973938,Negative
1970s,Temperature,-2.0815047021943576,0.008408905166203504,8,0.2985748996329664,0.02816346979113262,8.020277698249615,Negative
1970s,Temperature,-2.0313479623824455,0.010867599831992166,8,0.2985748996329664,0.03639823657431198,8.026206730333504,Negative
1970s,Temperature,-1.981191222570533,0.013825433341708056,8,0.2985748996329664,0.04630474081613509,8.033339413387617,Negative
1970s,Temperature,-1.931034482758621,0.017308351208466757,8,0.2985748996329664,0.05796988035412103,8.041738313854967,Negative
1970s,Temperature,-1.8808777429467087,0.021470142724805696,8,0.2985748996329664,0.07190873295510981,8.05177428772768,Negative
1970s,Temperature,-1.8307210031347965,0.02622558804550914,8,0.2985748996329664,0.08783587661838908,8.06324183116524,Negative
1970s,Temperature,-1.7805642633228842,0.03162373634927382,8,0.2985748996329664,0.10591558898001271,8.076259224065609,Negative
1970s,Temperature,-1.730407523510972,0.037721022699109985,8,0.2985748996329664,0.12633688480002794,8.09096255705602,Negative
1970s,Temperature,-1.68025078369906,0.04440705223746633,8,0.2985748996329664,0.1487300248348245,8.107085617881074,Negative
1970s,Temperature,-1.6300940438871476,0.05170744825782867,8,0.2985748996329664,0.1731808277299661,8.124690195965576,Negative
1970s,Temperature,-1.5799373040752354,0.05955933111202809,8,0.2985748996329664,0.19947869424135609,8.143624659853776,Negative
1970s,Temperature,-1.529780564263323,0.06784921032400078,8,0.2985748996329664,0.22724351714563676,8.16361533234486,Negative
1970s,Temperature,-1.4796238244514108,0.07655975863552512,8,0.2985748996329664,0.25641726323826575,8.18462042953155,Negative
1970s,Temperature,-1.4294670846394988,0.085564755701888,8,0.2985748996329664,0.28657718986784037,8.206335576704845,Negative
1970s,Temperature,-1.3793103448275865,0.09477776600820849,8,0.2985748996329664,0.3174338034600945,8.228552338491268,Negative
1970s,Temperature,-1.3291536050156743,0.10415039881925607,8,0.2985748996329664,0.3488250316663811,8.251154022799794,Negative
1970s,Temperature,-1.278996865203762,0.11359206202381938,8,0.2985748996329664,0.38044745945977504,8.273922170811039,Negative
1970s,Temperature,-1.2288401253918497,0.12306144243453661,8,0.2985748996329664,0.41216271892183226,8.29675715762372,Negative
1970s,Temperature,-1.1786833855799377,0.13252665257147367,8,0.2985748996329664,0.4438640111221227,8.319582088007929,Negative
1970s,Temperature,-1.1285266457680254,0.14197469879481162,8,0.2985748996329664,0.47550781719876306,8.34236562838311,Negative
1970s,Temperature,-1.0783699059561132,0.15140491886117302,8,0.2985748996329664,0.5070919191375189,8.365106181779014,Negative
1970s,Temperature,-1.0282131661442009,0.16082880107270947,8,0.2985748996329664,0.5386547940580868,8.387831451721823,Negative
1970s,Temperature,-0.9780564263322886,0.1702608302145521,8,0.2985748996329664,0.5702449550308856,8.410576367622237,Negative
1970s,Temperature,-0.9278996865203765,0.17971650078858567,8,0.2985748996329664,0.6019142969134661,8.433378293777695,Negative
1970s,Temperature,-0.8777429467084642,0.18919818343469189,8,0.2985748996329664,0.6336707595557106,8.456242946880112,Negative
1970s,Temperature,-0.827586206896552,0.198697492162891,8,0.2985748996329664,0.6654862562363643,8.479150104490182,Negative
1970s,Temperature,-0.7774294670846398,0.20818838650631688,8,0.2985748996329664,0.6972735710946891,8.502036971188176,Negative
1970s,Temperature,-0.7272727272727275,0.2176308515430822,8,0.2985748996329664,0.7288986844192613,8.524807052781869,Negative
1970s,Temperature,-0.6771159874608154,0.2269667329945184,8,0.2985748996329664,0.7601668233784057,8.547320112832452,Negative
1970s,Temperature,-0.6269592476489031,0.23610477708712885,8,0.2985748996329664,0.7907723568771818,8.569356096951571,Negative
1970s,Temperature,-0.5768025078369909,0.24499208728359245,8,0.2985748996329664,0.8205381215392101,8.590787447508232,Negative
1970s,Temperature,-0.5266457680250787,0.2535092733560337,8,0.2985748996329664,0.8490642504365531,8.611326260314318,Negative
1970s,Temperature,-0.4764890282131664,0.26155872253725215,8,0.2985748996329664,0.8760238146568325,8.630737146552919,Negative
1970s,Temperature,-0.4263322884012542,0.26909715260424083,8,0.2985748996329664,0.9012718515020448,8.648915733081472,Negative
1970s,Temperature,-0.376175548589342,0.2759394774960704,8,0.2985748996329664,0.9241884627116298,8.665415693152374,Negative
1970s,Temperature,-0.3260188087774298,0.2820574527074812,8,0.2985748996329664,0.9446790505638959,8.680168916406005,Negative
1970s,Temperature,-0.27586206896551757,0.2874066695385792,8,0.2985748996329664,0.9625948795156051,8.693068313251235,Negative
1970s,Temperature,-0.2257053291536053,0.29172441048611514,8,0.2985748996329664,0.9770560447134957,8.703480352193717,Negative
1970s,Temperature,-0.1755485893416931,0.29510971360820293,8,0.2985748996329664,0.9883942487160736,8.711643859075572,Negative
1970s,Temperature,-0.12539184952978089,0.2974452196096798,8,0.2985748996329664,0.9962164266833036,8.717275827211978,Negative
1970s,Temperature,-0.07523510971786865,0.2985590050781905,8,0.2985748996329664,0.9999467652679598,8.71996167099293,Negative
1970s,Temperature,-0.025078369905956424,0.2985748996329664,8,0.2985748996329664,1,8.72,Negative
1970s,Temperature,0.0250783699059558,0.2973561218640125,8,0.2985748996329664,0.9959180166502538,8.717060971988182,Positive
1970s,Temperature,0.07523510971786802,0.29490826734052117,8,0.2985748996329664,0.9877195561416832,8.711158080422011,Positive
1970s,Temperature,0.12539184952978025,0.2913798070486957,8,0.2985748996329664,0.9759018839389529,8.702649356436046,Positive
1970s,Temperature,0.17554858934169248,0.2866734289745786,8,0.2985748996329664,0.9601390784254868,8.691300136466351,Positive
1970s,Temperature,0.2257053291536047,0.28098974257984877,8,0.2985748996329664,0.9411030295087269,8.677594181246283,Positive
1970s,Temperature,0.2758620689655169,0.2744806896614157,8,0.2985748996329664,0.919302627243049,8.661897891614995,Positive
1970s,Temperature,0.32601880877742917,0.2671316250546426,8,0.2985748996329664,0.8946888214080402,8.64417595141379,Positive
1970s,Temperature,0.3761755485893414,0.2592270794206729,8,0.2985748996329664,0.8682145744311958,8.625114493590461,Positive
1970s,Temperature,0.4263322884012536,0.25087180802879505,8,0.2985748996329664,0.8402307372025846,8.604966130785861,Positive
1970s,Temperature,0.4764890282131658,0.24217213049608283,8,0.2985748996329664,0.811093399993708,8.58398724799547,Positive
1970s,Temperature,0.526645768025078,0.2332957286603335,8,0.2985748996329664,0.7813641700863683,8.562582202462185,Positive
1970s,Temperature,0.5768025078369903,0.22433732023558553,8,0.2985748996329664,0.7513602801553647,8.540979401711862,Positive
1970s,Temperature,0.6269592476489025,0.21539870126644134,8,0.2985748996329664,0.7214226699271362,8.519424322347538,Positive
1970s,Temperature,0.6771159874608147,0.2065547454058225,8,0.2985748996329664,0.6918021094865546,8.498097518830319,Positive
1970s,Temperature,0.727272727272727,0.1978982961757884,8,0.2985748996329664,0.6628095543833784,8.477222879156033,Positive
1970s,Temperature,0.7774294670846391,0.18947575053534427,8,0.2985748996329664,0.6346003993244708,8.45691228751362,Positive
1970s,Temperature,0.8275862068965514,0.1813240565051392,8,0.2985748996329664,0.6072983922226487,8.437254842400307,Positive
1970s,Temperature,0.8777429467084636,0.17355902904437592,8,0.2985748996329664,0.5812914255609879,8.418529826403912,Positive
1970s,Temperature,0.9278996865203758,0.16616004144270344,8,0.2985748996329664,0.5565104154668107,8.400687499136104,Positive
1970s,Temperature,0.9780564263322881,0.15918268477751235,8,0.2985748996329664,0.533141549986932,8.383861915990591,Positive
1970s,Temperature,1.0282131661442002,0.15271184485590772,8,0.2985748996329664,0.51146913234714,8.36825777528994,Positive
1970s,Temperature,1.0783699059561125,0.14670604724760553,8,0.2985748996329664,0.4913542545872042,8.353775063302788,Positive
1970s,Temperature,1.1285266457680247,0.1412353634841851,8,0.2985748996329664,0.47303160331897826,8.340582754389665,Positive
1970s,Temperature,1.178683385579937,0.13631870875308058,8,0.2985748996329664,0.45656453010837517,8.32872646167803,Positive
1970s,Temperature,1.2288401253918493,0.13190888655989555,8,0.2985748996329664,0.44179496240993177,8.318092372935151,Positive
1970s,Temperature,1.2789968652037613,0.1280847215737459,8,0.2985748996329664,0.4289869032232733,8.308870570320757,Positive
1970s,Temperature,1.3291536050156736,0.12479202839347947,8,0.2985748996329664,0.41795887245339247,8.300930388166442,Positive
1970s,Temperature,1.3793103448275859,0.12199536218111852,8,0.2985748996329664,0.40859215671205307,8.294186352832678,Positive
1970s,Temperature,1.4294670846394981,0.11978515750905673,8,0.2985748996329664,0.4011896433903413,8.288856543241046,Positive
1970s,Temperature,1.4796238244514104,0.1180525066709769,8,0.2985748996329664,0.3953865740760428,8.284678333334751,Positive
1970s,Temperature,1.5297805642633224,0.11680842940840618,8,0.2985748996329664,0.391219856565294,8.281678296727012,Positive
1970s,Temperature,1.5799373040752347,0.11609432668024548,8,0.2985748996329664,0.38882815274478355,8.279956269976244,Positive
1970s,Temperature,1.630094043887147,0.11582557351855202,8,0.2985748996329664,0.3879280330025553,8.27930818376184,Positive
1970s,Temperature,1.6802507836990592,0.11603379699321109,8,0.2985748996329664,0.3886254240924126,8.279810305346537,Positive
1970s,Temperature,1.7304075235109715,0.11670613164087594,8,0.2985748996329664,0.39087723644667055,8.281431610241603,Positive
1970s,Temperature,1.7805642633228835,0.11777708961286526,8,0.2985748996329664,0.39446413532298547,8.28401417743255,Positive
1970s,Temperature,1.8307210031347958,0.11927689675514505,8,0.2985748996329664,0.39948735443525335,8.287630895193383,Positive
1970s,Temperature,1.880877742946708,0.1211345923411319,8,0.2985748996329664,0.4057092290411579,8.292110644909634,Positive
1970s,Temperature,1.9310344827586203,0.12329249649411338,8,0.2985748996329664,0.41293657519662563,8.29731433414157,Positive
1970s,Temperature,1.9811912225705326,0.12575244357505905,8,0.2985748996329664,0.4211755366229533,8.303246386368526,Positive
1970s,Temperature,2.0313479623824446,0.12840890252314494,8,0.2985748996329664,0.4300726641154231,8.309652318163105,Positive
1970s,Temperature,2.081504702194357,0.13121368809915518,8,0.2985748996329664,0.43946657358155083,8.316415932978716,Positive
1970s,Temperature,2.131661442006269,0.13411388265186103,8,0.2985748996329664,0.449180030929342,8.323409622269127,Positive
1970s,Temperature,2.181818181818181,0.13703754423390846,8,0.2985748996329664,0.4589720850693298,8.330459901249917,Positive
1970s,Temperature,2.2319749216300937,0.13992918812013413,8,0.2985748996329664,0.4686569041541903,8.337432970991017,Positive
1970s,Temperature,2.2821316614420057,0.1427333084814534,8,0.2985748996329664,0.4780485856544314,8.34419498167119,Positive
1970s,Temperature,2.3322884012539182,0.14541631617419523,8,0.2985748996329664,0.4870346313536513,8.35066493457463,Positive
1970s,Temperature,2.3824451410658303,0.14791730572189513,8,0.2985748996329664,0.4954110539892256,8.356695958872242,Positive
1970s,Temperature,2.4326018808777423,0.15021650523107585,8,0.2985748996329664,0.5031116326782148,8.362240375528314,Positive
1970s,Temperature,2.482758620689655,0.15229847629729173,8,0.2985748996329664,0.5100846604470434,8.367260955521871,Positive
1970s,Temperature,2.532915360501567,0.15408505649991602,8,0.2985748996329664,0.516068352327441,8.371569213675757,Positive
1970s,Temperature,2.5830721003134793,0.15559449272724962,8,0.2985748996329664,0.5211238215888863,8.375209151543999,Positive
1970s,Temperature,2.6332288401253914,0.15678527406197093,8,0.2985748996329664,0.5251120380671808,8.378080667408371,Positive
1970s,Temperature,2.683385579937304,0.1575774351604836,8,0.2985748996329664,0.5277651783662697,8.379990928423714,Positive
1970s,Temperature,2.733542319749216,0.15798624708414247,8,0.2985748996329664,0.529134388986993,8.380976760070634,Positive
1970s,Temperature,2.783699059561128,0.15792749291691213,8,0.2985748996329664,0.528937606982536,8.380835077027426,Positive
1970s,Temperature,2.8338557993730404,0.1573438634747153,8,0.2985748996329664,0.5269828899486719,8.379427680763044,Positive
1970s,Temperature,2.8840125391849525,0.15624750404370608,8,0.2985748996329664,0.5233109154044052,8.376783859091171,Positive
1970s,Temperature,2.934169278996865,0.1545220987538389,8,0.2985748996329664,0.5175321131943461,8.37262312149993,Positive
1970s,Temperature,2.984326018808777,0.15219120780864334,8,0.2985748996329664,0.5097253921737215,8.36700228236508,Positive
1970s,Temperature,3.034482758620689,0.14928263990049417,8,0.2985748996329664,0.49998389042081254,8.359988401102985,Positive
1970s,Temperature,3.0846394984326015,0.145695370527036,8,0.2985748996329664,0.4879692522919277,8.351337861650189,Positive
1970s,Temperature,3.1347962382445136,0.14157255510829972,8,0.2985748996329664,0.4741609401270258,8.34139587689146,Positive
1970s,Temperature,3.184952978056426,0.13694936494737509,8,0.2985748996329664,0.45867675117943557,8.330247260849193,Positive
1970s,Temperature,3.235109717868338,0.13185389665347155,8,0.2985748996329664,0.44161078783098495,8.317959767238309,Positive
1970s,Temperature,3.28526645768025,0.12644458855300456,8,0.2985748996329664,0.4234936985943593,8.304915462987939,Positive
1970s,Temperature,3.3354231974921627,0.12079881335025172,8,0.2985748996329664,0.4045846234855906,8.291300928909624,Positive
1970s,Temperature,3.3855799373040747,0.11503186817297388,8,0.2985748996329664,0.38526972064423637,8.27739419886385,Positive
1970s,Temperature,3.435736677115987,0.10926017298119231,8,0.2985748996329664,0.36593890884834657,8.26347601437081,Positive
1970s,Temperature,3.4858934169278992,0.10359684127019805,8,0.2985748996329664,0.34697103272092894,8.249819143559069,Positive
1970s,Temperature,3.5360501567398113,0.09812777774240944,8,0.2985748996329664,0.3286538080161341,8.236630741771616,Positive
1970s,Temperature,3.5862068965517238,0.09290932773364613,8,0.2985748996329664,0.31117594897581197,8.224046683262584,Positive
1970s,Temperature,3.636363636363636,0.08805702986878508,8,0.2985748996329664,0.29492442257213264,8.212345584251935,Positive
1970s,Temperature,3.6865203761755483,0.0835483627597312,8,0.2985748996329664,0.2798237991955651,8.201473135420807,Positive
