response,site_filter,atlas,period,bandwidth,bandwidth_value,model_id,model_type,predictor,model_label,survey,site,X,Y,observed,fitted,residual,coefficient,local_se,local_t,abs_local_t,local_r2,supported,direction,dominant_driver,direction_plot
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AD90_1,AD90,447500.0709493527,6252499.57832838,11.485454149413885,11.819828627108372,-0.334374477694487,0.1030337149385071,0.005754845633595209,17.903819059372253,17.903819059372253,0.5437078701666893,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AD92_1,AD92,447500.02377636905,6262499.551973275,11.96939825395813,12.028023990539015,-0.05862573658088621,0.10532623178460987,0.005850466357248729,18.003048877310547,18.003048877310547,0.5526213717711635,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AD93_1,AD93,447499.9924736935,6267499.595406948,11.78679850342597,11.927841261772187,-0.1410427583462166,0.10597557909823085,0.0059080113386147165,17.93760590904342,17.93760590904342,0.557095796233693,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AD94_1,AD94,447499.9570043505,6272499.676545255,11.681270990817342,11.880226949230591,-0.19895595841324898,0.10631410413714915,0.005976406170382071,17.78896900682915,17.78896900682915,0.5614696975474792,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AD95_1,AD95,447499.9167107371,6277499.684056323,11.496854641863784,11.78419431949385,-0.2873396776300652,0.10639312739999052,0.0060594740844812055,17.558145462239334,17.558145462239334,0.5657455482841163,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AE93_1,AE93,447500.1701742312,6217499.746982312,11.736091208184002,11.875212315967753,-0.13912110778375109,0.09027801898945853,0.005552419074824828,16.259222831141702,16.259222831141702,0.5263477829181059,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AE94_1,AE94,447500.1510277113,6222499.78450804,11.792021248214969,11.893483300737216,-0.1014620525222476,0.09203404631169687,0.00555384560378844,16.571228816465073,16.571228816465073,0.5272910307662235,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AE95_1,AE95,447500.18198725476,6227499.747924402,11.658470565914712,11.935012591194013,-0.2765420252793014,0.09395347626896766,0.005568993651992787,16.870817627049675,16.870817627049675,0.5286550827925325,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AE96_1,AE96,447500.139576756,6232499.638727918,11.610988435906746,11.87127755192313,-0.26028911601638427,0.09592120574229973,0.005596494106573127,17.13951697539349,17.13951697539349,0.5304044941763565,TRUE,Positive,Cropland (% coverage),Positive
cwm_sti,common-sites,1,1970s,fixed_100km,100000,perc_cropland,single_predictor,perc_cropland,Cropland (% coverage),AE97_1,AE97,447500.1513174165,6237499.67796077,11.87778533067798,11.821155301637576,0.05663002904040404,0.09788939323409745,0.005631604719521573,17.38214915808465,17.38214915808465,0.5327975621724621,TRUE,Positive,Cropland (% coverage),Positive
