atlas,survey,beta_turnover,site,X,Y
1,FH98_1,0.22651142802065105,FH98,697500.1920739731,6092499.557689017
1,FH99_1,0.18817021985134944,FH99,697500.2472731089,6097499.559464772
1,GE00_1,0.1768609629651518,GE00,702500.3468220314,6202499.881296357
1,BE23_1,0.18518374977907842,BE23,462500.11044103146,6217499.730235226
1,GE01_1,0.20989723220498796,GE01,702500.378710623,6207499.892304815
1,GE02_1,0.1947153258434965,GE02,702500.4334288082,6212499.848059619
1,GE03_1,0.19157613078521266,GE03,702500.4408437889,6217499.856788846
1,GE04_1,0.16173210866236773,GE04,702500.4606550329,6222499.921351904
1,GE10_1,0.2049633454691152,GE10,707500.3789717224,6202499.852386592
1,GE11_1,0.2662326798551349,GE11,707500.409073655,6207499.815850618
1,GE12_1,0.2612784598759648,GE12,707500.4404434582,6212499.835447987
1,GE13_1,0.19962189439612912,GE13,707500.4081545363,6217499.908100328
1,GE14_1,0.1892907978466261,GE14,707500.444826527,6222499.8172854865
1,GE20_1,0.19998902920610856,GE20,712500.4059752157,6202499.793334916
1,BE24_1,0.24117178857033442,BE24,462500.1496938069,6222499.724303068
1,GE21_1,0.1953249145484506,GE21,712500.431105092,6207499.830216896
1,GE22_1,0.19433575562466715,GE22,712500.4466481479,6212499.812149445
1,GE23_1,0.1867323583796618,GE23,712500.4444375301,6217499.850279269
1,GE24_1,0.1656448708270133,GE24,712500.427285722,6222499.833303753
1,GE30_1,0.23736646621090157,GE30,717500.4386215332,6202499.814452954
1,GE31_1,0.15833110812821147,GE31,717500.4664293623,6207499.823270025
1,GE32_1,0.195343220090697,GE32,717500.4628353314,6212499.888487851
1,GE33_1,0.196410783961243,GE33,717500.4363954787,6217499.7875834415
1,GE34_1,0.22212044865860825,GE34,717500.4297171882,6222499.857289503
1,BE25_1,0.2100757313372592,BE25,462500.12816557044,6227499.756101517
1,GE42_1,0.184139755785085,GE42,722500.4542082316,6212499.8379352
1,GE43_1,0.18988291480693917,GE43,722500.4569293238,6217499.833379672
1,GF00_1,0.21584574588308805,GF00,702500.3379804895,6152499.686444453
1,GF01_1,0.22685499722011954,GF01,702500.3385118302,6157499.704640133
1,GF02_1,0.1814283048265484,GF02,702500.3195119632,6162499.776580491
1,GF03_1,0.23418955951999382,GF03,702500.351800605,6167499.682659319
1,GF04_1,0.21880133339973848,GF04,702500.3543900581,6172499.753574929
1,GF05_1,0.2658979441295388,GF05,702500.3351455712,6177499.7668023845
1,BE26_1,0.28260251382774776,BE26,462500.1075739042,6232499.713761374
1,GF06_1,0.23146515337302295,GF06,702500.3492048995,6182499.8364209505
1,GF07_1,0.17689078006469638,GF07,702500.3364148074,6187499.84821207
1,GF08_1,0.18384873645623617,GF08,702500.3569451347,6192499.805028212
1,GF09_1,0.17018967713452043,GF09,702500.3404156363,6197499.815104434
1,GF12_1,0.2680223192650396,GF12,707500.3696013235,6162499.715173889
1,GF13_1,0.22640376207274215,GF13,707500.3300529267,6167499.786107193
1,GF14_1,0.22204290608470617,GF14,707500.3864467979,6172499.694285468
1,GF15_1,0.21946548049520245,GF15,707500.3944162552,6177499.767333329
1,GF16_1,0.21280518163724566,GF16,707500.3620901112,6182499.782727323
1,GF17_1,0.1999075931249088,GF17,707500.3497072838,6187499.7433876665
1,BE27_1,0.2644831291732601,BE27,462500.0893851709,6237499.708556035
1,GF18_1,0.17469242704545637,GF18,707500.4065654634,6192499.874692895
1,GF19_1,0.16973069705420382,GF19,707500.358158152,6197499.833901825
1,GF23_1,0.2296383118411553,GF23,712500.3560583256,6167499.683554069
1,GF24_1,0.2552169611410727,GF24,712500.3895823077,6172499.769300189
1,GF25_1,0.21025011115596906,GF25,712500.3693780791,6177499.797558002
1,GF26_1,0.18671678201554628,GF26,712500.4185002823,6182499.774381583
1,GF27_1,0.203921801018628,GF27,712500.403282234,6187499.804788459
1,GF28_1,0.1755857078625508,GF28,712500.3893101846,6192499.780546682
1,GF29_1,0.20489599867856514,GF29,712500.4309910986,6197499.815875246
1,GF33_1,0.22949637250824093,GF33,717500.3669444381,6167499.70479759
1,BE28_1,0.19849078512043622,BE28,462500.13495159394,6242499.628613053
1,GF34_1,0.19288431278953636,GF34,717500.390443028,6172499.75522035
1,GF35_1,0.23665174509237627,GF35,717500.4071713447,6177499.751367931
1,GF36_1,0.23766499361046511,GF36,717500.4089050895,6182499.80438197
1,GF37_1,0.19750648702586196,GF37,717500.398525072,6187499.802966663
1,GF38_1,0.23455813320794783,GF38,717500.4359702461,6192499.750185389
1,GF39_1,0.20251412463553953,GF39,717500.4446435908,6197499.865260167
1,GF43_1,0.3851213521361969,GF43,722500.3839188339,6167499.73768856
1,GF44_1,0.18288093661270358,GF44,722500.3996769824,6172499.762351516
1,GF45_1,0.21514770686939394,GF45,722500.392806392,6177499.732873452
1,BE29_1,0.1797607384144368,BE29,462500.12296665786,6247499.697601233
1,GF46_1,0.2266163971284183,GF46,722500.4176988797,6182499.763599473
1,GF47_1,0.2506726343150118,GF47,722500.4144617681,6187499.740026254
1,GF48_1,0.21028612636643657,GF48,722500.4373197008,6192499.776501604
1,GF49_1,0.19050794063518559,GF49,722500.4265400727,6197499.758516749
1,GF52_1,0.21648379501626203,GF52,727500.4398205662,6162499.722201364
1,GF53_1,0.18073693528047854,GF53,727500.422905934,6167499.781335341
1,GF54_1,0.19442379397104229,GF54,727500.4332192165,6172499.789807921
1,GF55_1,0.2555272566868487,GF55,727500.4050477121,6177499.7442593165
1,BE30_1,0.18636802436604938,BE30,467500.10730380483,6202499.828305079
1,GF63_1,0.21469158343175943,GF63,732500.4427733541,6167499.720322601
1,GF74_1,0.5028360386342503,GF74,737500.391410232,6172499.777421679
1,GG00_1,0.3339288306571719,GG00,702500.2513107894,6102499.486564997
1,GG02_1,0.30089539679077687,GG02,702500.2698174989,6112499.49328954
1,BE31_1,0.1981040690475782,BE31,467500.0896561928,6207499.754043788
1,GG05_1,0.1893921060279092,GG05,702500.2956471718,6127499.520004621
1,GG06_1,0.15457279700450688,GG06,702500.3418263504,6132499.602145045
1,GG07_1,0.2086038122591564,GG07,702500.3223454107,6137499.624233186
1,GG08_1,0.18697004733713618,GG08,702500.3565356643,6142499.703241566
1,GG09_1,0.2052302175785093,GG09,702500.3203636502,6147499.722061222
1,GG10_1,0.23660826635345675,GG10,707500.2241910483,6102499.477378527
1,GG15_1,0.1723011516160301,GG15,707500.2865024854,6127499.528984483
1,GG16_1,0.17472242981592323,GG16,707500.318123319,6132499.54965108
1,AF81_1,0.23749994874977207,AF81,442500.1384771916,6157499.787446427
1,BE32_1,0.21709837249391198,BE32,467500.1185248302,6212499.827834143
1,GG17_1,0.2487514244200946,GG17,707500.3267206545,6137499.624520913
1,GG18_1,0.2148750499145812,GG18,707500.3150847398,6142499.642302799
1,GG20_1,0.22375344433809632,GG20,712500.2716980586,6102499.364975292
1,GG25_1,0.1727313814122626,GG25,712500.2981323673,6127499.478503297
1,GG26_1,0.26751492426324974,GG26,712500.3120173198,6132499.558293428
1,GG27_1,0.1870852360622137,GG27,712500.3559583894,6137499.584229157
1,GG28_1,0.17278003023058883,GG28,712500.3586284099,6142499.664407933
1,GG30_1,0.1516877024941184,GG30,717500.2710031869,6102499.364961077
1,BE33_1,0.18445144084586715,BE33,467500.1294375103,6217499.716232078
1,GG36_1,0.1838417693118939,GG36,717500.3444608465,6132499.516067203
1,GG37_1,0.18652194400430758,GG37,717500.3570528256,6137499.610675284
1,GG40_1,0.15985153669694802,GG40,722500.2426872866,6102499.365112122
1,GH06_1,0.16819033264475283,GH06,702500.1535418842,6082499.562371342
1,GH07_1,0.2225718406875029,GH07,702500.2055944144,6087499.491482163
1,GH08_1,0.15870933521999234,GH08,702500.2079264515,6092499.47235032
1,GH09_1,0.20750069088128265,GH09,702500.2222932067,6097499.507805596
1,BE34_1,0.18648326913458702,BE34,467500.1254063341,6222499.7531053685
1,GH17_1,0.17593496159199623,GH17,707500.1620744534,6087499.459011547
1,GH18_1,0.16221229589242833,GH18,707500.2048840352,6092499.4855571035
1,GH19_1,0.19233116346242748,GH19,707500.2494126634,6097499.455617712
1,GH29_1,0.21560735949532683,GH29,712500.2161125919,6097499.396182269
1,GH39_1,0.16073712103650648,GH39,717500.2017694439,6097499.331568221
1,GH49_1,0.2347573583794074,GH49,722500.216261824,6097499.372189741
1,GH59_1,0.21717799020511835,GH59,727500.227613787,6097499.180401683
1,HA03_1,0.20442749634252902,HA03,865472.2272740616,6117457.74120337
1,HA04_1,0.1804641048242567,HA04,865042.1703744105,6122447.22532909
1,HA05_1,0.2106169624900963,HA05,864612.115336128,6127436.838485431
1,BE35_1,0.2461016971924742,BE35,467500.1052226283,6227499.715833131
1,HA06_1,0.22105898890135905,HA06,864181.8076420787,6132426.559736473
1,HA07_1,0.1947748167417117,HA07,863751.2660785005,6137416.166926846
1,HA13_1,0.2034287727999778,HA13,870461.7980367357,6117887.195561998
1,HA14_1,0.2123161339160316,HA14,870031.9513802049,6122877.127863388
1,HA15_1,0.22965241847335832,HA15,869601.845051859,6127867.055503114
1,HA16_1,0.32283194009331556,HA16,869171.5430810943,6132856.983802248
1,HA17_1,0.22100812035262812,HA17,868741.0008366904,6137846.685305342
1,BE36_1,0.28772732518524746,BE36,467500.1322030665,6232499.715216365
1,HA22_1,0.32042062542802086,HA22,875881.8221458339,6113327.073579225
1,HA23_1,0.2524152353860001,HA23,875451.795731092,6118316.966683082
1,HA24_1,0.1923602655292292,HA24,875021.9214742357,6123307.113310843
1,HA25_1,0.1965211515028677,HA25,874591.8354984492,6128297.258993814
1,HA26_1,0.19468113771856702,HA26,874161.4745486901,6133287.398365342
1,HA32_1,0.19281182686593681,HA32,880871.8114806362,6113756.340020944
1,HA33_1,0.20353151525041246,HA33,880442.1265315809,6118746.823881969
1,HA34_1,0.2063735889934065,HA34,880012.2234439113,6123737.194118903
1,BE37_1,0.360939478082098,BE37,467500.08192916744,6237499.640875189
1,HA35_1,0.18830143579861822,HA35,879582.029386323,6128727.556359625
1,HA36_1,0.1948455011964436,HA36,879151.6814159437,6133717.810436713
1,HA42_1,0.1995674055177848,HA42,885862.3873392998,6114185.928670378
1,HA43_1,0.19455964596685738,HA43,885432.6339030144,6119176.530447572
1,HA44_1,0.1809703920378696,HA44,885002.6913537935,6124167.24465621
1,HA45_1,0.2359524652170395,HA45,884572.525051827,6129157.732566417
1,HA52_1,0.20355428141872475,HA52,890853.2009991016,6114615.586654353
1,BE38_1,0.2245909641900437,BE38,467500.0804897086,6242499.714440874
1,HA53_1,0.18362384776279678,HA53,890423.4322463954,6119606.432185382
1,HA54_1,0.1881732114099621,HA54,889993.4047017333,6124597.271928037
1,BE39_1,0.2343093344677674,BE39,467500.1255944229,6247499.601982121
1,BE40_1,0.194369977606493,BE40,472500.1127389596,6202499.801765352
1,BE41_1,0.189946420041223,BE41,472500.10111836577,6207499.780096917
1,AF82_1,0.23023917486126688,AF82,442500.15165183047,6162499.8084204225
1,BE42_1,0.258152840935734,BE42,472500.118605587,6212499.79520641
1,BE43_1,0.18600874099628428,BE43,472500.102536274,6217499.736171087
1,BE44_1,0.21573048137559037,BE44,472500.11623195955,6222499.713864509
1,BE45_1,0.19148480035350957,BE45,472500.0978888087,6227499.728662689
1,BE46_1,0.2754952041390892,BE46,472500.10925229813,6232499.668840696
1,BE47_1,0.3240308636362968,BE47,472500.08938047354,6237499.6460741
1,BE48_1,0.2334622458386856,BE48,472500.10059309157,6242499.6599383075
1,BE50_1,0.1978615190371017,BE50,477500.0897044176,6202499.779935578
1,BE51_1,0.21971678637871606,BE51,477500.0837171829,6207499.820620244
1,BE52_1,0.18551708981391402,BE52,477500.0896873518,6212499.786792553
1,BE53_1,0.18541276517534871,BE53,477500.10844758886,6217499.789725573
1,BE54_1,0.1929723324476193,BE54,477500.0775276706,6222499.718423463
1,BE55_1,0.1921043993927402,BE55,477500.12210260506,6227499.683505938
1,BE56_1,0.2684551762941248,BE56,477500.11822783895,6232499.6856043795
1,BE57_1,0.22145620312545658,BE57,477500.12828789,6237499.724367468
1,BE58_1,0.2367748115240504,BE58,477500.09009941894,6242499.688796431
1,BE59_1,0.21116627543569555,BE59,477500.06649092725,6247499.689840795
1,BE60_1,0.21650920649902164,BE60,482500.1170935474,6202499.762600222
1,BE61_1,0.23112066948000165,BE61,482500.11583061574,6207499.764099555
1,AF91_1,0.23894823517257502,AF91,447500.16279772675,6157499.807246089
1,BE62_1,0.18824822992715282,BE62,482500.11054156657,6212499.802375257
1,BE63_1,0.19140838187068207,BE63,482500.1010131544,6217499.766104947
1,BE64_1,0.18978123068060163,BE64,482500.08794277866,6222499.766563116
1,BE65_1,0.19381161065199362,BE65,482500.0711159684,6227499.692425571
1,BE66_1,0.19585886769207667,BE66,482500.11322061473,6232499.654712963
1,BE67_1,0.30030943731705095,BE67,482500.0904503339,6237499.653912236
1,BE68_1,0.2522664838193214,BE68,482500.0651098611,6242499.689744695
1,BE69_1,0.19507957908150503,BE69,482500.0987530567,6247499.650626864
1,BE70_1,0.1961539098060088,BE70,487500.0865301826,6202499.750414935
1,BE71_1,0.19213725540253715,BE71,487500.08995137503,6207499.722487243
1,AF92_1,0.2430004209943121,AF92,447500.2057250942,6162499.834014087
1,BE72_1,0.22970707166046048,BE72,487500.07277842105,6212499.73131084
1,BE73_1,0.202153556048388,BE73,487500.09745280247,6217499.776680447
1,BE74_1,0.20180573983067712,BE74,487500.10153235553,6222499.747455017
1,BE75_1,0.31432951461108943,BE75,487500.08557870064,6227499.754910266
1,BE76_1,0.21677336416515852,BE76,487500.0494996909,6232499.6877210885
1,BE77_1,0.29120741424680774,BE77,487500.0557743558,6237499.656981816
1,BE78_1,0.19359673069125757,BE78,487500.10442118364,6242499.66266886
1,BE79_1,0.21844506008855122,BE79,487500.07191723434,6247499.705124563
1,BE80_1,0.20469069998980202,BE80,492500.0769083233,6202499.743162796
1,BE81_1,0.2629006638135208,BE81,492500.0851086948,6207499.806863972
1,AF93_1,0.25465783557897675,AF93,447500.1653840631,6167499.788514787
1,BE82_1,0.2084035687446263,BE82,492500.0559510994,6212499.795978415
1,BE83_1,0.23592784919841273,BE83,492500.0518686798,6217499.710370969
1,BE84_1,0.20402802490478716,BE84,492500.07326583227,6222499.77261727
1,BE85_1,0.19841105589049046,BE85,492500.0576986846,6227499.760204127
1,BE86_1,0.18332757085775012,BE86,492500.0673832763,6232499.672995943
1,BE87_1,0.185541592869704,BE87,492500.0408101817,6237499.733683195
1,BE88_1,0.2028985521359895,BE88,492500.0396555708,6242499.719527307
1,BE89_1,0.22508516425686426,BE89,492500.0641284463,6247499.741806999
1,BE90_1,0.20337133009757558,BE90,497500.0422758438,6202499.741026654
1,BE91_1,0.1998709609579846,BE91,497500.0549127382,6207499.7948163375
1,AF94_1,0.21311315044915494,AF94,447500.1697669054,6172499.780493908
1,BE92_1,0.23233855090806146,BE92,497500.07603090524,6212499.773925238
1,BE93_1,0.25978299710813185,BE93,497500.0434951054,6217499.78966552
1,BE94_1,0.192003111967762,BE94,497500.0817259047,6222499.730638592
1,BE95_1,0.1888233370162503,BE95,497500.06645494024,6227499.708195655
1,BE96_1,0.2375486784181986,BE96,497500.0598918972,6232499.722276111
1,BE97_1,0.2244844209747064,BE97,497500.06204059086,6237499.7728568325
1,BE98_1,0.2335494081693914,BE98,497500.0728370326,6242499.748610737
1,BE99_1,0.22262208452501256,BE99,497500.0305140985,6247499.6495497795
1,BF00_1,0.23927322568157386,BF00,452500.16255789786,6152499.84979633
1,BF01_1,0.24978189382985055,BF01,452500.1443555164,6157499.855121321
1,BF02_1,0.21475622352617113,BF02,452500.1523084943,6162499.7866961
1,BF03_1,0.21770388319954695,BF03,452500.1251936091,6167499.75646735
1,BF04_1,0.31095421934511736,BF04,452500.1265854016,6172499.763725036
1,BF05_1,0.22159250790865523,BF05,452500.0929818788,6177499.69784097
1,BF06_1,0.20560185857829152,BF06,452500.08902709355,6182499.669392232
1,BF07_1,0.29776603108054805,BF07,452500.1152225344,6187499.678353518
1,BF08_1,0.5382228605537874,BF08,452500.10950070026,6192499.7253870675
1,BF11_1,0.2028526094629088,BF11,457500.09805196273,6157499.819878605
1,BF12_1,0.22082754705658278,BF12,457500.1359493549,6162499.887689657
1,AF96_1,0.2907233083668651,AF96,447500.12389998813,6182499.65648123
1,BF14_1,0.22950886149791663,BF14,457500.1182257726,6172499.803160674
1,BF15_1,0.2424586232247839,BF15,457500.127743533,6177499.761444724
1,BF16_1,0.2003031060344554,BF16,457500.08782064816,6182499.757772771
1,BF17_1,0.3338710403053777,BF17,457500.1244502372,6187499.790891147
1,BF18_1,0.2915062952586971,BF18,457500.11167777673,6192499.750712315
1,BF21_1,0.18764678847213775,BF21,462500.1042798301,6157499.812390076
1,AD92_1,0.29098021049064693,AD92,447500.02377636905,6262499.551973275
1,AF97_1,0.34823256532225505,AF97,447500.13908220717,6187499.650967309
1,BF24_1,0.36659179625890065,BF24,462500.0968862839,6172499.788392592
1,BF27_1,0.21375945448408215,BF27,462500.11824307253,6187499.766874204
1,BF28_1,0.20900756874622403,BF28,462500.0991430791,6192499.760439191
1,BF29_1,0.3051770783211263,BF29,462500.07854237576,6197499.791339589
1,BF31_1,0.19054513718031801,BF31,467500.0528761789,6157499.8339712275
1,BF32_1,0.2153734479737883,BF32,467500.0828731935,6162499.869694816
1,BF33_1,0.18970729231764008,BF33,467500.09141173307,6167499.831571815
1,AF98_1,0.3768187521469695,AF98,447500.13873657817,6192499.683587027
1,BF34_1,0.2916077326938954,BF34,467500.07979854086,6172499.830867704
1,BF35_1,0.21677144329302842,BF35,467500.11046438524,6177499.755797745
1,BF36_1,0.20627018370783037,BF36,467500.05907752085,6182499.718568934
1,BF37_1,0.21127913861110229,BF37,467500.11425610323,6187499.71774681
1,BF38_1,0.19320083874900076,BF38,467500.08834202494,6192499.754719362
1,BF39_1,0.19841786983451973,BF39,467500.1070246964,6197499.8285216
1,BF40_1,0.18105611380220749,BF40,472500.05446232,6152499.831390551
1,BF41_1,0.1860435322666981,BF41,472500.085972153,6157499.883806649
1,BF42_1,0.2189698918203979,BF42,472500.07961185457,6162499.862346774
1,BF43_1,0.22353325850178218,BF43,472500.098778225,6167499.766588567
1,AF99_1,0.34333989677055216,AF99,447500.1235891788,6197499.754315107
1,BF44_1,0.19022562753250977,BF44,472500.0822753295,6172499.819486889
1,BF45_1,0.19709019878514525,BF45,472500.09195236844,6177499.798039483
1,BF46_1,0.20592020358915786,BF46,472500.06605603127,6182499.813911805
1,BF47_1,0.263864286689396,BF47,472500.06699141755,6187499.755388988
1,BF48_1,0.2434567711919841,BF48,472500.0957205096,6192499.73373965
1,BF49_1,0.2074657034233843,BF49,472500.0900039778,6197499.749339143
1,BF50_1,0.18592145142814204,BF50,477500.08187685715,6152499.846936376
1,BF51_1,0.20499733395384834,BF51,477500.02976028406,6157499.8520273
1,BF53_1,0.20004760320635795,BF53,477500.08021795313,6167499.7500125235
1,BC10_1,0.2932927347883767,BC10,457500.06312543934,6302499.745828598
1,BF54_1,0.26488260989909773,BF54,477500.057860584,6172499.75480094
1,BF55_1,0.20968144026049182,BF55,477500.0461591174,6177499.796539538
1,BF56_1,0.42383493849880755,BF56,477500.10749606375,6182499.763586155
1,BF57_1,0.21642957260494392,BF57,477500.05456016917,6187499.768187857
1,BF58_1,0.258297785764057,BF58,477500.0757376356,6192499.809343387
1,BF59_1,0.22688312021251983,BF59,477500.10798379144,6197499.776060057
1,BF60_1,0.1744150057042501,BF60,482500.0368470739,6152499.882651542
1,BF61_1,0.19243546525161437,BF61,482500.0271999943,6157499.849245702
1,BF62_1,0.1817173003847256,BF62,482500.07425727736,6162499.852593689
1,BF63_1,0.2081262091184621,BF63,482500.0517386565,6167499.781888844
1,BC11_1,0.3885293322393361,BC11,457500.0287272008,6307499.784091797
1,BF64_1,0.2189599355650315,BF64,482500.08626133483,6172499.7478915425
1,BF65_1,0.2004242253226855,BF65,482500.0522818646,6177499.751086633
1,BF67_1,0.24013387631202932,BF67,482500.09339765523,6187499.756401075
1,BF68_1,0.22481934256159986,BF68,482500.106118653,6192499.758727317
1,BF69_1,0.2684361959951972,BF69,482500.11408775987,6197499.797900253
1,BF70_1,0.25687551245130175,BF70,487500.0613181969,6152499.826749672
1,BF71_1,0.19574020975392298,BF71,487500.03120470024,6157499.875939318
1,BF72_1,0.18732858302487587,BF72,487500.0414117519,6162499.85063891
1,BF73_1,0.22030746990693892,BF73,487500.02902736043,6167499.751005261
1,BC20_1,0.19856728225647322,BC20,462500.0832758646,6302499.782276433
1,BF75_1,0.30465634436293704,BF75,487500.06427121063,6177499.773449097
1,BF76_1,0.2277936538533074,BF76,487500.0490462398,6182499.784371457
1,BF77_1,0.23824452792421777,BF77,487500.0746598672,6187499.7206850415
1,BF78_1,0.20980483378815273,BF78,487500.07920825994,6192499.805137645
1,BF79_1,0.20017814121223804,BF79,487500.06227952236,6197499.815116662
1,BF80_1,0.17969273664852642,BF80,492500.0457424066,6152499.90235705
1,BF81_1,0.20882227422352845,BF81,492500.0575680637,6157499.820932193
1,BF82_1,0.21696053678970523,BF82,492500.03082487086,6162499.776445566
1,BF83_1,0.22308794196914436,BF83,492500.0286680475,6167499.768765947
1,BC21_1,0.2208496998435743,BC21,462500.08463837503,6307499.738256342
1,BF85_1,0.2259726195795854,BF85,492500.0351787714,6177499.752555744
1,BF87_1,0.322205507214049,BF87,492500.07761814806,6187499.77211941
1,BF88_1,0.22515246083095958,BF88,492500.07324634277,6192499.725767915
1,BF89_1,0.2103140394072651,BF89,492500.0313184269,6197499.716196409
1,BF90_1,0.2190938545350787,BF90,497500.06872812915,6152499.8867905075
1,BF91_1,0.23710643323420744,BF91,497500.05965140025,6157499.795699069
1,BF92_1,0.2260735377615028,BF92,497500.05900778656,6162499.852742528
1,BF93_1,0.2643320698084579,BF93,497500.06666914717,6167499.835318215
1,BF94_1,0.20195040611665002,BF94,497500.0197826457,6172499.743439123
1,BF95_1,0.21604209243271083,BF95,497500.0442688116,6177499.79959253
1,BF97_1,0.2177036856915411,BF97,497500.0556179109,6187499.799593099
1,BF98_1,0.3256780131842137,BF98,497500.0426321929,6192499.743392498
1,BF99_1,0.25380961924180895,BF99,497500.03818358126,6197499.723877846
1,BG27_1,0.22091455093082682,BG27,462500.03912906913,6137499.887313023
1,BG28_1,0.22277828725431298,BG28,462500.0656512389,6142499.951349777
1,BG29_1,0.2644799825358855,BG29,462500.0848712415,6147499.9416772155
1,BG30_1,0.3553787813189724,BG30,467499.9967437505,6102499.680064469
1,BG31_1,0.29874193235570357,BG31,467499.9036355267,6107499.750328558
1,BG32_1,0.3344873850468655,BG32,467499.9121467563,6112499.746075479
1,BG33_1,0.6520046553728617,BG33,467499.8958406751,6117499.779495673
1,BG39_1,0.19244074658773364,BG39,467500.05551854515,6147499.874007825
1,BC30_1,0.1832558091279709,BC30,467500.03225555073,6302499.688678854
1,BG41_1,0.23009151775575784,BG41,472499.9268347365,6107499.810952676
1,BG42_1,0.25827028913650046,BG42,472499.93091908237,6112499.750577684
1,BG43_1,0.3852183774452261,BG43,472499.9588106177,6117499.838705269
1,BG45_1,0.4881289626760866,BG45,472500.0200716098,6127499.904365897
1,BG49_1,0.2175324882094658,BG49,472500.049228468,6147499.927300755
1,BG50_1,0.21826833916118632,BG50,477499.9973141816,6102499.728152928
1,AD93_1,0.30916514404800427,AD93,447499.9924736935,6267499.595406948
1,BC31_1,0.19541893512784028,BC31,467500.0700814336,6307499.683991895
1,BG54_1,0.3000124913494503,BG54,477500.0126907495,6122499.818980278
1,BG55_1,0.23828488106892745,BG55,477500.03509173164,6127499.82340314
1,BG57_1,0.4665752812568196,BG57,477500.0412068564,6137499.9440165525
1,BG58_1,0.2536307154124812,BG58,477500.0244174642,6142499.837590013
1,BG60_1,0.20887948504486256,BG60,482499.9798820725,6102499.8077321
1,BG61_1,0.22866915750705144,BG61,482499.98409018014,6107499.848415741
1,BG62_1,0.2430034483684017,BG62,482499.97930829576,6112499.815047499
1,BC32_1,0.21261166578782856,BC32,467500.03942602925,6312499.716500132
1,BG63_1,0.22217224224094534,BG63,482500.02986176877,6117499.818634525
1,BG64_1,0.1961659404894077,BG64,482500.00862455415,6122499.859659715
1,BG65_1,0.18970222040993825,BG65,482500.0426166273,6127499.826312609
1,BG66_1,0.23662635370542875,BG66,482500.00588300487,6132499.941644865
1,BG67_1,0.2527690924160794,BG67,482500.02427016397,6137499.871273607
1,BG68_1,0.2691063571458028,BG68,482500.03539951664,6142499.837998828
1,BG69_1,0.21244536826572688,BG69,482500.039511587,6147499.841798756
1,BG70_1,0.20533686634322984,BG70,487500.0348421291,6102499.812978593
1,BG71_1,0.19342439870672284,BG71,487499.98586005956,6107499.825717422
1,BG72_1,0.21610157210866004,BG72,487500.04020037403,6112499.875297073
1,BC33_1,0.2241817078652964,BC33,467500.06162332307,6317499.67391025
1,BG73_1,0.19618500616710813,BG73,487500.0064094621,6117499.850954274
1,BG74_1,0.18176969470718632,BG74,487500.0124000873,6122499.863588602
1,BG75_1,0.17758316088833628,BG75,487500.058190043,6127499.913178598
1,BG76_1,0.2451250466407523,BG76,487500.01661631186,6132499.888778622
1,BG79_1,0.19730958292417247,BG79,487500.069157074,6147499.925851864
1,BG80_1,0.21817002662520335,BG80,492500.05033699406,6102499.744442296
1,BG81_1,0.22315835197754486,BG81,492500.01211780054,6107499.849601752
1,BG82_1,0.22831821359292676,BG82,492500.06132339203,6112499.880421333
1,BC34_1,0.2197459519075122,BC34,467500.01645873167,6322499.668462578
1,BG83_1,0.2105386241416022,BG83,492500.0068079907,6117499.837203838
1,BG84_1,0.18945737515772557,BG84,492500.03992750257,6122499.830883491
1,BG85_1,0.22353340553277737,BG85,492500.03347061033,6127499.861656778
1,BG86_1,0.18160049713554416,BG86,492500.0510949549,6132499.929393534
1,BG87_1,0.22377753189970373,BG87,492500.02925978525,6137499.922894773
1,BG89_1,0.2137801371441327,BG89,492500.05814519007,6147499.909344381
1,BG90_1,0.22198449760428318,BG90,497500.04236272007,6102499.824620573
1,BG91_1,0.20365362723177624,BG91,497500.01451139763,6107499.808974277
1,BG92_1,0.2358435298016934,BG92,497500.05856603594,6112499.830354991
1,BC40_1,0.32509584803654473,BC40,472500.05137193855,6302499.68679326
1,BG93_1,0.2244118524408118,BG93,497500.04702172836,6117499.888816063
1,BG94_1,0.23281323491328731,BG94,497500.04360713303,6122499.873015075
1,BG95_1,0.21498231629519027,BG95,497500.0483908097,6127499.894213497
1,BG96_1,0.20076913829164517,BG96,497500.0613110999,6132499.841104226
1,BG98_1,0.207484126451232,BG98,497500.04848340026,6142499.845767268
1,BG99_1,0.18027895867800317,BG99,497500.0228864452,6147499.903496731
1,BH57_1,0.3205984473634622,BH57,477500.0575189135,6087499.717403076
1,BH58_1,0.26352139433596755,BH58,477500.0309492611,6092499.683684505
1,BC41_1,0.31130723946094524,BC41,472500.0641984955,6307499.732148187
1,BH59_1,0.19500478169570487,BH59,477500.0107989607,6097499.687274866
1,BH66_1,0.27973678539213026,BH66,482500.0001891313,6082499.794663963
1,BH67_1,0.25381572003221325,BH67,482500.0408449325,6087499.686214566
1,BH68_1,0.19691883609017283,BH68,482500.0724313329,6092499.726358123
1,BH69_1,0.20799191157879662,BH69,482500.03038015234,6097499.692768536
1,BH76_1,0.3061202261185075,BH76,487500.048187175,6082499.800443771
1,BH77_1,0.2639783304588527,BH77,487500.03415061906,6087499.77562375
1,BH78_1,0.20770819212765734,BH78,487500.0592190939,6092499.787910184
1,BH79_1,0.21027261088960314,BH79,487500.0591634151,6097499.726182375
1,BH86_1,0.2621931116383784,BH86,492500.0572634925,6082499.806664651
1,BH87_1,0.23833175748981117,BH87,492500.0521481735,6087499.763193937
