atlas,survey,beta_turnover,site,X,Y
1,DD54_1,0.2668777089665467,DD54,577499.8907825949,6272499.932445059
1,DD57_1,0.18330793404111562,DD57,577499.8373202452,6287500.015885937
1,DD59_1,0.3239492991949202,DD59,577499.8764129576,6297499.934571228
1,DD61_1,0.17431693221677702,DD61,582499.9243567707,6257499.87675696
1,BD40_1,0.25426885287169865,BD40,472500.0931846446,6252499.686959085
1,DD62_1,0.1797068646019057,DD62,582499.9358377454,6262499.908196272
1,DD63_1,0.17553594376685175,DD63,582499.9142568866,6267499.867230073
1,DD64_1,0.17506145294388967,DD64,582499.9156895869,6272499.97761661
1,DD65_1,0.18899202610131557,DD65,582499.8841101133,6277499.904232946
1,DD70_1,0.20916964778895467,DD70,587499.9756611895,6252499.834294763
1,DD71_1,0.2467541010962427,DD71,587499.9294289971,6257499.883005279
1,DD72_1,0.19363080776541935,DD72,587499.9576007758,6262499.861898324
1,BD41_1,0.23616583419375112,BD41,472500.0753691514,6257499.700065501
1,DD80_1,0.18700370093213955,DD80,592499.9965185599,6252499.880145047
1,DD81_1,0.23523881945260783,DD81,592499.9849260056,6257499.886210558
1,DD90_1,0.2061149001062655,DD90,597499.9603299614,6252499.909862781
1,DD91_1,0.18879133144370872,DD91,597499.9845591482,6257499.88334208
1,DD92_1,0.22214594418140954,DD92,597499.985225495,6262499.8971402
1,DE00_1,0.19185261843641108,DE00,552500.0397736444,6202499.815031244
1,DE01_1,0.2296171015175625,DE01,552500.0522177635,6207499.735317095
1,DE02_1,0.18042634608388347,DE02,552500.0156842017,6212499.692870375
1,BD42_1,0.17691254599797696,BD42,472500.0892348051,6262499.638397401
1,DE03_1,0.24222769281459208,DE03,552499.9918704326,6217499.688423337
1,DE04_1,0.26956953132580275,DE04,552500.0421838384,6222499.722709725
1,DE05_1,0.20806254123130186,DE05,552499.9808522139,6227499.682127924
1,DE07_1,0.20672327267593194,DE07,552499.9514282229,6237499.715456871
1,DE10_1,0.20084021839123034,DE10,557499.9926700045,6202499.753927617
1,DE11_1,0.21491894849408405,DE11,557500.0121679712,6207499.781346942
1,DE12_1,0.4119598901259704,DE12,557500.0298874964,6212499.735544217
1,BD43_1,0.23398835246077035,BD43,472500.0750117887,6267499.724942416
1,DE13_1,0.2604769458406308,DE13,557499.9814049272,6217499.726953041
1,DE14_1,0.2023561058756069,DE14,557499.9919643814,6222499.645914316
1,DE15_1,0.18558064044991568,DE15,557499.9955708939,6227499.714159249
1,DE16_1,0.1954599739493165,DE16,557499.9944713496,6232499.709069772
1,DE17_1,0.22817213634713376,DE17,557499.9260181622,6237499.629782909
1,DE18_1,0.19449889952391367,DE18,557499.9103897591,6242499.700531681
1,DE19_1,0.2552496034639132,DE19,557499.8878559844,6247499.697860005
1,DE20_1,0.20447269096105913,DE20,562500.0084597974,6202499.807410175
1,DE21_1,0.1971943276707289,DE21,562499.9761553103,6207499.728242607
1,DE22_1,0.2085762703881983,DE22,562499.9864572511,6212499.688075669
1,BD44_1,0.3369727485159527,BD44,472500.09313145553,6272499.736661749
1,DE23_1,0.21190001171837752,DE23,562499.9761974189,6217499.685978896
1,DE24_1,0.24721609343929737,DE24,562500.0067694888,6222499.722828891
1,DE25_1,0.19129077732956898,DE25,562499.9547079823,6227499.685494073
1,DE26_1,0.26747306661363773,DE26,562499.9418520522,6232499.687049095
1,DE27_1,0.2575532612910971,DE27,562499.9672399207,6237499.727467009
1,DE29_1,0.19081224429303198,DE29,562499.8850704462,6247499.698559415
1,DE30_1,0.2221343273401909,DE30,567499.9818457006,6202499.750937081
1,DE31_1,0.2157126208370363,DE31,567499.95756106,6207499.79836426
1,DE32_1,0.19566784761721379,DE32,567499.9610612297,6212499.773586951
1,BD45_1,0.24009871655832504,BD45,472500.082515051,6277499.673930096
1,DE33_1,0.22545520712150305,DE33,567499.991388455,6217499.67657536
1,DE34_1,0.26151801696461285,DE34,567499.981947577,6222499.728908503
1,DE35_1,0.2641157466911517,DE35,567499.9354850466,6227499.707971843
1,DE36_1,0.20421994694389378,DE36,567499.9734866512,6232499.726984239
1,DE37_1,0.20513942367565738,DE37,567499.910766697,6237499.671688164
1,DE38_1,0.1916613787529953,DE38,567499.9288161611,6242499.767579349
1,DE39_1,0.2811485224250535,DE39,567499.9064195943,6247499.790080435
1,DE40_1,0.23458088326614399,DE40,572499.9259428019,6202499.806681671
1,DE41_1,0.21742264476933812,DE41,572499.9762135199,6207499.768940775
1,DE42_1,0.18819407155589982,DE42,572499.9735447941,6212499.769307227
1,BD46_1,0.26869174868885837,BD46,472500.04509961524,6282499.759338391
1,DE43_1,0.1963486627986295,DE43,572499.9812662832,6217499.697508556
1,DE44_1,0.27060456632869323,DE44,572499.9325161695,6222499.7750477465
1,DE45_1,0.273567751521265,DE45,572499.9563057558,6227499.670118789
1,DE46_1,0.23385245351171288,DE46,572499.9838101824,6232499.715519001
1,DE47_1,0.17402481737225114,DE47,572499.9559022341,6237499.687581973
1,DE49_1,0.2541383196126548,DE49,572499.9104865338,6247499.748605974
1,DE50_1,0.20570084288903057,DE50,577499.9212493428,6202499.864100323
1,DE51_1,0.2482288430528642,DE51,577499.9222648653,6207499.748870433
1,DE52_1,0.2179483925278536,DE52,577499.9764963645,6212499.785257158
1,BD47_1,0.2910137839135205,BD47,472500.0410912281,6287499.769842108
1,DE53_1,0.23894843763261495,DE53,577499.9623265731,6217499.7484121
1,DE55_1,0.22660189547748794,DE55,577499.9679888003,6227499.7932537105
1,DE56_1,0.2191261199499568,DE56,577499.9877266791,6232499.7635885775
1,DE57_1,0.18861778713711763,DE57,577499.9334297109,6237499.771854244
1,DE66_1,0.2041936064155366,DE66,582499.9419179015,6232499.758382413
1,DE67_1,0.19668538680123068,DE67,582499.9858796117,6237499.815066368
1,BD48_1,0.285680167103544,BD48,472500.0707461879,6292499.705413405
1,DE68_1,0.2021541158702469,DE68,582499.940157057,6242499.798316628
1,DE69_1,0.19549060561309217,DE69,582499.925380716,6247499.821784631
1,DE75_1,0.2505484811078868,DE75,587499.9822943644,6227499.740914788
1,DE78_1,0.17482671227598198,DE78,587499.9809427367,6242499.8550773095
1,DE79_1,0.22475423790182258,DE79,587499.9718824326,6247499.824550713
1,BD49_1,0.1884635051563766,BD49,472500.07474827545,6297499.789050161
1,DE84_1,0.1900962637462455,DE84,592499.9550939988,6222499.799698218
1,DE85_1,0.3418414852840361,DE85,592500.0141816582,6227499.78733749
1,DE86_1,0.19785237857915358,DE86,592500.0119548003,6232499.814113551
1,DE87_1,0.24564019752586005,DE87,592500.011741156,6237499.7700439
1,DE88_1,0.21391425683020648,DE88,592500.0074987623,6242499.877671048
1,DE89_1,0.2486481583479055,DE89,592500.0052482311,6247499.803093614
1,DE90_1,0.23033119109930975,DE90,597499.937235394,6202499.867768866
1,DE94_1,0.19602648379126153,DE94,597499.973766844,6222499.817559282
1,BD50_1,0.18615442887903874,BD50,477500.11881933274,6252499.615843311
1,DE96_1,0.212022395212104,DE96,597499.9776650518,6232499.7592064515
1,DE97_1,0.23482388508602636,DE97,597500.0164649216,6237499.792208735
1,DE98_1,0.18600635265198123,DE98,597499.9749128878,6242499.864260202
1,DE99_1,0.19155384402780368,DE99,597499.9781003586,6247499.86686593
1,DF00_1,0.18731789422343095,DF00,552500.0821818158,6152499.918017617
1,DF01_1,0.2050402762343708,DF01,552500.0434295452,6157499.903279973
1,DF04_1,0.20774027061438813,DF04,552500.0484365653,6172499.866101065
1,DF05_1,0.1889424695517443,DF05,552500.0248900052,6177499.8923083795
1,BD51_1,0.1791769600510965,BD51,477500.0634254692,6257499.690373675
1,DF06_1,0.2123516373341184,DF06,552500.0201864875,6182499.845409598
1,DF07_1,0.21201038489967963,DF07,552500.0322634379,6187499.836667846
1,DF08_1,0.2506699890397404,DF08,552499.9978258526,6192499.865300811
1,DF09_1,0.273002513774756,DF09,552500.0427085381,6197499.8215051675
