response,site_filter,atlas,period,bandwidth,bandwidth_value,model_id,model_type,predictor,model_label,survey,site,X,Y,observed,fitted,residual,coefficient,local_se,local_t,abs_local_t,local_r2,supported,direction
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AD90_1,AD90,447500.0709493527,6252499.57832838,11.485454149413885,11.906913460673124,-0.4214593112592393,-0.07804748362180036,0.006488780378768765,-12.028066765392627,12.028066765392627,0.39858624789410274,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AD92_1,AD92,447500.02377636905,6262499.551973275,11.96939825395813,11.989618626543852,-0.0202203725857224,-0.08009594543952603,0.006671942868922666,-12.00489078115552,12.00489078115552,0.4058577284133674,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AD93_1,AD93,447499.9924736935,6267499.595406948,11.78679850342597,11.871294857895112,-0.08449635446914172,-0.08079632678561288,0.006784341571451452,-11.909236281027518,11.909236281027518,0.4093364100655016,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AD94_1,AD94,447499.9570043505,6272499.676545255,11.681270990817342,11.871980173105475,-0.19070918228813305,-0.0812392609767092,0.006907941447678023,-11.760270638080796,11.760270638080796,0.4126125172847996,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AD95_1,AD95,447499.9167107371,6277499.684056323,11.496854641863784,11.925201061120143,-0.42834641925635886,-0.08139345927160635,0.00704584397745325,-11.551981498890125,11.551981498890125,0.41558522385029284,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AE93_1,AE93,447500.1701742312,6217499.746982312,11.736091208184002,11.932063143476817,-0.19597193529281576,-0.06830535982424524,0.006260687149117566,-10.910201739416538,10.910201739416538,0.3784464099799545,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AE94_1,AE94,447500.1510277113,6222499.78450804,11.792021248214969,11.887798306727028,-0.0957770585120592,-0.06963318428114049,0.006250355972756777,-11.140674960697979,11.140674960697979,0.3811268152470974,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AE95_1,AE95,447500.18198725476,6227499.747924402,11.658470565914712,11.890908299490043,-0.23243773357533115,-0.0710482484146873,0.006254888824575963,-11.35883473028857,11.35883473028857,0.38350766108152773,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AE96_1,AE96,447500.139576756,6232499.638727918,11.610988435906746,11.87751848002616,-0.2665300441194134,-0.07251205890813392,0.00627551910770292,-11.55475071681777,11.55475071681777,0.38597417889493335,TRUE,Negative
cwm_sti,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AE97_1,AE97,447500.1513174165,6237499.67796077,11.87778533067798,11.870488189849556,0.00729714082842392,-0.07399206062850722,0.006311015881492742,-11.724271023543345,11.724271023543345,0.3886639573640857,TRUE,Negative
