survey,richness,site,X,Y,tmean_breeding,prec_breeding,hh,perc_urban,perc_cropland,perc_pasture,perc_forest,perc_grass_shrub,local_i,local_p,local_cluster,global_moran_i,global_moran_p,atlas,period
DF02_2,62.60129402691951,DF02,552500.0249240466,6162499.926827057,8.41333894755373,201.060158247009,0.506887831220641,0.0514091965486412,0,0,0.287534610941898,0.022879379393664,-0.00955732989132674,3.886394913120379e-4,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF04_2,63.0650788926283,DF04,552500.0484365653,6172499.866101065,8.21191443045386,215.995259313711,0.655516968343655,0.0944680927625789,0.490825713926539,0.012177333493871,0.282471959758865,0,-0.011415960053355182,8.988682635836328e-4,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF05_2,50.765169379559914,DF05,552500.0248900052,6177499.8923083795,8.04736495191566,213.676139814386,0.0475230343684742,0.0243546669883507,0.97564533301165,0,0,0,0.05289050048530685,0.003711534714365863,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF06_2,53.2589141568084,DF06,552500.0201864875,6182499.845409598,8.11742365032003,207.296741238366,0.130092447952663,0.0487093339775378,0.931198835467348,0,0.0200918305551136,0,0.033940967700043116,0.01368873868718351,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF07_2,48.329796779614234,DF07,552500.0322634379,6187499.836667846,8.19741475423688,201.116727034344,0.51484683367972,0.61301158598893,0.328345912177458,0,0.0370088692822037,0.0114071068173225,0.05239165749552838,0.018973010774978826,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF08_2,81.65803086469154,DF08,552499.9978258526,6192499.865300811,8.37990856923757,196.413063317246,0.64571929773805,0.517821192634894,0.0501546520854501,0.105866835600644,0,0.264860297826097,-0.0823859715879023,0.02506168961411111,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF09_2,65.46863640832055,DF09,552500.0427085381,6197499.8215051675,8.15123174395341,214.963736310719,0.508071691734179,0.197576665776328,0.665702316941175,0.00372916584184051,0.0601164407928248,0.0728754106478313,-0.021639905317018784,0.005039813489342825,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF10_2,41.07205575934907,DF10,557500.0539540383,6152499.913491488,8.42201342399539,192.259707552558,0.618458499890074,0.218618005981276,0.21242083965513,0,0,0.033462485288253,0.1048705594048156,0.006775147538299182,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF14_2,47.70500485254813,DF14,557500.0426793615,6172499.947726307,8.29857798568263,203.826874349844,0.689302038231408,0,0.347778620100226,0,0.250462744832778,0.0487093365990868,0.07313550659552442,0.0023153504089014135,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF15_2,55.06546425335371,DF15,557500.0018913269,6177499.856621167,8.05859137305754,207.695622441716,0.121658620340567,0.0213389187848936,0.935983243645363,0,0.042677837569743,0,0.036433887862204466,7.737039263932668e-4,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF16_2,67.94769498028151,DF16,557500.0236227086,6182499.915863126,8.19223638776815,194.425298221463,0.211379934655245,0.0487093366010861,0.884161244937647,0,0.0671294184612673,0,-0.03086876399209694,0.011404565644025979,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF17_2,64.05972459542214,DF17,557499.9860512931,6187499.789903091,8.29092109862341,188.983605865171,0.530219080270853,0,0.632762313936893,0,0.215259947121988,0.0129475608679193,-0.01070327178496735,0.04028124388155032,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF18_2,77.6580966888247,DF18,557500.0093904075,6192499.814239048,8.32365361004037,206.519720947392,0.798421744922562,0.183430238976995,0.153961914636443,0.024354668301182,0.0640167563569292,0.184970692413436,-0.06009545361383674,0.0456839532039554,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF19_2,49.0120062528734,DF19,557500.0331405934,6197499.765436237,8.08320087904885,216.701673752691,0.274785890767949,0.143112260282138,0.839299495930666,0,0.0175882437871951,0,0.04385236955697974,0.04315211992279043,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF20_2,69.99069650832718,DF20,562500.08334866,6152499.927340711,8.46612605259347,188.109753359681,0.693302053495469,0.177071463947442,0.484763057164879,0,0.123608689158321,0.0752725058491358,-0.03143235584680594,0.07452816311876721,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF24_2,43.25042826811172,DF24,562500.0367152442,6172499.862543065,8.41033735509849,194.716759069091,0.519124871644127,0.146128003708754,0.00622017862474717,0,0.103075547098753,0.0795336050757129,0.07165995930143895,0.026126508938989493,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF25_2,64.18938939488432,DF25,562499.9763535939,6177499.886270679,8.38287650550818,184.48773406689,0.768013142861157,0.0875353111331712,0.224906377095831,0.0114555598873386,0.329105461110883,0.127975874113441,-0.012937314519002948,0.019242456911225687,High-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF26_2,53.548133574878925,DF26,562499.9653456258,6182499.837874897,8.34332374686008,189.889534143888,0.555232812660056,0.18041448528001,0.631734136253051,0.0555197751258401,0,0.0559579965634664,0.028453766073960603,0.03790382660184937,Low-low,0.04473625550928367,8.084712317106615e-238,2,1990s
DF27_2,56.29398828594352,DF27,562500.0011427227,6187499.828616493,8.36810870065556,187.250060764885,0.649113381764651,0.0585926957079066,0.312031347575322,0.0243546672849642,0,0.0182660004637232,0.01558146126152959,0.07641690946679867,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF28_2,74.22464664273465,DF28,562499.9576474453,6192499.856666409,8.39996517633149,195.860574645247,0.438266860552015,0.016896335491954,0.174336055813637,0.0126722516188734,0.020761419381742,0.048709334572966,-0.033342198125056344,0.17117269696044196,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF29_2,57.214649337932244,DF29,562499.9609393289,6197499.812510072,8.06921511474247,211.81878254161,0.16089954510284,0.0373022309595452,0.914144486101781,0.0238597492948372,0.0246935336438363,0,0.009915488474722125,0.16897632526894,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF30_2,62.286253313927,DF30,567500.0600414778,6152499.957596392,8.37149803178526,191.627476108809,0.0620883532979166,0.0243546676547184,0.968122879373689,0,0.00752245297159296,0,-0.0033461896050378795,0.1432539300211319,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF31_2,77.60910820004344,DF31,567500.0347013446,6157499.951350236,8.49318391686287,184.536644057999,0.7419061253604,0.204178440350596,0.316076876635931,0.0505125669040351,0.0511186975471499,0.0487093353114677,-0.05448470896109725,0.09369965276210179,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF37_2,73.03840591533636,DF37,567499.9700276025,6187499.839556279,8.43808502106501,189.022971827072,0.621582190478804,0.212275940735162,0.0404568253934109,0,0.0273219607864454,0,-0.027622825278181926,0.21896644045743446,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF38_2,89.96488148733872,DF38,567499.9855262494,6192499.88279332,8.41451421515374,195.253854633377,0.691811193888994,0,0.222653112594417,0.0337442191284244,0.194540845631847,0.0116884162927455,-0.041470943682726503,0.4713568337809582,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF39_2,54.52716699254101,DF39,567499.9689031657,6197499.852938899,8.16415766260674,199.810415805894,0.656235703217666,0.0243546676545258,0.499872655091886,0.0744336679379684,0.256641163176761,0.144697846138859,0.010553084150650168,0.39232112582099604,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF40_2,59.83081477830021,DF40,572500.0649841583,6152499.8935916675,8.30692141210358,191.078667649633,0.0926734745055355,0.0487093367382477,0.951290663261752,0,0,0,0.0014639990513306178,0.5761889733428236,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF41_2,79.84342619729354,DF41,572500.0874127243,6157499.909943095,8.45341392619523,181.658012806038,0.547780183319376,0.114857268913247,0.651746365466562,0.0367833681173918,0.0842083292681961,0.0243546683701174,-0.03545739754046033,0.3488500107412452,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF48_2,82.43766521752003,DF48,572499.9843263607,6192499.890549853,8.42360742969993,190.276484049598,0.656005953342697,0.0487093367409294,0.47446910058986,0.0257727857741321,0.0417448152144671,0.0295625879787254,0.002407405132706433,0.9257962562855734,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF49_2,52.10709990890225,DF49,572499.9503513994,6197499.773365588,8.33784135243897,189.527784879659,0.154037497844024,0,0.915574020336421,0.0243546683688576,0,0.0600713112947212,-0.007008856941296765,0.6969933623983782,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF50_2,23.816793712626076,DF50,577500.1106004395,6152499.957711743,8.30700619653404,186.253870169962,0.091636630870894,0.0481353249427955,0.951864675057205,0,0,0,-0.006966037636464708,0.9711620983605663,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF51_2,57.253680225251884,DF51,577500.0572356211,6157499.892787818,8.42480488989445,179.909258048454,0.317755752485514,0.0910766110338505,0.818118277334797,0.00920131721441146,0.0328944607902912,0.0487093336266496,0.0024078748597784086,0.7512167714562397,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF52_2,57.13330116676779,DF52,577500.0677353318,6162499.979763222,8.48300380804539,182.293567467936,0.542577144953618,0.00391702992065357,0.409811730920843,0.00176350304336707,0,0.0487093336244661,-5.8338995592825605e-5,0.9990488907926885,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF59_2,71.34948075186851,DF59,577499.9181351293,6197499.795993284,8.37619378187175,187.031426761698,0.671090503137951,0.170482667685228,0.418315998206031,0,0,0,0.025275970924809293,0.20315864389064037,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF60_2,40.65001876571117,DF60,582500.0903572468,6152499.924879827,8.38881214279045,182.430887185171,0.0207909025581785,0.0105058236087884,0.989494176391212,0,0,0,-0.03911524330377614,0.36812138332072036,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF61_2,59.25426777173197,DF61,582500.0863001315,6157499.901682529,8.39818280390777,182.582220619166,0.119150180673503,0.0382035138725186,0.937441817375495,0,0,0.0243546687519865,-0.003328666503389477,0.38474620831663037,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF62_2,67.6203894664426,DF62,582500.0688732299,6162499.91803773,8.47513061122177,180.056066984537,0.579921094267116,0,0.379371458044457,0,0.0243546687508823,0,0.01277744644610833,0.3189191801753156,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF70_2,58.00689887972605,DF70,587500.0815321453,6152499.907091927,8.46834536845565,179.7775645364,0.323229156923679,0.202703142401134,0.797296857598866,0,0,0,-0.011451542021951516,0.07999097640659143,Not significant,0.04473625550928367,8.084712317106615e-238,2,1990s
DF71_2,65.57781576230232,DF71,587500.064427627,6157499.934001944,8.45801730289801,178.092538115433,0.367096975516437,0.0796647281787816,0.786384604294848,0.0365320002344648,0.0243546668229765,0.0730640004689296,0.0203405158282971,0.02503726180581931,High-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF72_2,62.184755743706816,DF72,587500.0831289394,6162499.89047789,8.47048183843142,178.693365133939,0.591030628546298,0.0743290805769903,0.265533858929488,0.0365320002328686,0,0,0.004624425013450028,0.02886791871062999,High-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF80_2,70.15676347335896,DF80,592500.1000892023,6152499.904054666,8.50119078749891,181.411400024405,0.708984959439121,0.134345168831463,0.450571430211074,0.0665069579052409,0.0243546678508959,0.0592151589221484,0.05603166435115473,0.003161884986688912,High-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF81_2,57.15821186757917,DF81,592500.1360954175,6157499.880622524,8.4882087024033,180.567743562328,0.683885413213862,0.212017273943346,0.338710092379075,0,0,0.0382035124605779,-0.029932411861050376,3.3703625923260243e-4,Low-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF96_2,58.57145621951433,DF96,597500.0114531335,6182499.907238431,8.39442346110063,180.300909248419,0.561380743021314,0,0.377801821517654,0.027546607178420002,0.0069323585188141,0.0243546682642741,-0.02508328695639836,4.3951588389957514e-6,Low-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF97_2,63.65464284540575,DF97,597499.9710038947,6187499.863307686,8.32135481542438,184.110908030693,0.579080861052028,0.0831883022229484,0.589997778028229,0,0,0.250511204112023,0.02518305909875718,2.533047100461971e-6,High-high,0.04473625550928367,8.084712317106615e-238,2,1990s
DF98_2,57.73677635332192,DF98,597499.9873134624,6192499.861592982,8.38905635740892,175.320330392809,0.590953156332739,0.0730640047949111,0.310377423185996,0,0,0.0660994832989363,-0.0376777184069681,2.551075174861887e-7,Low-high,0.04473625550928367,8.084712317106615e-238,2,1990s
