response,atlas,period,bandwidth,bandwidth_value,model_id,model_type,predictor,model_label,survey,site,X,Y,observed,fitted,residual,coefficient,local_se,local_t,abs_local_t,local_r2,supported,direction
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF43_2,BF43,472500.098778225,6167499.766588567,43.20662781990471,62.42113591168997,-19.214508091785262,4.259142862854703,0.6109661838207406,6.971159739512439,6.971159739512439,0.22835584240010173,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF46_2,BF46,472500.06605603127,6182499.813911805,47.81977298541929,56.04895506873577,-8.22918208331648,3.7766625200149413,0.606771245653585,6.224194945076708,6.224194945076708,0.2210163070869731,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF47_2,BF47,472500.06699141755,6187499.755388988,47.442826438166854,55.32658871327402,-7.883762275107166,3.6663062612350266,0.6063739090755691,6.046279706896351,6.046279706896351,0.21888732823551937,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF48_2,BF48,472500.0957205096,6192499.73373965,54.12265992604685,52.19929047049138,1.9233694555554735,3.580471015417493,0.6060589170773839,5.907793639410019,5.907793639410019,0.2171755791953745,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF49_2,BF49,472500.0900039778,6197499.749339143,68.04893000480183,59.505508080669294,8.543421924132538,3.518963458845522,0.6056191320330251,5.8105222783048225,5.8105222783048225,0.2161529943691498,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF50_2,BF50,477500.08187685715,6152499.846936376,57.81571736411851,51.775882350031004,6.039835014087508,4.790304779556561,0.6032316634805293,7.941069856839801,7.941069856839801,0.2298300766181683,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF51_2,BF51,477500.02976028406,6157499.8520273,60.68348584511992,56.38690787892389,4.2965779661960255,4.589912888169367,0.5982928809395953,7.671682272002118,7.671682272002118,0.22745958801004978,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF52_2,BF52,477500.049981805,6162499.782522364,52.286177729059226,58.82064211316482,-6.534464384105597,4.385506620742777,0.5942267837789564,7.3801900898060495,7.3801900898060495,0.22469908706180616,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF53_2,BF53,477500.08021795313,6167499.7500125235,55.30393872685252,61.459412016118264,-6.155473289265743,4.186049090604565,0.5911177122502855,7.081582912934518,7.081582912934518,0.22170285675878762,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF55_2,BF55,477500.0461591174,6177499.796539538,37.288447554491334,50.775187484261224,-13.48673992976989,3.843527789599154,0.5876292250073484,6.540736277286226,6.540736277286226,0.21586137063498442,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF56_2,BF56,477500.10749606375,6182499.763586155,47.60239327389172,57.28594470574518,-9.68355143185346,3.7106428768607036,0.5868954429429024,6.322493932231303,6.322493932231303,0.21328576578501746,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF57_2,BF57,477500.05456016917,6187499.768187857,47.34646848505881,58.04882208815065,-10.702353603091844,3.6037785701370595,0.5865658340937696,6.143860348949257,6.143860348949257,0.21098990516262103,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF58_2,BF58,477500.0757376356,6192499.809343387,45.36556113495449,54.41149022661209,-9.045929091657598,3.5223867934605773,0.5863066385943377,6.0077552625115285,6.0077552625115285,0.20921569381286387,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF59_2,BF59,477500.10798379144,6197499.776060057,55.89219444089765,58.660266177003635,-2.7680717361059877,3.4667956619456852,0.5858956831901942,5.9170868832298416,5.9170868832298416,0.20825653239458194,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF60_2,BF60,482500.0368470739,6152499.882651542,64.65394335543485,49.749817991259405,14.904125364175442,4.72525565259735,0.5849999336435298,8.077361006123958,8.077361006123958,0.2243503500909925,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF61_2,BF61,482500.0271999943,6157499.849245702,59.896653650402115,54.09712953904427,5.799524111357847,4.526987354573257,0.5801396627064461,7.803271600935062,7.803271600935062,0.2216939431632633,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF62_2,BF62,482500.07425727736,6162499.852593689,47.20836122805192,55.29484840839598,-8.086487180344058,4.325420654601067,0.576245940046203,7.506205864555432,7.506205864555432,0.2186988481827873,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF63_2,BF63,482500.0517386565,6167499.781888844,47.31826234262386,61.844768659779035,-14.526506317155174,4.129034531481623,0.5733033438481036,7.20218114160452,7.20218114160452,0.21543519264900335,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF64_2,BF64,482500.08626133483,6172499.7478915425,41.722620448600736,57.699912956813584,-15.977292508212848,3.9483690922149774,0.5713567789182598,6.910514126900461,6.910514126900461,0.2120437624790868,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF65_2,BF65,482500.0522818646,6177499.751086633,52.51864819399913,53.309004586262986,-0.7903563922638597,3.792252432742558,0.5701660530649758,6.651136826468333,6.651136826468333,0.2088960451552936,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF66_2,BF66,482500.0756826632,6182499.790944238,58.69684306960659,54.96746777091688,3.7293752986897033,3.66244139330792,0.5695371453590612,6.43055755564276,6.43055755564276,0.2060789869904561,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF67_2,BF67,482500.09339765523,6187499.756401075,47.971760118468,60.08993473140827,-12.118174612940273,3.5596330389001887,0.5692976579685226,6.252674658108301,6.252674658108301,0.2036826457359849,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF68_2,BF68,482500.106118653,6192499.758727317,44.195942544134894,61.78764707387113,-17.591704529736234,3.482877626042227,0.5690858346740283,6.120127077204822,6.120127077204822,0.20189047999537713,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF69_2,BF69,482500.11408775987,6197499.797900253,50.09088647631158,55.63751921493393,-5.54663273862235,3.4323463559763683,0.5687322732291118,6.035082792978164,6.035082792978164,0.2010019966269074,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF70_2,BF70,487500.0613181969,6152499.826749672,49.09645627653751,50.57797059126066,-1.4815143147231495,4.67013814894217,0.56866300205113,8.212488120551697,8.212488120551697,0.21897002779046834,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF71_2,BF71,487500.03120470024,6157499.875939318,54.22289667706046,54.38144553098539,-0.1585488539249269,4.474794275263039,0.5639339197024064,7.93496209205581,7.93496209205581,0.2160950807416914,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF72_2,BF72,487500.0414117519,6162499.85063891,66.19083306316672,58.83000221142069,7.36083085174603,4.277973124575723,0.5602681648385444,7.63558130383605,7.63558130383605,0.21293628427444045,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF73_2,BF73,487500.02902736043,6167499.751005261,55.16897780614894,62.09333721664323,-6.92435941049429,4.08728704845754,0.5575944688487402,7.330214478089284,7.330214478089284,0.20951624313749442,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF74_2,BF74,487500.0577833784,6172499.799416764,56.60487177946319,59.30515818014092,-2.700286400677733,3.911397761995274,0.555888046092323,7.036304862986136,7.036304862986136,0.2058929544888198,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF76_2,BF76,487500.0490462398,6182499.784371457,59.925199482144414,57.482690889270906,2.4425085928735086,3.6313182163869824,0.5545185577362222,6.548596373783322,6.548596373783322,0.19946943224428124,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF77_2,BF77,487500.0746598672,6187499.7206850415,51.027135697845864,58.01080966144391,-6.983673963598044,3.5321097797851495,0.5543842107806243,6.371230837926665,6.371230837926665,0.19699889164562615,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF78_2,BF78,487500.07920825994,6192499.805137645,44.99728809295817,58.67151150081509,-13.674223407856921,3.4590531027888245,0.5542442797351727,6.241026257305928,6.241026257305928,0.1951895538354251,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF79_2,BF79,487500.06227952236,6197499.815116662,49.64885195918096,60.76474346944408,-11.115891510263118,3.411302074554798,0.5538817749658381,6.158899297174379,6.158899297174379,0.19432506125109464,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF80_2,BF80,492500.0457424066,6152499.90235705,55.85662856800763,55.89321468789147,-0.03658611988384308,4.623158829077977,0.5541952496679841,8.342111975603709,8.342111975603709,0.21374767630319855,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF81_2,BF81,492500.0575680637,6157499.820932193,61.17172265355859,59.962460497192055,1.2092621563665347,4.432476616773474,0.5497406663992949,8.062850154065226,8.062850154065226,0.21070447147822768,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF82_2,BF82,492500.03082487086,6162499.776445566,62.391392198350374,62.073726413770586,0.31766578457978767,4.242530617137419,0.5463579673287297,7.765111649931877,7.765111649931877,0.20744192820480012,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF83_2,BF83,492500.0286680475,6167499.768765947,67.31586452645091,58.04179420193108,9.274070324519826,4.059319883191913,0.5439942079393689,7.462064529268565,7.462064529268565,0.20396971110834594,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF84_2,BF84,492500.0511084942,6172499.797871274,47.31149290445706,52.37355903499394,-5.062066130536877,3.888976461312774,0.5425494390690306,7.167966974559834,7.167966974559834,0.2002345162043507,TRUE,Positive
richness,2,1990s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BF85_2,BF85,492500.0351787714,6177499.752555744,59.024438256990486,55.38096724879061,3.6434710081998745,3.7394057823402465,0.5419043214110977,6.900490796240525,6.900490796240525,0.1965804646706584,TRUE,Positive
