Species,atlas,period,PC1,PC2
Lanius_excubitor,3,2010s,0.054225902753664006,-0.013176697526596037
Larus_argentatus,3,2010s,-0.528629765454759,-0.17389453192713458
Larus_canus,3,2010s,-0.4301129733806181,-0.136487205990248
Larus_fuscus,3,2010s,-0.7573284933924989,-0.18558708130374396
Larus_marinus,3,2010s,-0.9783762935514309,-0.2576578594434295
Limosa_limosa,3,2010s,-0.6077714151680137,0.2508774407005484
Linaria_cannabina,3,2010s,-0.30971900688355075,-0.11333829383860095
Locustella_luscinioides,3,2010s,0.06283534236332812,0.2937697690090595
Locustella_naevia,3,2010s,0.2447974172059914,0.03900955789491265
Lophophanes_cristatus,3,2010s,0.20102002205092612,0.12164783557863262
Loxia_curvirostra,3,2010s,0.2298284031747226,0.062339414840445105
Lullula_arborea,3,2010s,0.2514430494800833,0.16480016326569094
Luscinia_luscinia,3,2010s,0.4108205756888863,-0.2431820265186011
Mareca_strepera,3,2010s,-0.3144889119193942,0.03241797974522267
Mergus_merganser,3,2010s,-0.7986514030968889,0.20957201537825929
Mergus_serrator,3,2010s,-1.0320454850207188,-0.12943865355356043
Motacilla_alba,3,2010s,-0.02735318214519213,-0.06404137205248454
Motacilla_cinerea,3,2010s,0.37117577039602745,-0.07714357843179523
Motacilla_flava,3,2010s,-0.31816082776325105,-0.10739213137028127
Muscicapa_striata,3,2010s,-0.041733866973538945,0.014553932885813125
Numenius_arquata,3,2010s,-0.4305204234193227,0.16952059999267163
Oenanthe_oenanthe,3,2010s,-0.15694402807470498,-0.05055949291169667
Oriolus_oriolus,3,2010s,-0.5384739868506754,0.22581204622176074
Panurus_biarmicus,3,2010s,-0.6071120804280712,-0.0032558544666704665
Parus_major,3,2010s,0.47697768783142347,-0.21662853511240152
Passer_domesticus,3,2010s,0.2904336371738971,-0.1142071898072222
Passer_montanus,3,2010s,0.4518247583907076,-0.24570094324208636
Perdix_perdix,3,2010s,0.17081861728257655,-0.12382997618031373
Periparus_ater,3,2010s,0.5123825562628488,-0.10135685918411005
Pernis_apivorus,3,2010s,0.42082321514317517,0.07907370119301027
Phoenicurus_ochruros,3,2010s,0.06471147443239628,0.1219181415116904
Phoenicurus_phoenicurus,3,2010s,0.4215326821015678,-0.05854767338419934
Phylloscopus_collybita,3,2010s,0.5142430145275806,0.06420166420519863
Phylloscopus_sibilatrix,3,2010s,0.0993737309794228,-0.2656998032638815
Phylloscopus_trochilus,3,2010s,0.3741822511796748,-0.10405809045007094
Pica_pica,3,2010s,0.7163786063282278,-0.13717324452796129
Picus_viridis,3,2010s,0.23934270356255793,0.21654608520323812
Podiceps_cristatus,3,2010s,0.2298754211267381,0.012608723378163095
Podiceps_grisegena,3,2010s,0.09478278672563137,-0.14623912513994075
Podiceps_nigricollis,3,2010s,0.029121361385924558,0.10099876065856346
Poecile_palustris,3,2010s,0.6453967017498282,0.09234068503474724
Porzana_porzana,3,2010s,-0.058048942263190274,0.02285264667132395
Prunella_modularis,3,2010s,0.17415631531399237,-0.10615540719360372
Pyrrhula_pyrrhula,3,2010s,0.25857903449498915,-0.12992456551464474
Rallus_aquaticus,3,2010s,-0.12368801049300239,-0.1167003791865734
Recurvirostra_avosetta,3,2010s,-0.8491484136693799,-0.052787719606664105
Regulus_ignicapilla,3,2010s,0.11237440379718218,0.07753015738610014
Regulus_regulus,3,2010s,0.4046747449446048,0.058217688458954045
Remiz_pendulinus,3,2010s,0.03819753763485977,0.13313188782285146
Riparia_riparia,3,2010s,-0.27853305589036853,-0.04225977135412683
Saxicola_rubetra,3,2010s,0.516718312349495,0.08571613398894232
Scolopax_rusticola,3,2010s,0.31737918213915084,-0.14742699721236663
Serinus_serinus,3,2010s,-0.4852117492567412,-0.07475329534793487
Sitta_europaea,3,2010s,0.5922845725763864,-0.04769640295844409
Somateria_mollissima,3,2010s,-1.3256994289172452,-0.5950230322528445
Spatula_clypeata,3,2010s,-0.2998716082965232,-0.062068961531020025
Spatula_querquedula,3,2010s,-0.24952574694081214,0.21676046203785013
Spinus_spinus,3,2010s,0.09375826903374834,0.02599855003649821
Sterna_hirundo,3,2010s,-0.25532554896192583,-0.08279410399432707
Sterna_paradisaea,3,2010s,-1.2360086828994636,-0.2588200576149067
Sternula_albifrons,3,2010s,-0.7692480073136057,-0.12829163255623774
Streptopelia_decaocto,3,2010s,0.2746295079108879,-0.17139805794833962
Streptopelia_turtur,3,2010s,0.028969185973187844,0.7138944521554914
Strix_aluco,3,2010s,0.31785705474200027,-0.10420285312089944
Sturnus_vulgaris,3,2010s,0.16923349683141212,0.11799753272809702
Sylvia_atricapilla,3,2010s,0.312955063072083,-0.07617766422159224
Sylvia_borin,3,2010s,0.257064091468841,-0.17956987458936288
Tachybaptus_ruficollis,3,2010s,0.14487669293443906,-0.132784826533881
Tadorna_tadorna,3,2010s,-0.4382801118461804,-0.03584127971587907
Thalasseus_sandvicensis,3,2010s,-1.005973910290599,-0.22138097067639267
Tringa_glareola,3,2010s,-0.2900092784512388,0.11106504885522793
Tringa_ochropus,3,2010s,0.08965827516974545,0.03383807500953231
Tringa_totanus,3,2010s,-0.8916793780964508,-0.15614982117175905
Troglodytes_troglodytes,3,2010s,0.4637227354201035,-0.29612647896462835
Turdus_merula,3,2010s,0.9897520635290081,-0.09586082609209766
Turdus_philomelos,3,2010s,0.503782638738132,0.008557067999031531
Turdus_pilaris,3,2010s,0.3646660394523916,-0.37154103436403263
Turdus_viscivorus,3,2010s,0.35653451123439295,0.3504085912372301
Tyto_alba,3,2010s,-0.11595758032885108,0.23008713246527654
Vanellus_vanellus,3,2010s,0.21912551164251565,-0.11221153612793651
