response,site_filter,atlas,period,bandwidth,bandwidth_value,model_id,model_type,predictor,model_label,survey,site,X,Y,observed,fitted,residual,coefficient,local_se,local_t,abs_local_t,local_r2,supported,direction
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AF98_1,AF98,447500.13873657817,6192499.683587027,46.01732574582625,48.27054150676848,-2.2532157609422327,2.708867898825121,0.7372943202289787,3.6740658709860106,3.6740658709860106,0.292771081158366,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,AF99_1,AF99,447500.1235891788,6197499.754315107,46.3930924156899,48.01869668007624,-1.6256042643863395,2.6738503885064353,0.7340897452170928,3.6424025889582423,3.6424025889582423,0.3033137787999642,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC20_1,BC20,462500.0832758646,6302499.782276433,59.56873035245686,54.53408181173009,5.034648540726771,3.400519996530587,0.817824759836462,4.158005679860535,4.158005679860535,0.17373138158123905,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC21_1,BC21,462500.08463837503,6307499.738256342,45.60410878663012,53.85880799355425,-8.25469920692413,3.4143529788210927,0.8452042899235438,4.039677767288605,4.039677767288605,0.1574982606355705,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC30_1,BC30,467500.03225555073,6302499.688678854,49.719615095507116,47.23539068470121,2.4842244108059077,3.4008481283639274,0.7854043632806305,4.330060141451978,4.330060141451978,0.1699557095484972,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC31_1,BC31,467500.0700814336,6307499.683991895,48.03813369922538,51.79944204304963,-3.761308343824254,3.4126483511069736,0.8105247717063283,4.210418324319216,4.210418324319216,0.15401008839669747,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC32_1,BC32,467500.03942602925,6312499.716500132,49.67026934678592,54.125905063137964,-4.455635716352042,3.412798499160271,0.8375478325513067,4.074750559337408,4.074750559337408,0.13809926806181105,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC33_1,BC33,467500.06162332307,6317499.67391025,49.637434989104285,53.79759699458075,-4.160162005476465,3.39992559628822,0.8659716674097968,3.9261395311670175,3.9261395311670175,0.12267571850161198,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC34_1,BC34,467500.01645873167,6322499.668462578,43.722820901829984,50.24489963597493,-6.522078734144948,3.3773807673683756,0.8959317899872724,3.7696851536168334,3.7696851536168334,0.10803680769474859,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC41_1,BC41,472500.0641984955,6307499.732148187,31.281371466126988,51.07570582303881,-19.794334356911822,3.399368322304051,0.7776260113709609,4.371469411511759,4.371469411511759,0.14955946064393097,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC43_1,BC43,472500.07431792136,6317499.709834675,64.31553574480971,54.416312185396976,9.899223559412732,3.3802421749438842,0.8271354260127537,4.086685285913221,4.086685285913221,0.11937640014204194,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC44_1,BC44,472500.07316175365,6322499.753427244,59.48979763390586,54.48768055742249,5.002117076483366,3.3597204694657314,0.8541032590271729,3.933623287297214,3.933623287297214,0.10573137272292492,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC45_1,BC45,472500.04746136797,6327499.722303724,34.320397021748946,51.30700533136272,-16.98660830961377,3.337257294408751,0.8829008029343074,3.779877969662534,3.779877969662534,0.09370424186384692,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC50_1,BC50,477500.03517784266,6302499.666388486,52.24438501712655,53.75093474637822,-1.5065497292516739,3.3659870423720726,0.7270575437268265,4.62960197774491,4.62960197774491,0.159343051239559,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC51_1,BC51,477500.0219923793,6307499.660629535,43.93122253813426,52.91107420867884,-8.979851670544583,3.3734451659433073,0.746707502289338,4.517759839831029,4.517759839831029,0.14440361702905763,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC52_1,BC52,477500.0270955203,6312499.691159323,50.08793587770353,51.58789519497397,-1.499959317270438,3.3686804703874387,0.7677893007462118,4.387506399364291,4.387506399364291,0.12982361139589774,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC53_1,BC53,477500.050134716,6317499.646637439,49.992415430419385,51.65339634678521,-1.6609809163658227,3.3557884345099573,0.7902455386071494,4.246513609459557,4.246513609459557,0.11620492120889413,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC54_1,BC54,477500.091967421,6322499.63835183,58.9952734326043,55.8507909815321,3.1444824510722,3.3389237254259623,0.8144086205391013,4.099813829592996,4.099813829592996,0.10396503654180574,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC55_1,BC55,477500.0922437846,6327499.666607962,33.569480334174656,54.74813405489438,-21.178653720719723,3.3217640408789677,0.8402969257543489,3.9530836530158235,3.9530836530158235,0.09355544230215018,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC60_1,BC60,482500.0626082632,6302499.738540966,67.26938443685388,45.614700097621906,21.654684339231977,3.3324774031358775,0.7012292134167855,4.752336809954283,4.752336809954283,0.15312641505340616,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC62_1,BC62,482500.04548227973,6312499.681136523,37.750070547133014,53.89621954946563,-16.146149002332614,3.3375306242422873,0.7368490256139059,4.529463306898755,4.529463306898755,0.125727709475857,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC64_1,BC64,482500.09264614136,6322499.657199486,46.154097984463384,51.13064613827709,-4.9765481538137095,3.319958097334341,0.7782673840754738,4.2658322387211625,4.2658322387211625,0.10302913466773209,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC65_1,BC65,482500.0574243303,6327499.644156614,51.28103726929712,55.80834671875782,-4.527309449460695,3.310002790688081,0.8014629385471775,4.1299511574274,4.1299511574274,0.09435348618237767,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC70_1,BC70,487500.0281488765,6302499.681272506,64.7490479030148,48.35512177246948,16.393926130545317,3.292604022126662,0.6780426140016447,4.856042900747055,4.856042900747055,0.1469123521582175,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC71_1,BC71,487500.02372481115,6307499.714883644,60.38357626470276,54.13540866818686,6.2481675965158985,3.301411693819995,0.6931949496721606,4.7626020578790484,4.7626020578790484,0.13407079077180264,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC72_1,BC72,487500.06305016344,6312499.673261789,48.22099717192691,54.020039376301135,-5.799042204374224,3.301238559777884,0.7094199273664226,4.653433646885367,4.653433646885367,0.12215262046944367,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC73_1,BC73,487500.0249803983,6317499.668063927,58.48225663276217,50.51256578295401,7.96969084980816,3.2973746465203426,0.7269075853576384,4.536167613243483,4.536167613243483,0.11156722360128352,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC74_1,BC74,487500.03132666176,6322499.698896714,42.587236255358214,50.220851416840325,-7.633615161482112,3.294439830159046,0.7460418796404567,4.4158912791152565,4.4158912791152565,0.10272998077006883,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC75_1,BC75,487500.08176904864,6327499.654417714,51.756777905554216,54.829433271975915,-3.0726553664216993,3.2923077052366594,0.7666882152642287,4.294193701806164,4.294193701806164,0.09587823204397602,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC81_1,BC81,492500.041047909,6307499.729905474,60.25456730865583,53.04506326521227,7.209504043443559,3.257532010018638,0.671271903214224,4.852775744703047,4.852775744703047,0.1295604837815327,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC82_1,BC82,492500.03649829555,6312499.667744995,72.34200623276175,53.27807790370088,19.063928329060865,3.259122934973705,0.6857252195249961,4.752811829250366,4.752811829250366,0.119093521667933,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC83_1,BC83,492499.997856006,6317499.641786334,70.33949581098166,55.85998338325946,14.479512427722199,3.2590811813597504,0.7012098935956523,4.647796916623479,4.647796916623479,0.11008228038789335,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC84_1,BC84,492500.0467049848,6322499.651782474,76.8910128692352,53.79630081694023,23.094712052294966,3.260219276351176,0.7180516681461798,4.540368640557863,4.540368640557863,0.10298530948904053,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC85_1,BC85,492500.0614262203,6327499.586613408,53.17766364480217,53.104232300112756,0.0734313446894177,3.262932944898159,0.7362966847679314,4.431546430127662,4.431546430127662,0.09799895108848458,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC93_1,BC93,497500.0048648076,6317499.628014286,45.9553281467124,52.13559560433837,-6.180267457625973,3.214653384895156,0.6795050787719108,4.730874698839767,4.730874698839767,0.10915923007076035,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC94_1,BC94,497500.0354478817,6322499.62760691,77.14497176600275,55.252786836499894,21.89218492950286,3.2178978759079886,0.6945489352237679,4.633075817575409,4.633075817575409,0.10385254166869763,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC95_1,BC95,497500.0144291096,6327499.551978993,57.76193048274094,54.4147124958866,3.3472179868543392,3.2232321828749537,0.7108259858488866,4.5344883938446445,4.5344883938446445,0.1006619121793698,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC96_1,BC96,497500.0027015511,6332499.623702109,57.99029213644681,54.26218497245249,3.7281071639943235,3.23218574653767,0.7283987461749045,4.43738510467116,4.43738510467116,0.09959169576729676,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD00_1,BD00,452500.055170292,6252499.551853021,44.01055121661353,46.766825670374075,-2.756274453760547,2.857930300751234,0.7200138114782957,3.9692714989501066,3.9692714989501066,0.2973936461630665,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD02_1,BD02,452500.0451360465,6262499.658862274,33.29510004960828,45.99707956413797,-12.70197951452969,2.9501793647048427,0.7398151799088079,3.9877248329352906,3.9877248329352906,0.28015802307453835,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD03_1,BD03,452500.00491227995,6267499.601946497,31.220349603946705,44.083833960607365,-12.86348435666066,3.002024375327408,0.752145266992765,3.9912826777866104,3.9912826777866104,0.2698867266990203,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD04_1,BD04,452500.0060987118,6272499.69329495,28.336475431345725,47.40087014332736,-19.064394711981635,3.058432218334879,0.7656296677436627,3.9946626250105814,3.9946626250105814,0.25893755077516567,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD05_1,BD05,452499.98535578116,6277499.71096541,27.288650392112405,48.98538496531275,-21.69673457320034,3.1165338152246456,0.7804381046864423,3.9933132384364805,3.9933132384364805,0.2474010200671132,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD06_1,BD06,452500.00592764583,6282499.765541134,30.774544490237496,49.87847922937069,-19.103934739133194,3.178577202821824,0.7968600686036919,3.98887750567239,3.98887750567239,0.23525685903535784,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD07_1,BD07,452500.0058695333,6287499.746381921,56.981733734713096,47.97858894205043,9.003144792662667,3.242840995987125,0.8154282781955078,3.976856190422205,3.976856190422205,0.22251662359966812,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD08_1,BD08,452499.9871680592,6292499.764766518,76.58981591818177,49.11868349192711,27.471132426254663,3.2996387193793275,0.8371581492919978,3.9414759590764312,3.9414759590764312,0.20877213569473857,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD10_1,BD10,457500.0642796085,6252499.626853711,37.17791874458678,44.231065266537954,-7.05314652195117,2.8607394383135376,0.6937214160589295,4.123758286958416,4.123758286958416,0.29168177662761163,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD11_1,BD11,457500.03424585843,6257499.62756949,59.03360736470905,49.959744146920556,9.073863217788492,2.9065135290069177,0.7021655061245425,4.139356752297359,4.139356752297359,0.28412882704401066,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD12_1,BD12,457500.0261392312,6262499.665304576,45.79161920360202,49.346027654652,-3.55440845104998,2.9569079357792267,0.7121329918074396,4.152185012906653,4.152185012906653,0.2754378645749264,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD13_1,BD13,457500.03933642176,6267499.628727978,47.5710651799482,50.804940018026144,-3.233874838077945,3.0120207856516927,0.723724297652851,4.16183454862596,4.16183454862596,0.2657316209797792,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD17_1,BD17,457500.0192793853,6287499.743606095,34.29745939823751,49.38650518338355,-15.089045785146041,3.258200506099014,0.7830315971835125,4.161007701117605,4.161007701117605,0.22000714353785555,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD18_1,BD18,457500.0290933364,6292499.781524262,78.38756532982666,52.296361573108236,26.09120375671842,3.31693324675922,0.8029128915465565,4.131124660821178,4.131124660821178,0.20670798892173717,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD19_1,BD19,457500.063487968,6297499.744964002,67.13935349383976,54.446065793565815,12.693287700273949,3.3607597785049634,0.8263283331946291,4.06709977559657,4.06709977559657,0.1920552082566422,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD21_1,BD21,462500.04652625887,6257499.613366459,52.861741200880175,46.57519345688666,6.286547743993516,2.8963690088656984,0.6773662437920404,4.275927587786495,4.275927587786495,0.2780517785555389,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD22_1,BD22,462500.04672205047,6262499.682150681,41.39131854818906,49.11242893050908,-7.7211103823200204,2.948776618688149,0.686516358235356,4.295275099150996,4.295275099150996,0.26984438256049686,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD26_1,BD26,462500.0396707308,6282499.770858137,64.70604748676764,52.80205399637917,11.903993490388473,3.2042590775248083,0.7374361077544372,4.345134505661894,4.345134505661894,0.22852577276462838,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD27_1,BD27,462500.0084153306,6287499.80222181,54.827876675882955,45.06891228979451,9.758964386088444,3.268814440834557,0.7535215054744052,4.338050629061427,4.338050629061427,0.2164642715717062,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD28_1,BD28,462500.04522956035,6292499.758577253,58.04962780770294,44.99546552323381,13.054162284469129,3.327254288161292,0.7718004338823451,4.311029305107265,4.311029305107265,0.20351616779673348,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD31_1,BD31,467500.0543298067,6257499.600372754,44.691541501516376,48.79563140429472,-4.104089902778341,2.8723112891323,0.6543470250874961,4.389584087660869,4.389584087660869,0.2710651650709823,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD32_1,BD32,467500.06232946395,6262499.710226541,35.51008608310488,47.177220986195074,-11.667134903090194,2.9302993596195277,0.6628987485219238,4.420432782763981,4.420432782763981,0.2632235916438279,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD35_1,BD35,467500.0749060298,6277499.704398919,42.02722825763121,50.85177128356955,-8.82454302593834,3.132126024896306,0.697026542984164,4.493553447027721,4.493553447027721,0.2344435749771023,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD36_1,BD36,467500.0370856172,6282499.739297631,59.792193666621934,51.94529730017495,7.846896366446984,3.200883104024207,0.7108917740101673,4.50263066903687,4.50263066903687,0.2234668202112225,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD37_1,BD37,467500.0506595336,6287499.810571126,66.21271216958081,53.406297534166725,12.806414635414086,3.266943237816063,0.7260335550853885,4.499713842333141,4.499713842333141,0.21178476126060017,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD38_1,BD38,467500.0539126969,6292499.807359152,35.806320571769284,50.86172984001594,-15.055409268246656,3.327440444781349,0.74309779388398,4.477796155724912,4.477796155724912,0.19917539424270858,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD39_1,BD39,467500.0473273079,6297499.729633846,62.35458655987677,46.07984734908471,16.274739210792063,3.3738420744863813,0.7628578327367221,4.422635423933261,4.422635423933261,0.1852294276970813,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD40_1,BD40,472500.0931846446,6252499.686959085,34.22505290946093,47.12162601378674,-12.89657310432581,2.779966842829578,0.626023988918047,4.440671431192558,4.440671431192558,0.2693410249586076,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD41_1,BD41,472500.0753691514,6257499.700065501,35.632828947141014,48.81701981698688,-13.184190869845864,2.8400294736057057,0.6332518789639481,4.4848338677687405,4.4848338677687405,0.26307066022750936,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD42_1,BD42,472500.0892348051,6262499.638397401,46.30602888787784,52.33968223213951,-6.033653344261673,2.905839562035938,0.6414626764386694,4.530021260424443,4.530021260424443,0.25559153351023445,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD43_1,BD43,472500.0750117887,6267499.724942416,42.0589271889529,51.67217416754995,-9.613246978597047,2.974073275193663,0.6508685114151789,4.5693918557024,4.5693918557024,0.24706913749492718,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD44_1,BD44,472500.09313145553,6272499.736661749,37.82619086345997,51.84472978835305,-14.018538924893079,3.043739936443129,0.6615721607937431,4.6007678630118,4.6007678630118,0.23782155594725782,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD45_1,BD45,472500.082515051,6277499.673930096,49.39722512433694,50.47302064908557,-1.075795524748628,3.116337190080583,0.6734941244218853,4.627118599966389,4.627118599966389,0.22795485860038264,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD46_1,BD46,472500.04509961524,6282499.759338391,51.316581356752216,50.45296114900558,0.8636202077466351,3.188436350122462,0.6865590346532242,4.644081847576177,4.644081847576177,0.2173816575823736,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD47_1,BD47,472500.0410912281,6287499.769842108,64.21813688275931,52.798383563838435,11.419753318920876,3.2565460795063395,0.7007899845991267,4.646964356046246,4.646964356046246,0.20603048358644463,TRUE,Positive
richness,common-sites,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD48_1,BD48,472500.0707461879,6292499.705413405,67.59824724393661,50.98370056126187,16.614546682674742,3.3168183839312224,0.7166753884547977,4.62806235202595,4.62806235202595,0.19366528199364363,TRUE,Positive
